SYMBOL,Norm.y.4,Tumour_24h_10nmol_resveratrol,Norm.y.5,Tumour_24h_50micromol_resveratrol,Norm.x.5,Tumour_48h_10nmol_resveratrol,Norm.x.6,Tumour_48h_50micromol_resveratrol
MAGEB18,10.4763742393,10.6879060154,10.4763742393,10.8501059533,10.6610314826,10.3632897403,10.6610314826,10.6688876768
MAGEB2,15.995114145,17.1223910089,15.995114145,18.1725909581,22.4701710564,18.8868207655,22.4701710564,15.9882212065
MAGEB3,14.7460402875,15.1215642887,14.7460402875,14.6337062485,15.2740227643,14.4166722624,15.2740227643,17.8624776074
MAGEB4,12.0726249006,13.7768602354,12.0726249006,12.8892031441,12.6972785289,11.3401870322,12.6972785289,12.2732612091
MAGEB6,13.3494372751,11.6799942953,13.3494372751,11.4584505212,10.748211137,10.0494515163,10.748211137,10.4169600297
MAGEC1,23.5721588439,23.6453011564,23.5721588439,21.5925056047,22.6891458837,30.2865286408,22.6891458837,25.53773781
MAGEC2,32.5574017669,26.8836193337,32.5574017669,27.3161734651,28.2835279398,25.5123860539,28.2835279398,29.9187117954
MAGEC3,24.0005748567,15.6399801173,24.0005748567,14.9209964249,16.4998821249,14.392109553,16.4998821249,14.461052464
MAGED1,1427.45146653,1283.2741775,1427.45146653,1301.50530203,1441.66226708,1158.04307097,1441.66226708,992.623460521
MAGED2,542.869504378,483.204951992,542.869504378,481.63111843,547.465123438,368.892440855,547.465123438,507.760670552
MAGED4 ,21.2451142028,20.0519130021,21.2451142028,20.9264066913,19.041188084,18.3567403413,19.041188084,20.0777470553
MAGEE1,145.31861341,129.772442698,145.31861341,164.163718237,157.316300321,159.564323193,157.316300321,191.815269228
MAGEE2,16.7836935296,16.1956000117,16.7836935296,16.7166775265,17.5301823686,15.8827381341,17.5301823686,17.9408739369
MAGEF1,100.686268053,108.372130189,100.686268053,150.770203549,116.314699171,113.872585146,116.314699171,129.601147669
MAGEH1,112.189837557,89.7770920082,112.189837557,142.818932956,110.446757122,75.7505044203,110.446757122,88.0423435186
MAGEL2,14.0257255033,14.3759652976,14.0257255033,16.097021514,14.3203209561,15.1964521546,14.3203209561,15.5447017224
MAGI1,41.0905734224,31.6823240888,41.0905734224,32.5551288087,40.4881887504,32.0891166324,40.4881887504,35.51960303
MAGI2,14.4060162239,14.3945521323,14.4060162239,13.9099535396,14.5525388523,15.0773291547,14.5525388523,14.1090224484
MAGI3,28.1884066156,28.6424007233,28.1884066156,29.6719922708,29.5106679878,25.5845855813,29.5106679878,34.199570638
MAGIX,16.6313489896,16.7301475538,16.6313489896,16.037762097,16.4641479735,17.5516410842,16.4641479735,15.7395179244
MAGOH,540.767566262,410.171132848,540.767566262,337.31258266,299.389164005,301.205713112,299.389164005,285.065929177
MAGOH2,47.6355805717,44.2410515299,47.6355805717,36.0297830948,32.9032642151,31.5791638028,32.9032642151,35.7026629441
MAGOHB,78.2066299011,66.6357620613,78.2066299011,57.1452196892,57.0697742933,57.111022173,57.0697742933,45.4393250002
MAGT1,989.551643479,856.154491705,989.551643479,967.379910908,800.193852492,802.409244439,800.193852492,722.543318213
MAK,14.5911452452,14.371292246,14.5911452452,17.7977549837,18.8266043858,16.7612639414,18.8266043858,16.91946696
MAK16,329.313455313,288.026025747,329.313455313,199.272567445,222.236395196,276.363717624,222.236395196,203.883415457
MAL,15.8008154192,17.8036422118,15.8008154192,18.1473178654,16.4721610011,17.1762218374,16.4721610011,16.9255426362
MAL2,576.957305377,727.534290707,576.957305377,1114.24265019,697.552929973,1257.56903812,697.552929973,1050.3618816
MALAT1,1621.41367718,1809.65116944,1621.41367718,1831.46830412,2059.38059291,2093.17488808,2059.38059291,2135.9369803
MALL,643.450422448,757.893671401,643.450422448,405.132057714,569.017218556,1106.03132621,569.017218556,991.884357638
MALT1,231.262000405,192.544423469,231.262000405,207.643180941,182.745427274,239.844289323,182.745427274,301.54147421
MAMDC2,85.7813154853,35.0070439799,85.7813154853,25.5305756452,34.0784548274,29.3911733485,34.0784548274,24.1545199011
MAMDC4,11.9847142781,14.4223256798,11.9847142781,13.1262586281,15.0479637139,12.6691865583,15.0479637139,14.7135264754
MAML1,278.835079433,297.018123067,278.835079433,322.862454863,326.221149485,271.551122388,326.221149485,327.779076551
MAML2,79.8407997518,59.2144268448,79.8407997518,66.1867488382,83.1570385548,59.6783464743,83.1570385548,69.2527348665
MAML3,16.0127118521,15.1620851657,16.0127118521,15.3904140602,15.6379692735,15.9433565007,15.6379692735,16.1733682273
MAMLD1,30.2109701228,31.7498210248,30.2109701228,25.5980825519,31.210157404,25.7526129,31.210157404,36.6450655116
MAMSTR,42.0714859439,48.130694477,42.0714859439,42.0004953742,48.2175953796,45.6221584484,48.2175953796,48.0435241592
MAN1A1,248.017046598,260.398707612,248.017046598,268.162148105,189.944752999,198.89052831,189.944752999,271.211520176
MAN1A2,32.4477401358,33.6398156594,32.4477401358,37.9605624147,30.996274388,30.3892264608,30.996274388,33.8334129633
MAN1B1,151.854958668,171.302547945,151.854958668,192.380730014,212.206260741,194.604423418,212.206260741,155.816326812
MAN1C1,14.8990413657,14.6115140501,14.8990413657,16.8291127758,16.1004558607,17.8776025961,16.1004558607,15.5676442995
MAN2A1,799.17043486,736.54798415,799.17043486,650.693387603,763.213109749,659.015159809,763.213109749,615.062794219
MAN2A2,34.8846500261,40.9362577145,34.8846500261,46.6275643765,34.5967237069,36.7569827299,34.5967237069,59.6912069498
MAN2B1,50.3187256536,69.1490537607,50.3187256536,78.5110087017,67.6650055036,72.48241822,67.6650055036,94.5269582598
MAN2B2,173.930394323,218.048127895,173.930394323,220.826496138,239.941968202,209.73531157,239.941968202,283.952614195
MAN2C1,46.0403752849,51.1321130136,46.0403752849,51.6275758628,52.7145949571,44.4695776244,52.7145949571,47.9756882749
MANBA,98.0883148058,126.391103252,98.0883148058,152.074874536,215.030049667,176.835418114,215.030049667,190.284294163
MANBAL,598.998355602,556.219375798,598.998355602,547.831381163,622.976241829,586.406948811,622.976241829,476.658142294
MANEA,55.1288945983,54.2288662905,55.1288945983,56.7176218005,44.0948587722,42.0165028524,44.0948587722,35.0317629568
MANEAL,22.6370134016,24.5565755778,22.6370134016,22.2264085347,27.9734527858,30.5658621452,27.9734527858,25.5044321795
MANF,2000.54177649,1661.0878497,2000.54177649,2228.11584483,1583.01099248,1402.91384547,1583.01099248,1851.22091233
MANSC1,54.100388266,77.167443435,54.100388266,88.0209605589,39.8686611499,153.36261366,39.8686611499,59.4730585811
MAOA,558.085883056,484.546419684,558.085883056,419.83077379,520.151567336,499.077198262,520.151567336,938.469435979
MAOB,15.989883347,15.1387110508,15.989883347,15.9623587344,15.3129287698,15.0986495656,15.3129287698,15.5260459574
MAP1A,18.3547261751,19.3029127132,18.3547261751,19.9715865702,18.1819685223,17.3721466068,18.1819685223,17.7402403697
MAP1B,59.9788301349,108.274393607,59.9788301349,178.330179636,42.8682857617,62.2578615246,42.8682857617,124.870443343
MAP1D,20.6679748512,20.4597992275,20.6679748512,19.9627721572,19.1111587617,19.036220049,19.1111587617,17.6203795533
MAP1LC3A,49.8321677298,59.9000314026,49.8321677298,64.8370171503,67.0616593838,69.3896653828,67.0616593838,72.5569201031
MAP1LC3B,996.876497854,1091.71589889,996.876497854,1465.62072516,1203.36520788,1034.78658133,1203.36520788,1313.22088342
MAP1LC3B2,23.7884465805,22.9772093428,23.7884465805,22.2998392823,19.7921504389,17.8743070475,19.7921504389,21.5261289752
MAP1LC3C,16.8056991134,19.4627270678,16.8056991134,17.762747641,18.9831817932,20.2276202921,18.9831817932,19.1698014893
MAP1S,18.3143877427,16.2224090933,18.3143877427,23.4400067612,15.6719542766,14.6631917334,15.6719542766,23.097178927
MAP2,122.055818057,443.408010088,122.055818057,725.444178664,261.183734406,440.433030891,261.183734406,756.466522316
MAP2K1,1303.826612,1127.17089182,1303.826612,1117.046522,1027.10401648,1035.53722004,1027.10401648,1533.51504814
MAP2K2,93.1713190957,89.1032499554,93.1713190957,86.9149581223,104.029013827,98.4850142783,104.029013827,103.748309463
MAP2K3,344.202688851,284.022896064,344.202688851,324.468843761,257.277689381,250.079145225,257.277689381,478.16600474
MAP2K4,387.426011155,430.064501687,387.426011155,409.55543016,354.674878507,453.891962102,354.674878507,489.560814538
MAP2K5,26.602858931,28.1692221649,26.602858931,27.6936914206,31.6121891032,24.9163658047,31.6121891032,25.8402715321
MAP2K6,12.4619448718,12.73594829,12.4619448718,12.669808812,15.0532043678,13.414639216,15.0532043678,13.5117291678
MAP2K7,24.1968782781,25.9114380309,24.1968782781,25.9241999296,22.2380180321,25.6657611433,22.2380180321,26.9284232046
MAP3K1,82.792631437,72.48241822,82.792631437,87.7323126268,83.4134738538,64.127803979,83.4134738538,71.0856802224
MAP3K10,31.6429725307,35.0984562408,31.6429725307,33.81277938,34.4903970915,39.0277836117,34.4903970915,40.9362577145
MAP3K11,42.0004953742,35.9220532755,42.0004953742,37.3634458612,38.4836953959,39.283299964,38.4836953959,45.8553258937
MAP3K12,42.5501710284,43.8648239694,42.5501710284,48.1029791202,62.5148788248,45.8046134563,62.5148788248,39.7759085823
MAP3K13,44.7374782478,46.5415104948,44.7374782478,48.0604330077,49.7364917002,50.3043597835,49.7364917002,44.9369110906
MAP3K14,41.5120318683,40.3837856676,41.5120318683,28.1006247052,33.5008810421,31.9612949134,33.5008810421,25.4795394364
MAP3K15,14.9818617913,15.8974427621,14.9818617913,14.1370865062,15.0910786107,15.0571193047,15.0910786107,16.1301859869
MAP3K2,44.9094293759,50.4851709761,44.9094293759,52.1239236015,52.4836620932,48.6677931283,52.4836620932,50.6561096962
MAP3K3,42.8751567608,41.7861028958,42.8751567608,45.1552694475,39.7995064691,31.9981140964,39.7995064691,42.0417402787
MAP3K4,346.775969686,377.908564501,346.775969686,376.439576997,420.611563761,390.026092136,420.611563761,603.883032189
MAP3K5,28.0842597217,23.319401715,28.0842597217,29.8468102811,28.6774520569,26.6812680546,28.6774520569,24.4280102793
MAP3K6,20.4979763826,24.8322795969,20.4979763826,20.4597992275,22.0705382601,25.2187389597,22.0705382601,24.5088094114
MAP3K7,392.30006771,430.545855906,392.30006771,397.210790665,396.881528617,411.040067556,396.881528617,431.596876963
MAP3K8,16.2481262288,16.1698076306,16.2481262288,21.3195436188,17.1257164431,20.2388508127,17.1257164431,36.4845514549
MAP3K9,29.9810717109,30.8639333884,29.9810717109,45.5728562,32.015476923,47.3803569338,32.015476923,64.0964112123
MAP4,339.29420665,286.859337964,339.29420665,248.771193001,354.151797618,320.186678387,354.151797618,293.848665848
MAP4K1,18.9351608176,17.976958501,18.9351608176,17.5566830959,17.6308353071,22.7571038041,17.6308353071,17.0630851079
MAP4K2,18.1760810924,16.1127876679,18.1760810924,18.0313051213,17.6729210252,17.7907395288,17.6729210252,19.7776590359
MAP4K3,282.509881027,252.396161497,282.509881027,289.638950843,281.875864958,236.776525357,281.875864958,375.908664533
MAP4K4,242.730794864,262.311701524,242.730794864,217.843141552,252.52259072,306.28201997,252.52259072,737.75007148
MAP4K5,302.589489353,293.411681717,302.589489353,348.853941562,260.862066287,255.21191129,260.862066287,314.059592527
MAP6,31.2236375642,28.9653075225,31.2236375642,34.3428606846,31.5568829227,24.0760667259,31.5568829227,28.9090207788
MAP6D1,18.2854813813,19.7378235828,18.2854813813,19.0990446285,18.7254140052,18.1684049509,18.7254140052,17.166296467
MAP7,167.8697527,169.492814572,167.8697527,203.702945316,161.92932714,187.043379648,161.92932714,227.04144764
MAP7D1,449.878011273,418.633345046,449.878011273,427.849132202,469.159102443,481.29797661,469.159102443,640.735085356
MAP7D2,14.9818617913,16.4140980383,14.9818617913,17.382792662,14.3754000521,15.1032052321,14.3754000521,15.7502258574
MAP7D3,54.8701216358,46.0771630982,54.8701216358,48.6772758648,46.8083080269,38.2045171336,46.8083080269,42.5015899241
MAP9,129.546158535,137.423595187,129.546158535,209.27463211,105.048296468,91.2314109281,105.048296468,97.90270158
MAPK1,207.438173455,208.763115034,207.438173455,199.71772445,208.494566904,218.15876358,208.494566904,242.543736516
MAPK10,30.6636488114,31.7086513203,30.6636488114,30.6101913861,39.4791487173,28.1083621531,39.4791487173,22.2941202721
MAPK11,32.6967138645,43.9132183256,32.6967138645,35.6579038209,37.0810966089,34.8968578178,37.0810966089,34.1041038859
MAPK12,38.549187409,36.3959034825,38.549187409,36.6862442019,39.6139753467,36.4544633659,39.6139753467,37.8272247231
MAPK13,189.378418566,254.595658852,189.378418566,197.468786248,185.311977658,329.313455313,185.311977658,310.515487357
MAPK14,223.588000298,229.210437121,223.588000298,220.00053733,199.761080607,231.820688122,199.761080607,224.405942009
MAPK15,19.5974734858,18.813682334,19.5974734858,19.3827838835,17.6875696697,17.607362255,17.6875696697,18.61154784
MAPK1IP1L,482.94789555,468.232616774,482.94789555,480.336720439,333.433917625,440.079222906,333.433917625,555.733296237
MAPK3,75.3239068127,100.686268053,75.3239068127,93.423073111,104.327725884,118.662160068,104.327725884,115.741445195
MAPK4,13.7471524176,13.8806620178,13.7471524176,15.155161284,14.1246262365,13.9700419157,14.1246262365,13.8531939102
MAPK6,1765.21439905,2013.12186041,1765.21439905,1962.59646452,2269.64713156,2213.999088,2269.64713156,2025.88601613
MAPK7,22.89054034,25.8947169762,22.89054034,25.5845855813,23.9886203734,25.4504735814,23.9886203734,23.7925052024
MAPK8,50.334256432,46.3662672459,50.334256432,61.0484680943,44.5572495643,47.1203262067,44.5572495643,70.6444782334
MAPK8IP1,29.1438564431,24.9706465434,29.1438564431,26.2263642676,23.7217755239,28.4255284475,23.7217755239,29.2871585945
MAPK8IP2,22.3206671768,21.2478275361,22.3206671768,22.6576869724,26.10418635,22.5712295421,26.10418635,25.4234545522
MAPK8IP3,24.6290644069,23.0215912344,24.6290644069,21.9556773432,26.1837853821,23.50056391,26.1837853821,24.6690332425
MAPK9,158.487517136,193.692493952,158.487517136,231.820688122,176.215383936,160.36580559,176.215383936,216.664452692
MAPKAP1,215.306683772,172.124335191,215.306683772,133.586006805,188.497772978,177.323294873,188.497772978,180.169242516
MAPKAPK2,66.7749308777,70.6057036735,66.7749308777,72.6229503434,70.0695817915,73.5572594604,70.0695817915,88.3344877582
MAPKAPK3,329.061484142,359.614131474,329.061484142,274.254369419,326.480981504,409.833288471,326.480981504,444.496916844
MAPKAPK5,162.606614058,159.012201316,162.606614058,154.769713325,144.146595698,188.925574008,144.146595698,180.513926132
MAPKBP1,99.6523016127,94.7527746271,99.6523016127,92.1868373518,105.114341091,104.666884707,105.114341091,121.391412105
MAPKSP1,454.797980141,482.94789555,454.797980141,468.577163503,420.087401172,478.627544177,420.087401172,459.790490826
MAPRE1,1365.76973623,1373.24607539,1365.76973623,1396.47813923,1368.74145651,1421.9067966,1368.74145651,1275.23067276
MAPRE2,32.9575554967,30.7416976642,32.9575554967,37.8327566219,29.180427174,29.8468102811,29.180427174,31.9342981178
MAPRE3,21.4126000601,24.4078003379,21.4126000601,23.6049247954,23.8433420174,22.2223712674,23.8433420174,22.5051697155
MAPT,17.4070466414,17.9236396548,17.4070466414,17.8320790399,18.7492624506,17.9953118275,18.7492624506,17.3421445996
MARCKS,452.944589397,406.827597421,452.944589397,435.473599791,521.654856441,391.990428209,521.654856441,264.687630733
MARCKSL1,197.530827472,216.932454043,197.530827472,287.227197197,297.12236678,312.931119431,297.12236678,579.82669957
MARCO,24.0143259559,20.3587203494,24.0143259559,18.6043668961,32.3492543285,29.7670648821,32.3492543285,23.3877489725
MARK1,74.2570383223,70.0450670119,74.2570383223,61.3914356136,79.4201918124,64.4240352181,79.4201918124,47.413531314
MARK2,37.5539423169,36.1612442545,37.5539423169,37.7863212239,36.4330043609,42.6667031516,36.4330043609,43.4598456734
MARK3,201.597334536,208.421382308,201.597334536,149.45015333,182.378154108,216.020354828,182.378154108,324.736549218
MARK4,239.124264243,221.95535198,239.124264243,194.150078082,276.057018113,249.432026789,276.057018113,272.687150653
MARS,385.618468088,431.596876963,385.618468088,375.333935509,451.88927602,447.165059129,451.88927602,355.00427218
MARS2,91.5642507149,79.8936556978,91.5642507149,73.8637452328,66.6649486369,92.7002916504,66.6649486369,67.4624721768
MARVELD1,104.029013827,101.069532504,104.029013827,106.603961269,91.4053591618,100.821482395,91.4053591618,108.690680965
MARVELD2,197.071154178,259.746496936,197.071154178,283.897626373,229.761665822,246.206507185,229.761665822,197.001265145
MARVELD3,57.5360430173,82.2265933228,57.5360430173,91.5642507149,82.6544548546,69.9923381625,82.6544548546,73.5243478344
MAS1,15.1839247782,16.76832172,15.1839247782,14.7125283216,15.8147046849,17.4747633362,15.8147046849,16.9486312636
MAS1L,27.9195396425,24.6972488612,27.9195396425,28.0692917971,23.5418319831,28.9309149115,23.5418319831,27.5813187229
MASP1,18.655524376,18.8253824675,18.655524376,18.4816461011,18.9664514916,18.6075078835,18.9664514916,19.6285488065
MASP2,15.2405655543,17.1207403536,15.2405655543,17.357927494,16.3186316267,16.9515278756,16.3186316267,16.9378208573
MAST1,11.6191471538,11.4020009684,11.6191471538,12.1973457833,11.1359139054,10.8957447738,11.1359139054,11.7028443648
MAST2,44.5572495643,41.502475371,44.5572495643,40.7571443389,41.3859316255,43.5854249336,41.3859316255,54.0571019636
MAST3,63.2653827163,63.0116993649,63.2653827163,57.5771455661,77.7664342982,66.8979115237,77.7664342982,59.3390414571
MAST4,148.804427043,155.457291119,148.804427043,153.867320402,167.163500034,217.882469816,167.163500034,280.842907093
MASTL,209.180406282,243.017336988,209.180406282,201.400345737,155.248439261,96.4292554677,155.248439261,102.351991783
MAT1A,19.4226057268,21.7343661625,19.4226057268,19.6739664256,19.8737061054,19.3850854706,19.8737061054,21.3108230754
MAT2A,580.127330727,613.955144393,580.127330727,669.338846679,578.929944789,538.614810489,578.929944789,560.522201739
MAT2B,286.089203168,267.595768172,286.089203168,343.363021248,309.053969732,244.931828145,309.053969732,294.358586943
MATK,24.1880024966,22.4118119972,24.1880024966,18.9290331881,25.3424082997,29.0265990979,25.3424082997,28.0444049269
