SYMBOL,Norm.y.4,Tumour_24h_10nmol_resveratrol,Norm.y.5,Tumour_24h_50micromol_resveratrol,Norm.x.5,Tumour_48h_10nmol_resveratrol,Norm.x.6,Tumour_48h_50micromol_resveratrol
FREM3,14.5512911195,12.9409571814,14.5512911195,14.1828788755,13.260536726,15.0695345958,13.260536726,13.3765064409
FRG1,535.80965602,573.107434852,535.80965602,629.364192074,491.350132962,524.54740309,491.350132962,702.047968889
FRG1 ,54.3406038956,54.8106845978,54.3406038956,77.3945606646,69.4703307113,71.1895692297,69.4703307113,83.2671158804
FRG1B,44.9742611313,38.8426170552,44.9742611313,47.1526285941,41.3944727325,40.0412590346,41.3944727325,47.3417289201
FRK,14.6810726057,18.8310326858,14.6810726057,19.8412333261,17.8214265675,15.2721446187,17.8214265675,15.51208431
FRMD1,29.3911733485,32.8233496112,29.3911733485,30.5815113849,32.0758822013,34.9223218817,32.0758822013,38.2681406735
FRMD3,15.6965341241,18.4932245248,15.6965341241,17.9549979943,15.491792092,17.9018905371,15.491792092,16.4795499726
FRMD4A,29.7094084587,27.2299649034,29.7094084587,23.5313985461,34.2432941062,27.3002868979,34.2432941062,27.6886063229
FRMD4B,72.900210968,64.7716511794,72.900210968,61.4569884877,73.901090135,67.9011031334,73.901090135,70.9289015916
FRMD5,147.636920965,42.5501710284,147.636920965,54.9274983339,53.3664900155,35.3716844077,53.3664900155,61.5400305514
FRMD6,2093.17488808,1587.84162911,2093.17488808,1655.99571549,2055.19135326,1602.78645722,2055.19135326,1836.61546287
FRMD7,10.7661676441,11.3582004543,10.7661676441,10.7954382236,10.748211137,10.8501059533,10.748211137,12.4659345161
FRMD8,83.5849867171,85.6338930778,83.5849867171,91.1113648461,109.112234881,123.76429547,109.112234881,112.666182003
FRMPD1,12.1008511808,12.6733896561,12.1008511808,12.6019426528,12.8947275407,11.5290278203,12.8947275407,13.0291945104
FRMPD2L1,15.850054526,15.2870774565,15.850054526,15.1293476498,16.6645419723,16.2254795142,16.6645419723,17.5194798997
FRMPD3,21.6868987542,23.7108715059,21.6868987542,21.3770437749,21.8575680683,23.813477642,21.8575680683,28.0992880398
FRMPD4,15.8480903419,14.9456296239,15.8480903419,15.8889443632,14.7372170784,16.3044183558,14.7372170784,15.6149793026
FRRS1,11.2674627816,11.7052704443,11.2674627816,11.7045471439,12.2439180551,13.0921706035,12.2439180551,12.1745036619
FRS2,55.6838781688,58.6673923615,55.6838781688,46.9007411349,54.0033787222,56.7442103577,54.0033787222,57.7076466584
FRS3,21.2502323473,19.4341658463,21.2502323473,23.2210415929,20.0392072878,22.6601684926,20.0392072878,22.8577149406
FRY,15.5915261023,14.2949244388,15.5915261023,15.3421078082,14.7988706164,15.3151521796,14.7988706164,16.15772208
FRYL,110.736440832,83.696993149,110.736440832,90.9833420376,93.6655358375,91.3184175176,93.6655358375,99.23480636
FRZB,19.0219271882,15.8480903419,19.0219271882,17.2324314493,18.8020695235,17.2999361212,18.8020695235,17.412434389
FSCB,12.298890815,11.3147060806,12.298890815,12.3740556963,13.3282092397,12.5685471363,13.3282092397,13.8495370294
FSCN1,230.911622388,164.740774022,230.911622388,153.527059773,158.016843455,171.205250997,158.016843455,231.321000694
FSCN2,22.3047676981,19.8898257294,22.3047676981,21.6471541498,18.885819047,18.4409850809,18.885819047,21.0044421693
FSCN3,25.1807029298,24.8785740727,25.1807029298,22.5925574242,28.5937284172,27.8810688361,28.5937284172,25.938978506
FSD1,23.457126377,23.8219765321,23.457126377,25.4795394364,22.7626518454,22.8276919756,22.7626518454,23.2660698828
FSD1L,24.2096243493,24.7645772465,24.2096243493,24.1176928153,20.8080526848,20.4628638228,20.8080526848,20.7488286136
FSD2,17.7166376511,17.7196627757,17.7166376511,17.8646025558,26.7793734264,19.7441194532,26.7793734264,18.5899980659
FSHB,23.6686059037,17.3147940993,23.6686059037,24.2325909027,18.0907817733,18.066028268,18.0907817733,18.5774683468
FSHR,19.998603765,19.354175568,19.998603765,18.4924621514,16.6942749183,21.4061053175,16.6942749183,19.6255463865
FSIP1,17.2160386935,17.2520184663,17.2160386935,16.8674898892,14.5163242759,13.99782425,14.5163242759,15.9882212065
FSIP2,10.4534044744,10.5838302225,10.4534044744,10.5762244913,11.0094322578,11.0837624869,11.0094322578,9.94691263929
FST,1959.21722005,1303.826612,1959.21722005,768.091892392,1472.85234899,790.20920511,1472.85234899,601.511097685
FSTL1,73.4471759616,68.6682262292,73.4471759616,77.0780638006,69.7249127154,51.7040588373,69.7249127154,77.2200970331
FSTL3,100.5590035,82.3780985104,100.5590035,94.4389655922,107.585222793,89.7095049966,107.585222793,156.338561568
FSTL4,15.5354804892,15.2062758325,15.5354804892,16.3264018029,18.262141232,16.6576008253,18.262141232,15.3919231329
FSTL5,14.0077535056,15.7080051996,14.0077535056,15.3106769468,14.5027886643,13.9056593878,14.5027886643,13.7051722276
FTCD,17.0667554742,18.2596419978,17.0667554742,17.8493548162,19.5838961395,19.1592362003,19.5838961395,18.3420646872
FTH1,2785.71099715,5790.71079097,2785.71099715,5531.95240721,4068.82257315,5441.70364926,4068.82257315,5441.70364926
FTHL17,15.6908284666,13.8515468518,15.6908284666,14.5956175068,14.9830711243,14.4955228451,14.9830711243,15.2014180233
FTHL5,3559.07455036,5066.44744422,3559.07455036,6503.60042087,4636.39680939,5342.16078313,4636.39680939,6197.69828838
FTL,4989.54154249,7628.63132567,4989.54154249,9002.2520518,6572.41368578,7628.63132567,6572.41368578,9002.2520518
FTO,1410.70555712,1513.0298926,1410.70555712,1591.75257818,1745.00421765,1564.13065248,1745.00421765,1276.71348722
FTSJ1,624.392271153,522.935921618,624.392271153,420.754511347,576.957305377,467.664493823,576.957305377,465.919404676
FTSJ2,281.012885731,292.509613494,281.012885731,268.006335776,246.833167418,279.886492341,246.833167418,234.105497692
FTSJ3,205.497161301,171.72233622,205.497161301,181.893742416,143.795217358,171.302547945,143.795217358,129.772442698
FTSJD1,268.283915341,288.32337101,268.283915341,344.481167272,241.108115123,253.945738278,241.108115123,229.468024318
FTSJD2,148.530053863,149.22155855,148.530053863,163.145286634,151.129098449,135.784199948,151.129098449,138.91164656
FUBP1,127.417931748,106.905396842,127.417931748,82.6941916865,107.646299276,112.098990957,107.646299276,94.7902120324
FUBP3,232.837206876,215.306683772,232.837206876,201.563069545,206.76641956,210.560116914,206.76641956,257.536248974
FUCA1,65.142471172,91.8097226472,65.142471172,249.78443265,96.632027787,145.959184619,96.632027787,222.306418121
FUCA2,82.1863546004,106.09975954,82.1863546004,90.8746665083,83.8477847341,103.926288897,83.8477847341,96.3347694129
FUK,74.3940388016,80.6216107716,74.3940388016,75.127125591,67.7182857103,98.5520998716,67.7182857103,104.029013827
FUNDC1,501.451497368,500.198411138,501.451497368,551.233094841,550.033868121,476.072816689,550.033868121,381.922623563
FUNDC2,121.111365601,109.197421878,121.111365601,114.988271159,121.908136399,117.220999358,121.908136399,120.993722326
FURIN,82.7705065117,83.1836385778,82.7705065117,71.50230715,93.5542606398,123.994371464,93.5542606398,159.407116363
FUS,107.237221182,97.2284197324,107.237221182,87.8606677652,80.566177066,88.7443306474,80.566177066,94.2874695173
FUT1,53.4534820514,49.4627229204,53.4534820514,49.1233775678,53.701087705,55.938615525,53.701087705,64.0006043081
FUT10,44.9597776623,51.0517608924,44.9597776623,43.7210692202,49.3497142297,42.9447271438,49.3497142297,42.0619251619
FUT11,28.6646560306,26.612554851,28.6646560306,28.995233667,25.0933912699,25.9337746563,25.0933912699,32.7591199344
FUT2,43.826973492,38.4629422879,43.826973492,35.4336080063,40.267873077,58.1151952064,40.267873077,69.6964976263
FUT3,21.0501107643,21.0144016125,21.0501107643,26.4533109687,19.0211002213,27.0851055172,19.0211002213,34.2832796187
FUT4,20.3647962519,19.2953278994,20.3647962519,19.998603765,17.7345921929,17.7416595757,17.7345921929,18.1917407936
FUT5,31.9612949134,36.3546391003,31.9612949134,42.9990241768,33.9907407904,38.2397916638,33.9907407904,40.7702819708
FUT6,18.1707443345,18.3503553489,18.1707443345,19.4773751734,18.6405564855,19.8737061054,18.6405564855,21.0873344593
FUT7,23.6470945737,22.6672822176,23.6470945737,19.2440949576,19.3068989998,21.3592184328,19.3068989998,22.5741386261
FUT8,64.0006043081,57.80314628,64.0006043081,99.1744832611,42.8039133575,34.4162563038,42.8039133575,44.4831380646
FUT9,11.8177453415,14.5118606365,11.8177453415,13.2681113725,13.3081406513,12.3480811485,13.3081406513,12.0297049685
FUZ,23.0477742361,26.9265400981,23.0477742361,28.2688783607,19.2474707239,23.2834865415,19.2474707239,25.9814519996
FXC1,261.385108639,256.073668102,261.385108639,229.119523845,218.851385262,307.541609765,218.851385262,288.875356631
FXN,75.0785339097,67.1334899902,75.0785339097,65.7874638883,57.3737593347,62.8959949637,57.3737593347,47.657341348
FXR1,358.921867361,321.241537238,358.921867361,292.672520451,327.523480249,260.146941044,327.523480249,305.935182802
FXR2,108.042341184,109.629030063,108.042341184,114.554994193,94.1631400479,97.9423512904,94.1631400479,122.1535522
FXYD1,37.7713890506,38.7949486886,37.7713890506,36.5390190711,34.1718598195,27.3659944007,34.1718598195,48.1406864137
FXYD2,20.8527635681,16.0853553583,20.8527635681,20.8689488069,21.7576289892,17.6915284876,21.7576289892,18.7456010104
FXYD3,952.226115835,1415.87582851,952.226115835,1421.9067966,1789.97131011,1974.10192471,1789.97131011,1599.53676288
FXYD4,16.0928310502,18.4898014409,16.0928310502,16.5569231329,20.2701032142,18.9170708794,20.2701032142,16.4443407598
FXYD5,797.156000329,704.318160063,797.156000329,743.148265553,677.121057543,660.787911029,677.121057543,813.850538234
FXYD6,29.1682966079,26.2320837769,29.1682966079,27.6058862064,29.289646802,27.2960495583,29.289646802,23.6435078752
FXYD7,15.1517884367,16.8049304112,15.1517884367,17.4098554045,17.4802812039,14.7538677881,17.4802812039,17.3888361497
FYB,13.5345386017,12.9348627209,13.5345386017,13.3737481319,14.3527331449,14.02121123,14.3527331449,13.5263239667
FYCO1,109.001736524,113.284010674,109.001736524,121.823217263,134.794417462,134.677036633,134.794417462,154.45639924
FYN,77.9193310766,59.0855600162,77.9193310766,73.4333233606,65.255818556,59.2266423135,65.255818556,84.8383200073
FYTTD1,893.270914853,1024.93907722,893.270914853,1005.44803646,1037.86396788,1209.22866634,1037.86396788,1089.00238122
FZD1,26.8444793506,29.1413652933,26.8444793506,33.7324905652,30.7171768623,27.7126543441,30.7171768623,26.6463106912
FZD10,54.6064841081,52.0232964578,54.6064841081,55.2726422376,100.821482395,39.6407123327,100.821482395,57.9896737342
FZD2,54.5861181444,29.5949687272,54.5861181444,34.255688416,32.703395715,13.7803346139,32.703395715,15.5016889047
FZD3,68.3105884179,61.2483376551,68.3105884179,68.0073202928,63.8514291912,57.5078815474,63.8514291912,39.5696596135
FZD4,18.6672951624,18.7551529781,18.6672951624,18.9619572248,21.8977489916,19.3754764039,21.8977489916,19.667178355
FZD5,51.9113522123,65.4504696964,51.9113522123,70.122687503,59.7565760516,59.4643693315,59.7565760516,56.2922640072
FZD6,1096.07558981,1390.86500605,1096.07558981,1621.41367718,1318.84844271,1406.77299424,1318.84844271,1178.7281193
FZD7,64.237981639,47.7630607679,64.237981639,95.2968701422,54.4874125608,47.7810749824,54.4874125608,80.5162759509
FZD8,23.7839221923,22.1359038788,23.7839221923,31.4331641662,19.0276652954,18.2854813813,19.0276652954,30.314200432
FZD9,17.8071191419,21.3959529201,17.8071191419,20.1253314935,16.2761158087,17.6116650916,16.2761158087,18.9230270956
FZR1,25.9793592284,28.0261872174,25.9793592284,22.8325688267,28.0233743849,29.1487256377,28.0233743849,29.4547005736
G0S2,54.4517534887,47.9035421861,54.4517534887,297.773085116,24.5931552554,31.6774574472,24.5931552554,480.044178606
G2E3,134.34694463,103.006631458,134.34694463,97.1933351685,109.062190244,92.4709048129,109.062190244,126.351046809
G30,14.1751183273,11.9509861085,14.1751183273,11.8029766997,11.9533482094,12.4339135241,11.9533482094,11.9909068997
G3BP1,161.252416053,136.764984591,161.252416053,169.342259729,147.814386815,132.655763481,147.814386815,139.095660518
G3BP2,708.50156642,667.36940766,708.50156642,673.24752629,647.596351657,537.953856369,647.596351657,537.953856369
G6PC,22.0226158121,18.9319319569,22.0226158121,22.2927846089,19.6982981795,21.8921872732,19.6982981795,18.3819439854
G6PC2,23.7763462878,23.1409609273,23.7763462878,25.2666659758,22.5559239339,23.1509458343,22.5559239339,25.4108164855
G6PC3,124.674424564,127.720710728,124.674424564,122.1535522,124.638227846,118.821182708,124.638227846,97.7912133686
G6PD,123.009817408,309.857072928,123.009817408,411.615967246,116.820864096,488.442650579,116.820864096,474.124982284
GAA,47.7630607679,80.2101258844,47.7630607679,65.9022991188,51.367114839,63.0240190223,51.367114839,99.3562934271
GAB1,36.0926652405,40.0494010424,36.0926652405,45.2331630652,45.2694706987,48.2669508646,45.2694706987,72.2463231631
GAB2,53.1529078021,51.1915118473,53.1529078021,62.682383876,56.8955761367,74.0051338955,56.8955761367,78.9036438087
GAB3,13.5662101096,13.8795726875,13.5662101096,13.6381712307,14.0824077433,13.5480106368,14.0824077433,14.6952168816
GAB4,22.8608022458,19.93090189,22.8608022458,20.5699687637,22.575360076,21.9349895572,22.575360076,21.9205065911
GABARAP,2138.28168509,2223.02382642,2138.28168509,2498.23721581,2653.09809497,2324.66544115,2653.09809497,2363.09860067
GABARAPL1,56.3977469068,74.31482206,56.3977469068,118.407540113,74.7985288475,62.3762435192,74.7985288475,69.1841409442
GABARAPL1 ,261.223884306,328.743888069,261.223884306,578.929944789,412.700617749,272.687150653,412.700617749,270.518422482
GABARAPL2,1680.39279147,1767.51503504,1680.39279147,2138.28168509,1962.59646452,1953.61338495,1962.59646452,2407.42238584
GABARAPL3,13.7771241311,14.552273739,13.7771241311,15.3297450036,13.2187543195,13.1982716285,13.2187543195,12.1353225511
GABBR1,81.9643689514,71.7653451455,81.9643689514,86.6253877931,97.3560305887,93.6655358375,97.3560305887,129.274201862
GABBR1 ,20.6612073147,20.0761638152,20.6612073147,18.3693429347,18.5359351274,20.2458221805,18.5359351274,21.4264232349
GABBR2,16.0511868616,16.3609606182,16.0511868616,16.3398168935,17.762747641,16.7994031782,17.762747641,17.4024868275
GABPA,95.4063209301,105.469748369,95.4063209301,130.995382038,108.274393607,118.517469407,108.274393607,132.891939763
GABPB1,161.867744895,156.45236753,161.867744895,176.704182453,126.014039159,164.740774022,126.014039159,171.41035366
GABRA1,15.5068140203,15.970309349,15.5068140203,16.8045501349,17.393176338,16.7098225321,17.393176338,15.8147046849
GABRA2,10.8264845255,11.3025209094,10.8264845255,12.2269281859,11.7807245779,12.0514715333,11.7807245779,11.7404429837
GABRA3,12.2627775299,11.4215544376,12.2627775299,12.1973457833,11.6608142231,12.0629450391,11.6608142231,12.1001574451
GABRA4,25.5184373606,22.458181924,25.5184373606,20.8638464003,25.527986677,24.3269219159,25.527986677,23.2976258764
GABRA5,11.4954870149,11.4291923488,11.4954870149,11.2133089537,11.2717783582,11.4001521697,11.2717783582,11.1054511688
