SYMBOL,Norm.y.2,Tumour_24h_2millimol_Metformin_hydrochloride,Norm.y.3,Tumour_24h_4millimol_Metformin_hydrochloride,Norm.x.3,Tumour_48h_2millimol_Metformin_hydrochloride,Norm.x.4,Tumour_48h_4millimol_Metformin_hydrochloride
CACNB1,16.7287928904,17.9018905371,16.7287928904,20.0306532286,18.3742276812,18.7443072242,18.3742276812,18.7829908688
CACNB2,14.02121123,14.5607551694,14.02121123,15.020273688,13.9295547764,13.5287809558,13.9295547764,14.3270184569
CACNB3,60.9406878083,62.0490712445,60.9406878083,60.7664580252,63.8265544592,88.3344877582,63.8265544592,76.9845764786
CACNB4,16.7724037118,13.7670594278,16.7724037118,15.0833448378,17.2495604832,15.1666776345,17.2495604832,15.3129287698
CACNG1,34.3412058922,33.0351691164,34.3412058922,31.1943105446,35.6871302985,35.4251195753,35.6871302985,31.9374241978
CACNG2,15.3462181687,13.0300800188,15.3462181687,13.8843262829,12.1602485754,11.9605353537,12.1602485754,12.774423739
CACNG3,21.6030510042,25.4504735814,21.6030510042,22.2850792692,19.0211002213,19.7125990126,19.0211002213,18.9993137209
CACNG4,31.4297933995,33.8781668258,31.4297933995,34.2070310582,33.1136682778,33.6104585101,33.1136682778,31.6823240888
CACNG5,21.9124747982,23.1716205894,21.9124747982,22.9459429788,23.6625719106,20.9682677564,23.6625719106,23.0883655235
CACNG6,53.4400104049,51.7411964831,53.4400104049,51.7411964831,61.9985522235,60.3284646183,61.9985522235,54.1499504518
CACNG7,16.9435311775,18.7522669321,16.9435311775,16.7301475538,19.3032555041,19.1927073583,19.3032555041,19.6188083779
CACNG8,14.9098728898,17.1743716303,14.9098728898,14.9011022001,17.2017496789,15.3309877608,17.2017496789,15.0826567381
CACYBP,246.766405929,211.797140421,246.766405929,215.138164126,184.419148817,147.543073512,184.419148817,143.040010244
CAD,64.9245655687,53.2203240503,64.9245655687,52.9556663474,56.3213252609,49.6818979648,56.3213252609,54.506037081
CADM1,25.3363708024,24.3541347782,25.3363708024,24.1323634359,25.0396883665,29.8418519081,25.0396883665,27.8290272634
CADM2,15.0805350563,14.4345179712,15.0805350563,13.4660108644,13.2896760345,14.0484952551,13.2896760345,14.0741776898
CADM3,24.9117243529,25.3480937269,24.9117243529,22.552331092,26.0193894471,24.8919434522,26.0193894471,25.1809615137
CADM3 ,19.5375433509,19.2314058974,19.5375433509,18.3206170966,19.1672334955,18.9299257125,19.1672334955,23.4911996597
CADM4,22.6849732614,24.0191949132,22.6849732614,22.9703502721,22.2515705091,24.3913097006,22.2515705091,25.7083251882
CADPS,16.0765604469,15.6187671765,16.0765604469,15.2241357557,15.3749988204,15.6747128978,15.3749988204,15.0209716224
CADPS2,22.4370618172,24.1615059368,22.4370618172,20.1261731365,23.0165175018,28.1461658466,23.0165175018,24.9025014636
CAGE1,10.8494204606,10.8198905451,10.8494204606,10.5775111362,11.1137024733,9.94340886517,11.1137024733,12.4093142228
CALB1,14.6916013987,15.5830962129,14.6916013987,13.7613588103,14.430792105,16.720851209,14.430792105,14.9933900957
CALB2,15.1607568123,14.1914063448,15.1607568123,18.4073140075,13.7373940745,13.3830489758,13.7373940745,12.4875708338
CALCA,17.5052863188,16.5604086795,17.5052863188,17.1620100212,16.5689124223,17.5298616918,16.5689124223,16.8565922331
CALCB,15.8390163439,15.1839247782,15.8390163439,17.1199894966,17.4249905103,18.9211104336,17.4249905103,16.6608218051
CALCOCO1,62.1421883102,71.1895692297,62.1421883102,76.5314626368,88.0853954953,74.3427852908,88.0853954953,67.8375433978
CALCOCO2,67.942554079,83.951333801,67.942554079,73.7307896017,78.7715883803,95.5213507587,78.7715883803,90.3868883217
CALCR,17.1338611407,16.5082862585,17.1338611407,17.900021969,18.2455709348,18.3649252371,18.2455709348,18.2194569513
CALCRL,18.7401429532,17.8187235065,18.7401429532,16.1512981386,18.1138433831,17.4257158882,18.1138433831,16.4174778383
CALD1,237.234911945,281.012885731,237.234911945,281.012885731,242.815520026,242.157838302,242.815520026,210.343841883
CALHM1,34.7678685893,28.7820608266,34.7678685893,32.9208909597,36.8668418775,32.4904508953,36.8668418775,30.6636488114
CALHM2,25.4463049963,24.8404064588,25.4463049963,24.249964254,27.2810676314,23.4298292104,27.2810676314,23.9742441133
CALHM3,17.7241446422,16.7675215427,17.7241446422,16.7083201493,17.7391264753,18.7668040063,17.7391264753,16.3971338317
CALM1,424.12269003,375.439035135,424.12269003,366.264645256,361.674363104,287.043726063,361.674363104,281.627913503
CALM2,283.368784178,279.627640344,283.368784178,284.939904282,296.851881213,293.411681717,296.851881213,277.150541848
CALM3,258.967897182,256.257866962,258.967897182,256.188842538,233.639528523,169.342259729,233.639528523,170.724310346
CALML3,29.0684691019,24.8944304015,29.0684691019,27.6819463632,40.6270339018,23.9114962366,40.6270339018,21.7040992801
CALML4,23.4366148928,26.5433276545,23.4366148928,25.6989766896,25.488302841,40.3082186597,25.488302841,42.9447271438
CALML5,30.2322408439,20.0626394496,30.2322408439,19.2730381345,28.7066519587,21.6290570272,28.7066519587,20.1377725967
CALML6,13.2419152867,11.7647247938,13.2419152867,16.890024157,11.6191471538,12.3866003163,11.6191471538,12.5191921184
CALN1,14.4831110342,15.3018004314,14.4831110342,14.1292722708,14.1926952504,14.2207468789,14.1926952504,15.1806838441
CALR,325.739363818,375.710221276,325.739363818,323.680340565,216.347115045,227.646448336,216.347115045,239.124264243
CALR3,15.9851151907,14.5905696106,15.9851151907,14.9997654695,17.1712891303,14.4944406335,17.1712891303,15.8827381341
CALU,600.603128518,581.884568071,600.603128518,580.322841171,466.269986964,646.390653277,466.269986964,659.015159809
CALY,18.4632165623,15.4185677236,18.4632165623,18.2124032816,20.7328730618,20.2091818638,20.7328730618,23.0150007082
CAMK1,15.5875134404,20.8444159294,15.5875134404,21.988336439,17.5882958953,19.2243414081,17.5882958953,19.8465609468
CAMK1D,13.1058962907,18.0918032352,13.1058962907,19.6739664256,15.9677302343,13.9625081073,15.9677302343,15.0598917283
CAMK1D ,19.7568390708,23.311515497,19.7568390708,25.4839290446,21.669699789,19.7703088851,21.669699789,17.9399589979
CAMK1G,13.8689288622,14.3453700207,13.8689288622,16.7424784129,13.6631029059,13.941096469,13.6631029059,14.8380722778
CAMK2A,21.6591426519,19.7832013294,21.6591426519,19.7237306479,19.6473238494,21.2440962591,19.6473238494,22.372228448
CAMK2B,18.1975194242,19.1332102928,18.1975194242,19.4429836418,18.3319753442,18.2261473205,18.3319753442,18.7846676683
CAMK2D,90.4749247395,84.9395185758,90.4749247395,87.6485579705,107.606454807,127.459679416,107.606454807,131.015257828
CAMK2G,54.3612087011,56.558730246,54.3612087011,61.0168498996,57.6356918677,65.3442065777,57.6356918677,62.5631175785
CAMK2N1,560.065829245,534.044605176,560.065829245,526.507997685,418.030666263,464.863202787,418.030666263,436.083895816
CAMK2N2,28.4202707306,32.4687159712,28.4202707306,27.7420660345,27.788804718,31.8522543267,27.788804718,31.4480092428
CAMK4,17.4784154309,16.7098225321,17.4784154309,16.5226452279,16.5226452279,17.4518858279,16.5226452279,17.3344297095
CAMKK1,32.690280999,31.3760475492,32.690280999,31.0312700337,33.6104585101,34.3826471522,33.6104585101,37.6697637421
CAMKK2,70.1794536134,71.94412279,70.1794536134,79.0039835051,69.8560342414,85.8817556258,69.8560342414,84.2059525179
CAMKV,25.5774482358,33.8410114133,25.5774482358,29.0637137374,32.0682038034,31.7452759431,32.0682038034,29.0590596876
CAMLG,493.975605705,647.782441346,493.975605705,651.328675753,771.54169528,937.399870269,771.54169528,907.826629383
CAMP,42.0995701129,30.6860612508,42.0995701129,37.1488226181,38.6199896441,33.1265267336,38.6199896441,38.4708061929
CAMSAP1,35.1192766176,36.9908406876,35.1192766176,37.4497124844,37.2316936206,44.6102443183,37.2316936206,44.7374782478
CAMSAP1L1,839.876021713,902.154368991,839.876021713,908.594764773,830.581210974,1032.54924135,830.581210974,1054.72308376
CAMTA1,169.955093714,200.376052459,169.955093714,179.20836203,163.538336934,197.664516751,163.538336934,218.419039445
CAMTA2,48.3682978283,42.0317359179,48.3682978283,46.9138354008,49.880791036,72.0728487789,49.880791036,67.3379512975
CAND1,257.72235162,250.791270133,257.72235162,243.609703984,232.620156789,261.636562522,232.620156789,269.379359657
CAND2,16.4310453113,18.5350848504,16.4310453113,17.6774626373,18.5121043706,15.0915889179,18.5121043706,17.1770286561
CANT1,331.423441974,299.65286382,331.423441974,309.143821302,254.362536738,215.241248244,254.362536738,212.206260741
CANX,1124.55806773,1150.07661725,1124.55806773,1165.35215272,954.409256634,1223.6845942,954.409256634,1229.11985977
CAP1,3460.2546231,3208.28113398,3460.2546231,3179.99076095,2821.60985327,2656.82167586,2821.60985327,2679.67963319
CAP2,90.201181264,91.6297976605,90.201181264,86.4911512611,75.8014129364,85.7642323474,75.8014129364,84.5628987486
CAPG,632.357716174,742.033351676,632.357716174,749.314378108,859.245113662,978.377043615,859.245113662,977.692126857
CAPN1,102.214750164,93.1713190957,102.214750164,82.9481926754,77.8543949528,102.707181018,77.8543949528,101.933336157
CAPN10,22.6485826616,18.6767738103,22.6485826616,19.4640405042,18.5078902585,21.0632915264,18.5078902585,19.5953523111
CAPN11,13.0146193092,12.798965082,13.0146193092,13.1427627003,13.6676363839,10.8007240233,13.6676363839,12.9067154987
CAPN12,17.2876597134,17.792758855,17.2876597134,15.1470826868,24.7259732013,25.2335227991,24.7259732013,21.6442134297
CAPN13,18.0381336346,18.953383658,18.0381336346,19.4816495388,19.4571394503,20.1290198285,19.4571394503,19.6682272423
CAPN14,14.7609014669,13.3025802522,14.7609014669,12.109423384,12.5568684687,19.1812828656,12.5568684687,16.3971338317
CAPN2,498.768054472,511.356259885,498.768054472,486.801692106,515.366297653,483.964634146,515.366297653,485.517763803
CAPN3,38.4708061929,51.1849606377,38.4708061929,48.1766621745,62.4454271664,102.64712031,62.4454271664,82.0119638356
CAPN5,21.1394123409,21.3622341173,21.1394123409,21.2958269333,21.3044901109,23.6325881135,21.3044901109,23.1021775801
CAPN6,12.9359500544,11.8589200781,12.9359500544,12.73594829,13.0454526122,11.9445925896,13.0454526122,11.668741932
CAPN7,247.035435351,251.118488517,247.035435351,255.596392376,238.049892906,311.945418346,238.049892906,322.460583798
CAPN8,18.4367460238,16.4830918412,18.4367460238,17.5933271932,21.9638469522,23.8884493162,21.9638469522,19.2928016256
CAPN9,17.3486157643,18.8764915312,17.3486157643,19.4851203419,16.1828689972,17.532565529,16.1828689972,18.9918288525
CAPNS1,1356.67252358,1435.27343892,1356.67252358,1356.67252358,1509.28108348,1405.16575806,1509.28108348,1362.91946842
CAPNS2,569.872264628,829.771198217,569.872264628,922.66173764,1015.44072775,819.982042231,1015.44072775,818.510883511
CAPRIN1,223.41532107,238.768893489,223.41532107,222.306418121,226.357023526,232.837206876,226.357023526,239.366428351
CAPRIN2,126.520740604,157.910771343,126.520740604,148.829499743,127.114798865,145.355854897,127.114798865,128.962598523
CAPS,21.8181526969,20.0214006457,21.8181526969,20.7812613859,20.4117554487,22.6672822176,20.4117554487,23.0714996964
CAPS2,11.5334495065,14.6123676679,11.5334495065,11.789329241,12.7304209372,12.994184362,12.7304209372,12.7863502673
CAPSL,13.3895082144,14.3624085912,13.3895082144,15.4636355674,13.3282092397,11.8089200115,13.3282092397,13.2327668522
CAPZA1,209.94397362,250.98712282,209.94397362,216.809364527,260.559295082,257.621218711,260.559295082,259.137001919
CAPZA2,276.456174805,290.891561997,276.456174805,276.836116818,265.468811403,264.852699226,265.468811403,264.129900862
CAPZA3,13.3193272838,12.4010872864,13.3193272838,12.2238371773,10.8640003807,10.3653480619,10.8640003807,11.7347384476
CAPZB,413.744119265,414.825899237,413.744119265,423.299080664,437.882900342,411.96331928,437.882900342,410.810082661
CARD10,72.3887841148,65.023602888,72.3887841148,69.3435666811,64.3684706801,69.9123773302,64.3684706801,64.8634037564
CARD11,26.3158788958,24.6059511722,26.3158788958,19.9416616435,24.1825584918,23.9470063669,24.1825584918,22.1747220059
CARD14,14.7659790256,14.6140735056,14.7659790256,15.101842123,14.9839838191,16.3319738533,14.9839838191,15.8164303872
CARD16,43.0351920583,46.0607818652,43.0351920583,50.455926764,54.1619255074,47.964944532,54.1619255074,50.0401538846
CARD16 ,597.08658388,507.760670552,597.08658388,588.592187173,650.693387603,519.12840705,650.693387603,538.238313786
CARD18,82.7261226637,107.632822576,82.7261226637,134.516029371,143.96707124,78.8217860916,143.96707124,87.5488189893
CARD6,126.916488385,118.517469407,126.916488385,122.030939046,123.35177639,49.3384395858,123.35177639,56.7176218005
CARD8,26.737178689,25.7223018859,26.737178689,29.3173186447,25.8085790252,28.5564453634,25.8085790252,27.5653243396
CARD9,21.5055125615,18.4717390096,21.5055125615,15.4374447477,18.2908072408,19.6530099772,18.2908072408,18.0125662566
CARHSP1,85.0514660319,89.5354635552,85.0514660319,89.2235912705,71.1579343877,73.8430701728,71.1579343877,66.9938816707
CARKD,287.126740736,293.581130476,287.126740736,241.533917586,316.143812444,281.557668587,316.143812444,232.620156789
CARM1,178.837701042,190.284294163,178.837701042,155.786943168,205.815458796,174.500983907,205.815458796,160.73759184
CARNS1,22.7699524458,24.330764913,22.7699524458,23.0498826505,23.3189131672,22.8628019712,23.3189131672,27.2646903829
CARS,142.818932956,163.419430182,142.818932956,154.45639924,140.921641307,174.337264408,140.921641307,158.679212599
CARS2,47.5338293102,45.8356320037,47.5338293102,43.8094474439,45.0630546167,52.8970677675,45.0630546167,54.3754614208
CARTPT,27.4930396514,32.5423612374,27.4930396514,29.2382106545,27.6280500513,33.4033492543,27.6280500513,29.7608367705
CASC1,11.6191471538,11.227811695,11.6191471538,12.0770478619,12.0272600543,12.3776101819,12.0272600543,12.2482542407
CASC2,14.4216465967,14.0885905858,14.4216465967,14.7926081355,14.2761609589,13.4496823479,14.2761609589,13.7841864588
CASC3,243.864725971,257.621218711,243.864725971,233.936238451,251.390199521,273.432589034,251.390199521,307.360970178
CASC4,71.1579343877,68.0073202928,71.1579343877,74.0625519667,67.0506088828,82.1335192144,67.0506088828,78.7516746018
CASC5,26.3911074744,25.8222825865,26.3911074744,21.0385204709,20.4968850248,16.3492684239,20.4968850248,15.4374447477
CASD1,21.4537578693,22.1659189419,21.4537578693,23.772830027,22.4231195514,18.4076467186,22.4231195514,19.2183995066
CASK,84.4596749272,82.4204408058,84.4596749272,90.7148166944,101.841601351,118.195484397,101.841601351,116.739712155
CASKIN1,23.7321313936,20.638108238,23.7321313936,22.3875773892,20.5053737229,22.6006645737,20.5053737229,19.8955811936
CASKIN2,25.40908024,24.9922152792,25.40908024,26.7459922661,26.760830614,26.4055628928,26.760830614,29.3667316482
CASP1,461.414503376,447.588370485,461.414503376,461.414503376,573.997098255,449.51220402,573.997098255,482.36820054
CASP10,33.0059122654,27.346981786,33.0059122654,28.5128659521,28.0979514379,28.2133767057,28.0979514379,27.356376158
CASP12,14.9028758259,11.9870036817,14.9028758259,12.1826356187,13.3423663924,11.5776319161,13.3423663924,13.7598669906
CASP14,22.8057698171,54.9523121806,22.8057698171,72.6592768905,96.1491529859,53.0473858822,96.1491529859,73.4153406801
CASP2,79.7958800878,82.0885585808,79.7958800878,77.0313454097,80.0701843925,78.8847467467,80.0701843925,82.7705065117
CASP3,74.8619549097,73.5673991307,74.8619549097,75.5478644259,64.0293142061,65.255818556,64.0293142061,71.4933137507
CASP4,71.9975830606,86.3309108812,71.9975830606,87.9028600645,82.9713999151,113.414900717,82.9713999151,96.5472932933
CASP5,20.3305027393,19.49779676,20.3305027393,21.8085426593,21.9986992795,23.1204296595,21.9986992795,22.0994972915
CASP6,124.870443343,110.57264855,124.870443343,107.026473257,118.161109497,109.910016613,118.161109497,82.4525874495
CASP7,422.136156944,360.185864054,422.136156944,353.602052372,327.641023417,148.829499743,327.641023417,139.44727221
CASP8,87.0363449908,69.5834614534,87.0363449908,74.3940388016,62.5004490572,58.7653476235,62.5004490572,60.0200322322
CASP8AP2,45.5586441981,43.3442591481,45.5586441981,45.7940162243,43.4598456734,60.0319885517,43.4598456734,55.5507427446
CASP9,32.576441768,38.5292763628,32.576441768,35.7486236589,38.9548010598,41.0281631552,38.9548010598,45.2694706987
CASQ1,19.6745804472,15.9877420043,19.6745804472,13.2684979749,17.2144692646,18.2655045585,17.2144692646,17.4390808045
CASQ2,18.8939174216,19.3995921794,18.8939174216,22.6739093217,21.7945315236,23.8402434697,21.7945315236,22.1519336892
CASR,15.1531137411,14.5266236985,15.1531137411,15.7720559902,14.2415291926,14.8963764831,14.2415291926,14.5421985386
CASS4,13.3311238656,13.0121042879,13.3311238656,13.5145669775,12.3576973,12.0994637493,12.3576973,13.3666504286
CAST,628.408162302,686.632366759,628.408162302,650.693387603,566.106049127,559.408735167,566.106049127,564.952874221
CASZ1,36.4021093812,40.8410066098,36.4021093812,41.2073069712,43.1306400896,53.2969538678,43.1306400896,53.9002183144
CAT,166.535752915,166.535752915,166.535752915,154.425136643,187.322869343,111.313236103,187.322869343,103.770640656
CATR1,15.2439805386,16.5529636833,15.2439805386,14.9360322797,15.4665434168,17.6379875034,15.4665434168,16.8106665429
CATSPER1,34.0383960473,26.3883982694,34.0383960473,34.4129827549,34.7550570937,32.794203592,34.7550570937,30.8011981257
CATSPER2,36.4363976306,36.1359404836,36.4363976306,35.2783740044,42.2966861878,41.8327022517,42.2966861878,38.9493244604
CATSPER3,17.7372303597,18.6881584467,17.7372303597,15.6872453228,14.6932010866,17.5570224283,14.6932010866,15.2088933664
CATSPERB,12.1949517388,14.4230047949,12.1949517388,11.8380004702,13.3067725152,14.9638070659,13.3067725152,13.3524480546
CATSPERG,17.6442910515,16.8905620635,17.6442910515,16.8099999873,17.892107061,18.3239118101,17.892107061,18.3493001701
CAV1,5531.95240721,5137.45658038,5531.95240721,5095.16575899,5032.25359528,4558.28159905,5032.25359528,4558.28159905
CAV2,887.494882838,850.927719066,887.494882838,912.903068576,826.326139585,816.539498184,826.326139585,755.731780135
CAV3,36.2125033021,32.9695988362,36.2125033021,31.0365246882,31.17406368,33.4684577455,31.17406368,37.8701447033
CBARA1,111.604267305,136.764984591,111.604267305,135.222423879,141.736297547,148.242169608,141.736297547,181.117119698
CBFA2T2,35.3488565227,43.0981764538,35.3488565227,44.4507771555,53.2006457168,70.7290901782,53.2006457168,66.3097474261
CBFA2T3,10.8957447738,12.0080077135,10.8957447738,13.583308539,12.4619448718,12.3595530064,12.4619448718,12.4207547051
CBFB,416.71506863,450.030348654,416.71506863,431.994858872,423.299080664,487.069523893,423.299080664,548.53542848
CBL,112.931420017,115.275470733,112.931420017,103.128195632,108.729685858,109.530076371,108.729685858,108.274393607
CBLB,45.553198577,69.6881761278,45.553198577,71.4115442176,101.902318595,98.6428512695,101.902318595,95.0219084947
CBLC,37.5433606602,32.9307210799,37.5433606602,32.7591199344,32.3295877469,40.1383028123,32.3295877469,42.3553232323
CBLL1,169.526697357,146.064165694,169.526697357,148.804427043,126.473209994,139.283318742,126.473209994,157.660121301
CBLN1,15.5726389686,14.130140753,15.5726389686,15.1728978796,13.2187543195,13.4152333541,13.2187543195,14.2654230848
CBLN2,15.2788896542,18.1106728246,15.2788896542,16.2267058796,16.7298422075,14.8799394307,16.7298422075,14.0165746684
CBLN3,21.147375824,21.9208735069,21.147375824,20.0819291656,19.5574818105,17.4349794033,19.5574818105,17.1702601041
CBLN4,13.1857083801,13.0635092403,13.1857083801,13.1124789572,12.9820979502,14.4632931064,12.9820979502,12.8628563633
CBR1,947.074970587,934.765669042,947.074970587,1070.56656166,1467.15623397,1314.84324511,1467.15623397,1290.50558384
CBR3,32.6845006076,34.9481795143,32.6845006076,39.8974718739,45.8320549896,30.2996604927,45.8320549896,30.8399982536
CBR4,155.414837985,193.563108517,155.414837985,172.327541375,196.565517588,200.516414187,196.565517588,172.327541375
CBS,70.3324211644,83.0262806047,70.3324211644,82.835846594,56.0610088189,69.5675261633,56.0610088189,65.9321626644
CBWD1 ,1004.32394756,996.408192422,1004.32394756,1017.73101784,977.692126857,1077.21864335,977.692126857,1146.99248268
CBWD2,595.502638444,535.335984926,595.502638444,513.103846822,493.389728718,697.552929973,493.389728718,758.735070546
CBX1,1054.72308376,1009.77759388,1054.72308376,996.408192422,988.898143912,1020.51944668,988.898143912,1029.12922655
CBX2,22.7024700283,20.3055293588,22.7024700283,26.9704019596,19.6255463865,20.0663857905,19.6255463865,20.5769144983
CBX3,677.121057543,704.871611224,677.121057543,634.469421845,591.882030012,720.993003466,591.882030012,737.347111664
CBX4,101.453882803,112.227731641,101.453882803,131.877259931,127.575897611,183.964811745,127.575897611,223.786180008
CBX5,80.898944351,74.0051338955,80.898944351,72.3887841148,78.486746395,61.2483376551,78.486746395,58.7327713855
CBX6,190.658031749,174.500983907,190.658031749,159.564323193,171.528397241,93.8954831002,171.528397241,88.7671296673
CBX7,38.7146134333,49.3803783682,38.7146134333,50.3528385227,46.6364933352,65.9321626644,46.6364933352,55.0874256568
CBX8,23.0477742361,20.0550461179,23.0477742361,22.3740786254,18.1081106789,16.5075283448,18.1081106789,17.3881452872
CBY1,94.8543810666,105.288470602,94.8543810666,100.53980447,97.4324468,92.3524094576,97.4324468,89.7875035938
CBY3,12.2517587824,12.084858163,12.2517587824,12.1267733592,12.0399262347,14.3286436887,12.0399262347,13.3135706677
CC2D1A,31.7361076637,29.8080130867,31.7361076637,28.4047805301,24.4294833702,27.3842585112,24.4294833702,27.307643608
CC2D1B,29.383193634,29.4615685495,29.383193634,28.8165967807,38.7452639648,25.2103357543,38.7452639648,31.5361041327
CC2D2A,20.9994274852,21.0107549087,20.9994274852,21.1495412864,21.2692715779,18.1089167877,21.2692715779,17.4842952497
CC2D2B,14.3306864944,13.8377733197,14.3306864944,17.0492270005,14.9683743842,13.692554647,14.9683743842,12.6065240686
CCAR1,293.848665848,297.236757851,293.848665848,275.430631082,307.360970178,359.175029347,307.360970178,359.033947781
CCBE1,52.1704553025,51.4965961371,52.1704553025,52.0232964578,35.0657155546,31.8328456215,35.0657155546,36.1030526847
CCBL1,31.3952374523,31.0884094335,31.3952374523,33.5657983952,34.3395511797,33.4702602914,34.3395511797,36.3959034825
CCBL2,602.242250993,530.492599337,602.242250993,539.159892432,634.469421845,501.797312976,634.469421845,452.713202732
CCBP2,22.4136802432,20.721724261,22.4136802432,21.5089896905,21.4567852796,19.5370222376,21.4567852796,20.5491067893
CCDC101,38.9493244604,41.2425405329,38.9493244604,38.145909497,42.0956145257,50.0622663263,42.0956145257,53.9188575284
CCDC102A,27.311332016,24.5463799398,27.311332016,23.0714996964,23.9624062531,23.8592417537,23.9624062531,20.1728692052
CCDC102B,9.61663191,9.08936709107,9.61663191,8.56826123338,9.98742459737,9.47185254713,9.98742459737,8.56826123338
CCDC103,42.4601684138,37.0285667494,42.4601684138,39.3033495366,36.3153053437,40.419922625,36.3153053437,37.176925247
CCDC104,316.335969803,332.936569098,316.335969803,338.801064029,311.103718632,316.076420594,311.103718632,321.241537238
CCDC105,23.5129883158,17.3738200437,23.5129883158,19.7756460234,25.0505258316,20.1171531885,25.0505258316,17.9014202647
CCDC106,20.900675681,22.7619351467,20.900675681,19.1437840803,19.7811206145,23.1917781788,19.7811206145,25.4108164855
CCDC107,82.3468869142,76.7527147845,82.3468869142,85.4811866447,58.1885828825,74.3796962568,58.1885828825,87.2671495546
CCDC108,17.6049392705,16.9863436065,17.6049392705,16.6227846765,17.965714444,20.4628638228,17.965714444,19.7568390708
CCDC109A,196.638211982,233.29457058,196.638211982,237.785973874,249.98700087,281.46311323,249.98700087,262.021730747
CCDC109B,125.403591151,118.215453558,125.403591151,103.890611129,61.0021508507,43.4598456734,61.0021508507,53.3037545143
CCDC11,11.9662530343,12.3116995991,11.9662530343,16.5461713041,13.4317477667,17.872188069,13.4317477667,20.8444159294
CCDC110,15.2330914736,13.1122160824,15.2330914736,13.3579981029,13.0893147875,12.3776101819,13.0893147875,14.503077071
CCDC111,92.7827312544,122.441432029,92.7827312544,113.115508485,105.597072653,144.524049883,105.597072653,136.26294534
CCDC112,64.9396021663,53.1591964269,64.9396021663,55.8809678978,43.7167432841,54.4095840279,43.7167432841,62.9216065459
CCDC113,151.129098449,172.124335191,151.129098449,187.796129346,203.702945316,243.693178273,203.702945316,282.128950827
CCDC114,23.2853098709,23.6917671741,23.2853098709,20.8511884477,21.4987192273,26.3216942734,21.4987192273,28.9372682877
CCDC115,319.361148516,292.672520451,319.361148516,294.75857715,405.537689863,403.760370126,405.537689863,409.99456349
CCDC116,18.0438128224,15.8214761985,18.0438128224,17.9162422385,15.3620154978,17.6844593456,15.3620154978,21.4264232349
CCDC117,117.647668695,105.597072653,117.647668695,114.592207303,129.366431167,121.842231225,129.366431167,130.995382038
CCDC12,337.31258266,304.26430802,337.31258266,308.573468426,289.809793576,313.472532064,289.809793576,290.141300357
CCDC120,16.3044183558,17.039305364,16.3044183558,18.2940962726,17.3169920227,19.303598301,17.3169920227,16.6036379498
CCDC121,12.7450699422,12.9651587356,12.7450699422,15.8354796296,13.6372198799,12.6119074513,13.6372198799,11.8635958821
CCDC122,16.7424784129,19.8154043327,16.7424784129,14.0322888801,18.3028660834,20.5167799972,18.3028660834,19.8090671144
CCDC123,39.5304003278,37.0393351493,39.5304003278,36.5332651231,36.2543382131,36.2356809428,36.2543382131,33.5506848783
CCDC124,47.1876002966,46.8496665659,47.1876002966,60.8780555372,55.0874256568,36.7958860487,55.0874256568,44.8568448664
CCDC125,25.6399533255,22.4811222661,25.6399533255,23.3923829355,27.7538273995,21.8998262901,27.7538273995,22.6071255282
CCDC126,41.5572494983,56.9813729499,41.5572494983,58.8937285874,76.334493032,89.572612399,76.334493032,80.2340427195
CCDC127,59.8340956212,56.9268079845,59.8340956212,69.5675261633,59.8340956212,64.0006043081,59.8340956212,65.6595042518
CCDC129,14.1479021474,13.9870279783,14.1479021474,14.187652807,13.7009870403,12.8637418778,13.7009870403,13.7176749176
CCDC13,30.6101913861,28.4255284475,30.6101913861,24.8503081298,26.3310400515,26.86185126,26.3310400515,24.8073140337
CCDC130,70.4748460603,61.523562007,70.4748460603,54.4095840279,66.3207047842,84.1779293837,66.3207047842,86.9696993471
CCDC132,49.0090022838,41.8327022517,49.0090022838,43.1240008942,45.6352261953,38.8474768959,45.6352261953,34.360703196
CCDC134,37.6169732759,24.9311199357,37.6169732759,21.5622886533,24.0971097071,17.4645015802,24.0971097071,27.1003797715
CCDC135,26.2852592678,25.765355728,26.2852592678,24.3890535126,24.0014799532,26.2833070294,24.0014799532,22.9931074041
CCDC136,13.5078738776,16.7981290411,13.5078738776,17.3266829593,15.1103562893,14.5126051052,15.1103562893,14.8107113908
CCDC137,141.683330664,144.801931018,141.683330664,167.120358953,90.0229852629,167.212721168,90.0229852629,159.968286509
CCDC138,21.719100065,21.1957694171,21.719100065,24.7166553259,22.2728487159,17.3898213414,22.2728487159,16.6566356389
CCDC14,35.4493106458,34.3395511797,35.4493106458,33.5755719142,36.6477372832,39.5979538553,36.6477372832,40.4484260833
CCDC140,12.5321634572,12.390709826,12.5321634572,12.7247021045,11.3245936486,11.7859117764,11.3245936486,12.2117378703
CCDC141,11.9719918442,12.1052127522,11.9719918442,10.7217839303,12.3999381501,11.4747050537,12.3999381501,11.5970223636
CCDC141 ,12.9233266027,11.3086451677,12.9233266027,12.6187211556,11.1681952093,11.3582004543,11.1681952093,12.7515326927
CCDC142,18.5468311195,17.3212140591,18.5468311195,18.9529945316,19.9850169678,17.1978863167,19.9850169678,16.2571697934
CCDC142 ,788.999886718,675.212263466,788.999886718,727.949420271,746.566379035,656.191379084,746.566379035,652.287597203
CCDC144A,12.6272213514,12.9903273756,12.6272213514,12.2533371305,13.3330324011,13.5145669775,13.3330324011,12.3686154056
