SYMBOL,Norm.y.6,Tumour_24h_01micromol_Retinoic.acid,Norm.y.7,Tumour_24h_1micromol_Retinoic.acid,Norm.x.7,Tumour_48h_01micromol_Retinoic.acid,Norm,Tumour_48h_1micromol_Retinoic.acid
CHI3L2,21.4479732931,19.0710396653,21.4479732931,19.4110195161,22.8930720575,20.2759478814,22.8930720575,17.1921492469
CHIA,18.1656661328,18.1711660453,18.1656661328,16.7832424076,18.3143877427,20.1069519679,18.3143877427,17.3799668982
CHIC1,27.5123806531,27.4610764726,27.5123806531,24.0603316577,31.0365246882,29.475323052,31.0365246882,27.9967154918
CHIC2,936.006633934,936.006633934,936.006633934,920.946902087,894.207786768,909.621933728,894.207786768,953.316095522
CHID1,70.831207457,80.8589170203,70.831207457,96.6505635404,132.30474687,101.110461676,132.30474687,103.792527899
CHIT1,17.2643542544,17.9872349107,17.2643542544,18.5591010415,20.7133889027,17.2822145014,20.7133889027,14.4037309267
CHKA,57.6122036002,56.1014213263,57.6122036002,51.1055975295,55.3677008807,52.448720833,55.3677008807,49.0336374686
CHKB,383.817134232,442.764710007,383.817134232,352.009183566,404.400344467,490.577757514,404.400344467,454.57040301
CHKB-CPT1B ,33.6922200379,46.8404302788,33.6922200379,38.9927302304,51.9753989616,60.1123375704,51.9753989616,71.5957324657
CHL1,13.7706695251,13.5776419526,13.7706695251,11.5295279587,12.510182028,12.2269281859,12.510182028,13.9267447761
CHM,65.6595042518,63.1868102677,65.6595042518,53.2006457168,56.0194558539,59.0855600162,56.0194558539,54.7747683634
CHML,39.6645581915,39.7326702426,39.6645581915,43.8648239694,27.2343530112,36.1484791364,27.2343530112,34.8206491758
CHMP1A,233.29457058,214.106173587,233.29457058,249.841909624,249.606722977,243.108876696,249.606722977,240.029039236
CHMP1B,368.041924233,432.964094151,368.041924233,425.700456643,506.42451616,523.695240482,506.42451616,502.887326857
CHMP2A,813.850538234,733.8830749,813.850538234,727.146636308,850.204084092,875.912450492,850.204084092,862.055507478
CHMP2B,709.746499452,708.50156642,709.746499452,667.36940766,596.87383211,716.983487507,596.87383211,717.916144087
CHMP4A,477.961966561,462.541542286,477.961966561,452.284487451,540.329806201,562.332939372,540.329806201,518.08855093
CHMP4B,445.617285753,561.537628602,445.617285753,584.9319749,461.788895162,479.280057981,461.788895162,414.190697567
CHMP4C,278.374032096,333.677757166,278.374032096,321.241537238,292.344939621,402.867561026,292.344939621,441.7036217
CHMP5,1525.67408659,1398.11834673,1525.67408659,1513.0298926,1555.82688364,1661.0878497,1555.82688364,1610.39067064
CHMP6,75.8618375565,71.4192067746,75.8618375565,76.3907728509,46.8404302788,76.4422333476,46.8404302788,73.0538912576
CHMP7,157.745161492,159.591661745,157.745161492,162.526881319,144.003925421,157.583997205,144.003925421,157.547774509
CHN1,39.5722420263,63.9514388248,39.5722420263,50.4258539307,69.7119535674,64.4240352181,69.7119535674,49.942435096
CHN2,13.4755577363,12.9457162291,13.4755577363,12.798965082,13.3012710043,13.4305001078,13.3012710043,13.7760353815
CHODL,33.552869623,30.8685209836,33.552869623,43.2454729214,55.4450690848,38.8769992465,55.4450690848,38.4290883361
CHORDC1,108.308300184,92.9037041642,108.308300184,89.7875035938,83.3849009676,87.4851651485,83.3849009676,78.5460062211
CHP,234.166161967,256.188842538,234.166161967,261.735845642,281.258151033,274.931054725,281.258151033,271.038963266
CHP2,19.7654058513,22.2728487159,19.7654058513,24.2152121623,23.7763462878,23.3740530817,23.7763462878,19.8255651609
CHPF,67.9770882489,70.6123857057,67.9770882489,81.0907165312,70.4300001357,68.2166184357,70.4300001357,82.1075775255
CHPF2,197.893225253,176.939859666,197.893225253,177.092458709,167.77873541,193.619095082,167.77873541,204.195059235
CHPT1,45.3528440397,47.0027750391,45.3528440397,44.692868316,33.6642322261,36.2933288744,33.6642322261,41.114781264
CHRAC1,97.8165636346,99.9319338288,97.8165636346,98.5520998716,96.2148758669,82.6174809743,96.2148758669,90.5507747278
CHRD,24.2400527297,21.669699789,24.2400527297,19.2301679451,19.1610572976,20.9793143975,19.1610572976,20.8444159294
CHRDL1,18.7855307322,18.0498910985,18.7855307322,19.0868911025,16.2380468311,17.9283849005,16.2380468311,17.1668451143
CHRDL2,13.2419152867,14.1747524303,13.2419152867,14.8155533849,14.9375319337,12.3253856887,14.9375319337,14.130140753
CHRFAM7A ,20.8939929889,17.6318401862,20.8939929889,18.5488343572,15.2000353517,14.3868898748,15.2000353517,19.2146985718
CHRM1,14.6562975535,12.8038646883,14.6562975535,14.5199142561,13.7766969133,14.3150881889,13.7766969133,14.4037309267
CHRM2,24.0704145993,17.0396512297,24.0704145993,19.7584205858,15.6719542766,20.2880403723,15.6719542766,19.7893183265
CHRM3,14.6844439724,15.2610155519,14.6844439724,14.7624664433,15.6854979342,15.0659468196,15.6854979342,16.6818093409
CHRM4,17.039305364,17.5986654143,17.039305364,19.689377939,16.5184041401,17.849678814,16.5184041401,15.6479628951
CHRM5,16.4834265775,17.4981646742,16.4834265775,20.9507909474,18.6629001717,17.6451877069,18.6629001717,16.7420931433
CHRNA1,13.6631029059,14.3918443078,13.6631029059,13.749571103,14.1191473348,14.1853682446,14.1191473348,12.7247021045
CHRNA10,23.1147144205,19.2540042974,23.1147144205,17.0117288612,16.8822572238,19.273632169,16.8822572238,17.7901554108
CHRNA2,60.3508294561,60.086623388,60.3508294561,45.4438948175,61.2365917544,59.1815795962,61.2365917544,63.5339782738
CHRNA3,18.3849659986,21.409585413,18.3849659986,19.5126103245,18.4243910734,19.1521766453,18.4243910734,20.0353933739
CHRNA4,18.1917407936,20.9432340559,18.1917407936,19.3172735264,21.9124747982,20.212769279,21.9124747982,18.0897870546
CHRNA5,18.3246310886,26.2539613096,18.3246310886,22.8536521706,16.4834265775,18.1965530511,16.4834265775,16.5209619999
CHRNA6,25.6156279324,23.2378478877,25.6156279324,25.2873957219,22.2642435583,23.8292336482,22.2642435583,23.592584066
CHRNA9,13.5106631393,13.9958099293,13.5106631393,13.2611784306,13.8124877244,12.8337467692,13.8124877244,13.8371981864
CHRNB1,126.473209994,100.123517689,126.473209994,105.955825106,84.2268152762,64.5927671943,84.2268152762,89.8477301309
CHRNB2,35.820929376,36.4544633659,35.820929376,42.1035260718,42.5154373199,40.3165286146,42.5154373199,43.787041955
CHRNB3,15.6004260341,15.32059028,15.6004260341,16.6238011519,16.0424409223,18.0747031743,16.0424409223,17.3133476308
CHRNB4,15.0195534929,14.9521446786,15.0195534929,15.088504627,11.9590156566,15.629786792,11.9590156566,15.059381639
CHRND,21.2868102392,20.0343590376,21.2868102392,23.0857697353,19.6759065462,18.5627632837,19.6759065462,18.9335218873
CHRNE,18.8751070178,18.2658842609,18.8751070178,17.2513441703,16.8318328456,17.1366995907,16.8318328456,16.5341942597
CHRNG,25.9068452676,25.6020907759,25.9068452676,24.1428295298,26.1337229361,23.5559635779,26.1337229361,27.9997925813
CHST1,30.3332165674,27.1989137296,30.3332165674,28.9533366793,30.6984877224,26.8921040441,30.6984877224,28.9114044729
CHST10,37.1165545353,37.9554046586,37.1165545353,37.6439554525,30.2827433598,29.6016582583,30.2827433598,32.7277433004
CHST11,89.3868770419,151.78111259,89.3868770419,193.188605308,87.4364323348,134.083362755,87.4364323348,181.827300707
CHST12,38.7533378979,35.820929376,38.7533378979,38.2681406735,43.7476101839,41.6090225242,43.7476101839,44.0948587722
CHST13,15.6123856106,14.2704354652,15.6123856106,14.5234650044,15.7050828745,13.0550387585,15.7050828745,16.0699840878
CHST14,50.8448107682,49.027725444,50.8448107682,48.3760306036,44.2410515299,47.0988062715,44.2410515299,58.7327713855
CHST15,712.917007078,872.215577987,712.917007078,839.876021713,581.580576203,878.983319731,581.580576203,916.875167744
CHST2,70.0695817915,60.9058780123,70.0695817915,54.7841165884,87.7841579384,81.6031633217,87.7841579384,56.4785211875
CHST3,71.1359407789,84.8383200073,71.1359407789,80.3673600881,66.2916474011,74.0269151761,66.2916474011,77.2360745196
CHST4,21.7595342996,19.1362250389,21.7595342996,23.5203731081,20.4640592074,21.2795009076,20.4640592074,20.6254510689
CHST5,26.4968752231,29.5336769203,26.4968752231,27.6766868964,34.4067036811,31.6891684381,34.4067036811,30.2734180129
CHST5 ,24.0594054243,27.3962691426,24.0594054243,26.0339030824,29.2037319256,30.6684231732,29.2037319256,27.6568771022
CHST6,20.2781414119,22.3485575153,20.2781414119,18.2896262016,17.5541245544,24.8199276134,17.5541245544,19.1701024408
CHST7,23.6605631815,20.2052560909,23.6605631815,19.7368115575,20.8877735651,21.5630809938,20.8877735651,20.0512144036
CHST8,29.5921935719,24.2756735813,29.5921935719,30.6684231732,28.4027057094,25.3721512535,28.4027057094,23.4100425667
CHST9,13.8350539078,13.9303157508,13.8350539078,13.4862073856,12.7247021045,14.3974948266,12.7247021045,14.1986081298
CHSY1,641.439194136,585.46451442,641.439194136,596.87383211,537.02161656,579.82669957,537.02161656,552.57326645
CHSY3,17.047929482,13.2433473466,17.047929482,12.8179156119,15.1511686043,13.6586960888,15.1511686043,14.3215569314
CHTF18,24.7275547686,26.0141082464,24.7275547686,24.4344708351,23.8070604376,19.5061624701,23.8070604376,15.8874573643
CHTF8,569.017218556,736.993426361,569.017218556,639.647748351,604.446360184,598.199686042,604.446360184,571.660196243
CHUK,210.012780732,227.585482758,210.012780732,241.253966401,200.7093654,199.586772505,200.7093654,210.875142027
CHURC1,435.059421043,425.375638174,435.059421043,426.757753017,423.888385957,375.439035135,423.888385957,365.401230971
CIAO1,204.594236421,204.405601248,204.594236421,216.347115045,226.145673419,203.992540931,226.145673419,212.052748027
CIAPIN1,151.330903795,154.293467426,151.330903795,160.13835213,143.161133975,130.647995424,143.161133975,136.337267088
CIB1,743.148265553,959.265517454,743.148265553,1101.68407919,799.673906276,1173.8916042,799.673906276,1240.09513993
CIB2,40.2123262099,34.9437156048,40.2123262099,39.1655436587,35.2037585399,33.4074169735,35.2037585399,34.7644665659
CIB3,18.7045944693,18.9018086112,18.7045944693,18.9416592281,16.96449877,17.3805452843,16.96449877,17.2950830054
CIB4,14.9590103434,12.4746399442,14.9590103434,13.4051769449,13.6929169561,12.2189944149,13.6929169561,13.5895474323
CIC,99.1352546354,79.4590788702,99.1352546354,89.8477301309,100.581675289,100.5590035,100.581675289,71.6424198647
CIDEA,32.2519024411,58.9078909219,32.2519024411,53.5955712335,39.0847355454,40.8011284472,39.0847355454,66.8979115237
CIDEB,22.2607348249,26.2263642676,22.2607348249,23.0770781972,24.4992529656,26.5744111604,24.4992529656,23.6125256435
CIDEC,18.849234787,19.5211732342,18.849234787,19.7627589008,20.183589896,17.3497212582,20.183589896,18.61154784
CIITA,18.9649735697,20.2345030356,18.9649735697,19.8281320328,18.967174124,19.9330768091,18.967174124,19.8789466566
CILP,16.0045095292,17.6412644382,16.0045095292,19.1812828656,17.1173890869,17.0403285145,17.1173890869,18.8147311048
CILP2,19.8479529447,19.292426163,19.8479529447,19.2931770955,20.2563829678,18.5387626859,20.2563829678,21.1877226188
CINP,146.064165694,121.945943984,146.064165694,143.795217358,130.618432128,131.150128035,130.618432128,129.744569934
CIR1,101.286934496,114.054612216,101.286934496,102.514497697,115.097026964,120.27486991,115.097026964,108.843736957
CIRBP,152.326687274,159.365898176,152.326687274,157.316300321,183.500287945,220.00053733,183.500287945,205.00647002
CIRH1A,819.982042231,777.220607487,819.982042231,848.94496538,579.82669957,486.02745856,579.82669957,496.533896724
CIRH1A ,24.1002455467,27.7387760697,24.1002455467,34.8433875107,24.8596654032,30.7958799698,24.8596654032,24.0076629259
CISD1,662.073710791,559.827074563,662.073710791,546.955229696,672.80728486,512.314901847,672.80728486,529.136697158
CISD2,255.985781347,230.616785651,255.985781347,225.528156315,225.910499083,237.17594691,225.910499083,257.071786112
CISD3,61.3204810835,48.5241465185,61.3204810835,50.4950249181,45.4708622584,51.8371811175,45.4708622584,47.6884917863
CISH,55.4122537802,53.1038657279,55.4122537802,58.5391442961,78.3891168926,63.9143158979,78.3891168926,65.3059839022
CIT,28.4861348179,29.9007696991,28.4861348179,33.6642322261,33.0956949547,25.6586278776,33.0956949547,28.449764921
CITED1,27.6025049215,32.3758910804,27.6025049215,28.0953288307,28.1884066156,27.6741085084,28.1884066156,26.274537984
CITED2,57.5771455661,52.9990846645,57.5771455661,45.7574075169,94.3218252413,70.8898694297,94.3218252413,60.8169841568
CITED4,194.961112816,108.308300184,194.961112816,87.8337186856,118.884747928,174.379339902,118.884747928,178.099135158
CIZ1,47.0027750391,49.7979701529,47.0027750391,46.0260598328,53.2849956561,52.817491285,53.2849956561,52.1930198764
CKAP2,85.1104781948,84.3018772424,85.1104781948,67.2833389658,89.0211453096,87.5686052471,89.0211453096,74.8314143121
CKAP2L,59.6450653832,65.3059839022,59.6450653832,72.0728487789,24.9396125276,23.9968072312,24.9396125276,23.1186489274
CKAP4,1821.28229803,1543.43830009,1821.28229803,1737.41215936,1805.74853904,1695.5666016,1805.74853904,1689.95212513
CKAP5,268.610604438,275.510908606,268.610604438,278.731107111,295.784532145,247.325556371,295.784532145,245.75954953
CKB,36.0297830948,43.6619431031,36.0297830948,32.1206116765,194.53202014,60.6263635976,194.53202014,56.6700441661
CKLF,187.643648464,161.161587392,187.643648464,158.819072482,164.120604985,183.546665942,164.120604985,165.206061793
CKM,15.7486155592,16.4379669057,15.7486155592,17.7596784845,17.0403285145,15.8392241355,17.0403285145,16.2459545347
CKMT1A ,931.984877093,846.781026922,931.984877093,805.905469858,996.408192422,700.74933349,996.408192422,524.960473811
CKMT2,25.2426023403,23.0883655235,25.2426023403,29.1760763475,27.2579814038,22.2625342133,27.2579814038,25.0933912699
CKS1B,962.55535072,1065.55328638,962.55535072,1153.10646668,812.048565246,621.961908225,812.048565246,581.580576203
CKS2,1605.06435987,1287.57339117,1605.06435987,1219.56884722,1135.88407916,703.44625291,1135.88407916,554.258959382
CLASP1,107.467370504,124.674424564,107.467370504,145.115541237,122.511158713,154.565071291,122.511158713,140.01699914
CLASP2,73.7609668678,70.6734944423,73.7609668678,68.9101796767,78.2218821934,76.9580857048,78.2218821934,68.6682262292
CLC,15.0566321114,15.2457050674,15.0566321114,16.1174705885,17.0991137415,17.0636567828,17.0991137415,15.4696619686
CLCA1,17.6335413592,16.6524448552,17.6335413592,15.5772752887,15.9428155989,16.4974060696,15.9428155989,17.6412644382
CLCA2,2124.37533033,2055.19135326,2124.37533033,1991.51560275,2867.74824024,2437.73442068,2867.74824024,2293.6632584
CLCA3P,11.7618124964,12.8038646883,11.7618124964,10.4326534935,9.9706435083,13.3308563653,9.9706435083,12.0235321463
CLCA4,33.0275963748,168.894247412,33.0275963748,150.456549503,76.5314626368,323.501275215,76.5314626368,321.031598233
CLCC1,95.2968701422,101.286934496,95.2968701422,107.10796956,91.3926917078,112.878841766,91.3926917078,122.1535522
CLCF1,26.9274816349,31.3456385967,26.9274816349,35.1084898458,26.7793734264,27.2579814038,26.7793734264,31.0671580824
CLCN1,20.2106146414,21.400444636,20.2106146414,18.8212059984,18.8295618058,15.9546229922,18.8295618058,18.5112265594
CLCN2,29.5720183029,29.2871585945,29.5720183029,34.8178440447,27.7098181257,25.8794014417,27.7098181257,28.1006247052
CLCN3,189.215363084,213.371473358,189.215363084,212.513778059,232.679937882,216.809364527,232.679937882,196.638211982
CLCN4,15.2260091474,13.9570887864,15.2260091474,14.0019802645,15.4974616508,13.9656802899,15.4974616508,14.2207468789
CLCN5,29.3022931035,30.6101913861,29.3022931035,31.5745883712,31.6693994566,30.0097477787,31.6693994566,32.6967138645
CLCN6,138.091674063,115.063475845,138.091674063,100.432006742,128.785021331,126.391103252,128.785021331,139.839180219
CLCN7,68.7951917972,62.2493806863,68.7951917972,57.9028144906,79.569858127,74.8314143121,79.569858127,75.3737319361
CLCNKA ,21.6640222815,13.5069953577,21.6640222815,13.5213206728,15.0702019824,12.6759577442,15.0702019824,16.2267058796
CLCNKB,23.5559635779,22.1619167119,23.5559635779,21.4759796048,20.7498329102,22.6672822176,20.7498329102,20.7488286136
CLDN1,1287.57339117,990.973219675,1287.57339117,1032.06368885,2151.76016402,982.215122049,2151.76016402,1040.51677146
CLDN10,17.4828195517,18.2695846477,17.4828195517,19.9451798857,17.0965739736,18.3503553489,17.0965739736,17.6184187059
CLDN11,17.3670046534,18.5387626859,17.3670046534,15.8293545801,14.7983376336,18.4904726632,14.7983376336,18.0356598566
CLDN12,523.406884111,431.415396532,523.406884111,500.497082379,449.806972583,554.010751838,449.806972583,598.569598409
CLDN14,21.3770437749,22.5118711266,21.3770437749,20.9009960028,22.6391561416,23.8487219697,22.6391561416,18.3024259658
CLDN15,45.0733075145,52.4625466073,45.0733075145,48.0872731542,50.3043597835,56.6700441661,50.3043597835,64.2879020273
CLDN16,28.1649055405,22.6616641436,28.1649055405,19.9319893199,22.6071255282,20.9615495644,22.6071255282,19.9402656266
CLDN17,33.0275963748,29.8080130867,33.0275963748,32.7591199344,30.6031464536,29.2129683828,30.6031464536,31.044568803
CLDN18,16.9356585946,15.9362985667,16.9356585946,17.639585458,15.8014858566,15.1517884367,15.8014858566,15.3504189203
CLDN19,29.9690687144,24.6871071726,29.9690687144,24.7166553259,24.0191949132,21.8826518166,24.0191949132,22.6576869724
CLDN2,13.4309454371,13.0517808336,13.4309454371,12.8954746597,15.7996892536,13.6097322655,15.7996892536,12.4085963321
CLDN20,16.7424784129,16.7433244716,16.7424784129,16.496661427,15.9130380437,17.8694802202,15.9130380437,17.6738424551
CLDN23,11.5576212844,12.6454341407,11.5576212844,11.4747050537,11.9884878686,11.9107673773,11.9884878686,12.9603987259
CLDN3,18.0309997482,15.2260091474,18.0309997482,17.0747120925,17.0681453347,15.0276153689,17.0681453347,16.4452142383
CLDN4,24.5111370022,26.9284232046,24.5111370022,28.3752632631,25.3083593538,27.5776931181,25.3083593538,31.1113698444
CLDN5,25.4337800167,22.9630394136,25.4337800167,16.0777986519,16.7574320682,15.5369032809,16.7574320682,19.1437840803
CLDN6,27.2420161868,23.1301735358,27.2420161868,24.9025014636,26.1770139196,26.2069441261,26.1770139196,23.5492879153
CLDN7,46.9585329869,69.0461055267,46.9585329869,87.2906465592,45.3056858186,100.471734431,45.3056858186,142.7094308
CLDN8,18.8939174216,17.8708340933,18.8939174216,20.4226604211,20.4640592074,18.9516519345,20.4640592074,20.1427724271
CLDN9,17.0974376592,17.2935024074,17.0974376592,21.9726146068,21.9849693405,19.8435829947,21.9849693405,15.9851151907
CLDND1,173.121249772,178.38084346,173.121249772,192.690035651,182.702967416,229.119523845,182.702967416,247.969616774
CLDND2,18.8292736766,19.7631954236,18.8292736766,17.7100307928,21.3757587934,18.1861507483,21.3757587934,22.0743192006
CLEC10A,16.2576790552,16.795583933,16.2576790552,13.9352395808,14.9298926084,19.3876897919,14.9298926084,17.0033383889
CLEC11A,24.090660886,24.8461291928,24.090660886,25.9241999296,25.9114380309,24.095496485,25.9114380309,24.8058841922
CLEC12A,16.6652885562,16.816113065,16.6652885562,16.5272333143,16.2948013098,16.9224132183,16.2948013098,15.9362985667
CLEC12A ,13.3379866456,12.5878286874,13.3379866456,14.5888202937,11.0665080997,13.9829854514,11.0665080997,13.8274876106
CLEC12B,13.1296127292,13.4189059689,13.1296127292,13.3456151972,14.35470346,14.4791135653,14.35470346,13.2387518837
CLEC14A,29.0094689187,21.2107182915,29.0094689187,28.384425537,20.8144873931,29.2970878222,20.8144873931,23.9241193531
CLEC16A,31.9877365731,34.2330570443,31.9877365731,37.1726636005,40.5544575976,34.9584341565,40.5544575976,40.7881012123
CLEC18A ,15.7915170608,16.9702063044,15.7915170608,20.197535742,23.9786944298,19.7688830132,23.9786944298,19.376313852
CLEC1A,21.0022512315,28.3294639601,21.0022512315,24.0428952243,23.2710977886,21.3296362986,23.2710977886,23.5971484522
CLEC1B,16.7199718915,15.1833793184,16.7199718915,16.673860312,16.0146426108,16.7755082623,16.0146426108,15.4842815282
CLEC2B,73.5243478344,82.3694281173,73.5243478344,74.2570383223,100.006903484,85.4364697872,100.006903484,76.5314626368
CLEC2D,13.0764218791,12.3480811485,13.0764218791,12.8038646883,13.0697597513,13.048771725,13.0697597513,13.2360810275
CLEC2L,31.5277751158,34.8206491758,31.5277751158,47.5423475602,42.8751567608,33.9428398943,42.8751567608,42.4547978006
CLEC3A,14.9590103434,15.0840363799,14.9590103434,15.6443520162,13.5324394704,13.941634869,13.5324394704,14.0107809144
CLEC3B,14.2916657434,15.0473067431,14.2916657434,17.1573778439,16.5184041401,13.3562959558,16.5184041401,14.7490495122
CLEC4A,15.2912159664,18.055540109,15.2912159664,16.539703484,17.4293954334,18.0897870546,17.4293954334,18.626801351
CLEC4C,15.1917814783,13.5213206728,15.1917814783,14.154682533,15.1821945577,14.187652807,15.1821945577,14.9302180863
CLEC4D,15.6450173008,14.6505079507,15.6450173008,13.9099535396,14.1098450196,13.8806620178,14.1098450196,15.2501648457
CLEC4E,17.2840146645,18.3726767272,17.2840146645,19.0938222562,17.3775594877,19.3336174155,17.3775594877,18.7956467156
CLEC4F,20.3899640951,20.5554900192,20.3899640951,19.2352523523,20.2648840194,23.030470201,20.2648840194,21.9838647017
CLEC4G,17.449141549,17.7234644087,17.449141549,14.3985384425,15.9428155989,16.6971412457,15.9428155989,14.2715599073
CLEC4GP1,14.5035926274,13.6581787615,14.5035926274,11.9207612778,14.5926082584,12.056452826,14.5926082584,13.3531749011
CLEC4M,22.0118153102,19.2931770955,22.0118153102,21.7602374372,19.8281320328,18.6672951624,19.8281320328,20.2704605732
CLEC5A,13.8643814665,11.948533484,13.8643814665,13.4943615454,11.934847061,12.7962893069,11.934847061,12.6958259113
CLEC7A,14.5073538539,14.8482155756,14.5073538539,14.8195493354,15.1793851984,14.248890282,15.1793851984,14.6280479605
CLECL1,11.6254704313,11.2323853278,11.6254704313,11.9127874665,11.424437091,10.9811517853,11.424437091,11.427587412
CLGN,10.4534044744,9.76489822092,10.4534044744,12.5230109116,10.2565837399,10.1833888985,10.2565837399,10.9820718936
CLIC1,3108.12892247,2991.41401175,3108.12892247,3044.94800984,2512.28961848,2859.43304421,2512.28961848,3044.94800984
CLIC2,11.6191471538,12.1752663371,11.6191471538,11.0339447418,12.5568684687,11.3363867038,12.5568684687,12.0969669085
CLIC3,74.2872836154,53.8816305141,74.2872836154,34.0161496007,193.351927757,46.0155288681,193.351927757,43.4226287074
CLIC4,1107.28462428,1171.05509219,1107.28462428,1231.87365385,1065.55328638,1279.09516745,1065.55328638,1218.12070779
CLIC5,17.0542170254,19.1735264122,17.0542170254,16.900663395,16.5730989109,17.0346081313,16.5730989109,18.2854813813
CLIC6,14.5174569007,14.5110291614,14.5174569007,15.4102954539,15.7599506513,15.3302936121,15.7599506513,15.720147022
CLINT1,195.819489947,181.496295876,195.819489947,167.725002338,170.686965582,175.83957536,170.686965582,186.002275364
CLIP1,83.2808765413,81.6176405628,83.2808765413,89.5354635552,92.1032302497,94.139789487,92.1032302497,96.2148758669
CLIP2,21.9868218884,23.108734511,21.9868218884,27.625702184,22.4394031605,26.3342340199,22.4394031605,35.2874235572
CLIP3,20.7720232033,21.7303852896,20.7720232033,22.2728487159,20.4274500535,22.179790387,20.4274500535,20.8157239122
CLIP4,272.435053329,402.126377706,272.435053329,393.08399003,446.386603047,546.287477724,446.386603047,521.020374975
CLK1,240.029039236,230.69275336,240.029039236,198.475577035,235.400548514,332.73169552,235.400548514,330.775309805
CLK2,229.119523845,206.440126246,229.119523845,205.99209902,201.097327641,245.939647501,201.097327641,225.628588347
CLK3,204.33010906,205.229273925,204.33010906,217.084828619,212.733424173,205.309220421,212.733424173,200.978175138
CLK4,41.6374786343,47.6813640372,41.6374786343,45.691858452,50.6699140786,55.2473572241,50.6699140786,57.111022173
CLLU1,12.633366614,13.0984179959,12.633366614,12.6888703211,13.3020478428,13.9195534466,13.3020478428,13.7504387192
CLMN,28.9803017581,30.2430033793,28.9803017581,32.9249906329,27.2848281835,39.0079008434,27.2848281835,47.6649792529
CLN3,161.962816143,198.89052831,161.962816143,186.136052771,190.189551481,186.525732414,190.189551481,178.818647576
CLN5,324.468843761,327.034206208,324.468843761,320.923840774,330.775309805,334.75761118,330.775309805,344.069072527
CLN6,50.7095285354,52.4104049954,50.7095285354,56.5876725992,46.331187507,47.0027750391,46.331187507,44.5099332412
CLN8,69.3896653828,62.7727575923,69.3896653828,63.9032689509,69.8165297468,55.2872755242,69.8165297468,61.1539026129
CLNK,17.3569458054,16.8445234048,17.3569458054,16.5506153571,16.9902302533,16.7646275573,16.9902302533,16.3981482186
CLNS1A,1083.82302234,1012.72256344,1083.82302234,1006.90197733,1091.03581685,1001.99358854,1091.03581685,1021.62344138
CLOCK,41.5466326836,41.0491206731,41.5466326836,46.049114188,37.8743361803,40.195749835,37.8743361803,40.7178293222
CLP1,55.4871850173,49.880791036,55.4871850173,50.8517401917,51.8106657312,50.0502214216,51.8106657312,47.5338293102
CLPB,45.8202002059,46.3543502936,45.8202002059,43.0682121627,55.6628075537,56.6452218921,55.6628075537,45.527098654
CLPP,275.681513139,247.659276975,275.681513139,271.211520176,207.691692983,190.189551481,207.691692983,193.389879241
CLPS,30.9633793208,25.3030212427,30.9633793208,23.9719043766,24.1605166626,25.7409426001,24.1605166626,25.0361643651
CLPTM1,135.925377577,135.059427443,135.925377577,131.842794507,148.410227474,146.831249265,148.410227474,150.921284106
CLPTM1L,258.870434134,233.895992787,258.870434134,246.766405929,228.447802219,226.430788849,228.447802219,231.262000405
CLPX,326.662128998,307.660082832,326.662128998,320.851565433,308.813811102,312.588890307,308.813811102,342.484662672
CLRN1,14.0780152772,14.207639234,14.0780152772,14.5805139375,13.8666406158,13.865198025,13.8666406158,15.0805350563
CLRN1OS,20.2310219189,21.320934436,20.2310219189,18.6523451896,19.3959776033,18.4478402193,19.3959776033,19.9835509026
CLRN3,17.5837432816,19.273632169,17.5837432816,15.4756597047,14.3754000521,17.8289537039,14.3754000521,18.6573986132
CLSPN,13.3765064409,14.0184835285,13.3765064409,12.5671655016,14.0808680327,12.8703882362,14.0808680327,11.7743842879
CLSTN1,804.330755907,690.413601426,804.330755907,706.000393554,742.033351676,790.973093365,742.033351676,814.580249205
CLSTN2,16.288336416,18.3966655865,16.288336416,15.9433565007,18.9512374552,16.2437137406,18.9512374552,20.6922103707
CLSTN3,74.0875443162,57.7714991743,74.0875443162,73.7520203929,67.7616094862,59.5371955309,67.7616094862,78.5926418797
CLTA,258.484382385,255.596392376,258.484382385,277.5599119,264.049253453,267.783692527,264.049253453,294.688163117
CLTB,594.955639592,662.421183358,594.955639592,660.787911029,589.318044935,674.315352991,589.318044935,649.473335196
CLTC,81.3839074444,76.3059179431,81.3839074444,88.5125721006,80.6094373678,82.8933658269,80.6094373678,81.1654598934
CLTCL1,33.8757942722,30.8399982536,33.8757942722,22.0651330025,38.8186649263,23.9424575008,38.8186649263,30.6402213302
CLU,36.7642002225,33.3933142826,36.7642002225,34.1454332641,50.4851709761,36.2025826361,50.4851709761,33.3017682358
CLUAP1,58.3690141597,59.1815795962,58.3690141597,56.1203848143,67.7913593,59.6255501945,67.7913593,59.8156593554
CLUL1,10.0172190619,10.854290191,10.0172190619,10.635466542,10.593140018,10.3156577408,10.593140018,11.1996864241
CLVS1,20.9660755357,22.2659530346,20.9660755357,19.9388697074,18.9918288525,18.2239612711,18.9918288525,18.2518391547
CLVS2,14.564167102,15.0195534929,14.564167102,18.532726682,15.1284198841,16.4448312335,15.1284198841,16.9908527311
CLYBL,15.8550898778,16.1733682273,15.8550898778,17.3241669274,21.4437466906,17.4342151626,21.4437466906,20.6419613815
CMA1,14.1271568316,12.641572839,14.1271568316,12.9182713164,13.9246068986,13.1826077397,13.9246068986,13.6968245969
