SYMBOL,Norm.y.6,Tumour_24h_01micromol_Retinoic.acid,Norm.y.7,Tumour_24h_1micromol_Retinoic.acid,Norm.x.7,Tumour_48h_01micromol_Retinoic.acid,Norm,Tumour_48h_1micromol_Retinoic.acid
ADAM15,145.457685514,145.355854897,145.457685514,158.136189624,216.16742594,161.726353098,216.16742594,151.330903795
ADAM17,146.16071768,155.714712688,146.16071768,158.761719122,150.039366446,156.110434958,150.039366446,169.526697357
ADAM18,15.6165187648,17.2316829775,15.6165187648,16.3678815139,16.9426707819,15.4408938592,16.9426707819,17.4280952374
ADAM19,41.7861028958,72.0728487789,41.7861028958,93.0051419384,31.6598545161,96.5614243839,31.6598545161,104.195284468
ADAM2,10.4534044744,10.5801674246,10.4534044744,10.4326534935,10.593140018,10.5128815522,10.593140018,10.5343497861
ADAM20,19.0916785993,21.2136939777,19.0916785993,22.0401351794,19.328367838,20.7032823433,19.328367838,20.5784624122
ADAM21,35.2245320021,35.4762480568,35.2245320021,39.3348309448,32.2894401729,26.5690225605,32.2894401729,28.4427691843
ADAM21 ,18.9303151248,14.7381831336,18.9303151248,15.69575325,15.0702019824,16.9635000098,15.0702019824,15.8874573643
ADAM22,16.4706210208,16.9677479427,16.4706210208,16.5581673619,17.4379670617,15.3942480991,17.4379670617,16.4265522326
ADAM23,27.8071884618,35.9418076276,27.8071884618,31.200923876,25.1495849873,36.1805350822,25.1495849873,41.3028358382
ADAM28,16.1607841344,16.9722214053,16.1607841344,16.8265277689,16.9151362873,16.1744575922,16.9151362873,17.6262092525
ADAM29,15.3133082287,14.4070149911,15.3133082287,14.5666660812,16.3709268414,13.7855779968,16.3709268414,11.621122257
ADAM30,13.8210179765,12.3039972683,13.8210179765,14.2181130336,13.3895082144,13.6996607196,13.3895082144,13.6280297645
ADAM32,12.1008511808,12.9034500589,12.1008511808,12.633366614,13.862263515,12.5605627258,13.862263515,12.820465195
ADAM33,31.8859441068,34.162174662,31.8859441068,31.641302785,32.7529629528,37.3459997086,32.7529629528,34.9584341565
ADAM3A,11.5260166229,13.86962377,11.5260166229,11.1131193951,12.2439180551,12.1289484479,12.2439180551,11.9330048099
ADAM5P,15.656203407,12.4040405067,15.656203407,15.1151006821,14.9155454769,13.6478679673,14.9155454769,13.3186528838
ADAM6,27.6025049215,25.1997157216,27.6025049215,23.2027458345,21.7712489842,23.4227895764,21.7712489842,22.8080262476
ADAM7,15.2391919899,13.635960572,15.2391919899,14.1662914524,13.8467161381,14.3283660376,13.8467161381,13.4158805965
ADAM8,41.2725073083,39.8974718739,41.2725073083,42.7414556079,29.3447165554,31.4069174299,29.3447165554,34.5667629302
ADAM9,370.522262748,380.724776634,370.522262748,369.018613706,424.583199938,392.922340942,424.583199938,386.596729296
ADAMDEC1,14.8749963208,13.7096611475,14.8749963208,12.9931364985,14.1381274372,12.7848168911,14.1381274372,12.8937624173
ADAMTS1,1684.03447912,1060.97985981,1684.03447912,1033.8732034,1140.26684718,897.128467594,1140.26684718,853.760380231
ADAMTS10,23.9015428672,22.2857867605,23.9015428672,21.4219768625,21.5043220401,25.5786407698,21.5043220401,21.104923626
ADAMTS12,20.9857784217,21.1394123409,20.9857784217,21.9645090758,21.2174302694,20.1728692052,21.2174302694,20.8750504851
ADAMTS13,22.1413154218,23.0669362359,22.1413154218,20.5018364729,23.7925052024,23.5595721122,23.7925052024,27.095895258
ADAMTS14,19.6631285407,22.7157832225,19.6631285407,25.9349567442,18.1215403529,20.9857784217,18.1215403529,22.3924201873
ADAMTS15,20.9534862159,21.5055125615,20.9534862159,21.3290997892,17.2723157133,29.9529362265,17.2723157133,26.5957635025
ADAMTS16,23.8884493162,22.3332884951,23.8884493162,21.7673678837,22.7529648693,27.7767152641,22.7529648693,22.9867717758
ADAMTS17,15.3317900146,15.5609879969,15.3317900146,15.0237421623,14.3327750937,15.5407554203,14.3327750937,14.6286712498
ADAMTS18,22.231055921,22.1390785976,22.231055921,20.876888969,20.9823753688,19.6889059369,20.9823753688,21.9152249408
ADAMTS19,14.0019802645,12.6361887454,14.0019802645,12.8436148382,12.4908771311,13.2488112377,12.4908771311,12.1546937472
ADAMTS2,14.7555026305,17.4931034603,14.7555026305,16.5678558786,17.6049392705,16.5863531445,17.6049392705,18.5536984248
ADAMTS20,13.1569584387,12.5671655016,13.1569584387,12.0611541583,12.4688460583,12.4379447508,12.4688460583,13.0385451061
ADAMTS3,10.7661676441,10.7303905703,10.7661676441,11.6752851889,10.6610314826,11.9035577046,10.6610314826,12.4952004595
ADAMTS4,36.3023170456,29.2311129422,36.3023170456,30.8601440486,34.8150391394,35.2192317185,34.8150391394,37.4170796701
ADAMTS5,12.9147742465,13.1927910341,12.9147742465,13.7504387192,12.988302851,14.1868472321,12.988302851,13.1927910341
ADAMTS6,80.6940361405,65.3442065777,80.6940361405,78.9927161931,45.6046376872,63.8776454473,45.6046376872,73.4721198799
ADAMTS7,22.4276718846,19.4555483683,22.4276718846,21.3784043595,19.5762571512,17.5375420917,19.5762571512,19.2072951787
ADAMTS8,18.0852310003,17.7166376511,18.0852310003,19.7674572441,19.4473946593,16.3268994001,19.4473946593,17.6308353071
ADAMTS9,18.5130445279,19.7530909282,18.5130445279,18.9319319569,20.9322063242,18.8598589382,20.9322063242,19.5567228571
ADAMTSL1,15.6995616286,15.7212084519,15.6995616286,15.3250279486,15.6616811235,15.3317900146,15.6616811235,15.7771715976
ADAMTSL2,14.9590103434,14.0271864971,14.9590103434,15.1441977504,14.6621752278,15.8974427621,14.6621752278,15.4593189605
ADAMTSL3,21.875102444,17.4504228531,21.875102444,20.07227824,18.2239612711,19.0916785993,18.2239612711,18.6431195542
ADAMTSL4,22.9813359132,23.4911996597,22.9813359132,26.3988596677,28.4427691843,25.589801073,28.4427691843,23.7217755239
ADAMTSL5,18.2188687086,21.8475866997,18.2188687086,20.1484071201,18.5359351274,18.904951354,18.5359351274,20.3786771283
ADAP1,69.1841409442,80.6668168181,69.1841409442,83.0429667848,71.3216246862,78.721912571,71.3216246862,82.7533660149
ADAP2,28.9228256306,25.7493494323,28.9228256306,30.2201507596,26.0003937623,21.4623058946,26.0003937623,29.4359203737
ADAR,1993.91709885,1978.73972652,1993.91709885,1917.69349665,1956.38518192,1898.65847281,1956.38518192,1831.46830412
ADARB1,51.2814435499,41.0281631552,51.2814435499,46.9950582569,47.4615718173,47.5255227218,47.4615718173,51.5112345044
ADARB2,20.8242463371,20.3169777254,20.8242463371,19.9121017883,22.1564359532,22.8029160808,22.1564359532,21.1801252034
ADAT1,172.327541375,187.512295928,172.327541375,163.080583702,196.695508709,205.910068042,196.695508709,210.135033591
ADAT2,54.5149672048,41.0824691817,54.5149672048,45.0630546167,60.8169841568,45.553198577,60.8169841568,54.9163600272
ADAT3,34.8449830544,35.8629857129,34.8449830544,32.2642427802,32.3369279676,29.8344995165,32.3369279676,30.314200432
ADC,41.9297470686,42.1247346876,41.9297470686,35.0254686299,57.8567043112,56.4405043736,57.8567043112,48.9604036012
ADCK1,39.8561507395,35.3101032305,39.8561507395,34.7550570937,42.8531295429,41.5979384097,42.8531295429,35.2217652272
ADCK2,58.6673923615,65.5985611649,58.6673923615,60.1753666859,67.9011031334,66.6649486369,67.9011031334,77.8070653158
ADCK4,31.6366185295,28.9019202511,31.6366185295,29.0094689187,24.2296274677,27.0712421225,24.2296274677,28.7283453749
ADCK5,29.546181209,28.6261414092,29.546181209,22.230366489,26.6553337222,24.5780774321,26.6553337222,27.2951657375
ADCY1,16.7981290411,16.9932991495,16.7981290411,16.7749044953,16.2172136565,15.6921735681,16.2172136565,16.392357324
ADCY10,16.1142447603,15.2516315894,16.1142447603,14.5634504523,14.5290889414,14.9665857568,14.5290889414,13.3579981029
ADCY2,23.2493267409,22.7097596736,23.2493267409,21.4072505226,21.6299328084,23.4843074575,21.6299328084,25.3588395084
ADCY3,76.8352303035,56.5062984643,76.8352303035,59.3181624752,59.5886696853,52.1930198764,59.5886696853,51.9594091988
ADCY4,23.9691358551,20.71461725,23.9691358551,20.197535742,23.2862948641,20.7730342793,23.2862948641,21.7040992801
ADCY5,21.6240327108,22.0975315448,21.6240327108,20.7515294433,20.7923175273,21.450650423,20.7923175273,22.6513189058
ADCY6,76.261053482,108.975032976,76.261053482,96.9641999232,118.744223634,118.964055692,118.744223634,135.307766915
ADCY7,49.4279761355,46.2850482108,49.4279761355,53.5870252384,38.7704900879,55.9806777715,38.7704900879,54.2982401797
ADCY8,16.3465413573,15.850054526,16.3465413573,18.532726682,16.2380468311,17.2329021382,16.2380468311,18.1334750416
ADCY9,58.071224548,65.2063543284,58.071224548,52.5428786655,65.9451580965,59.8156593554,65.9451580965,58.6165657438
ADCYAP1,19.5599788444,18.1851895674,19.5599788444,20.7393770232,19.4392392956,19.6530099772,19.4392392956,21.7120569581
ADCYAP1R1,19.9931659683,19.3403910096,19.9931659683,22.1477456555,20.4009391718,23.5624659552,20.4009391718,20.7307501028
ADD1,172.226092289,182.201169939,172.226092289,185.415371406,184.492050294,205.229273925,184.492050294,201.966579939
ADD2,20.1427724271,21.8950638276,20.1427724271,22.3175597202,21.4583276461,19.2705059408,21.4583276461,19.5903493092
ADD3,338.483979721,634.873623355,338.483979721,662.073710791,497.228329483,821.956617327,497.228329483,928.062953133
ADH1A,13.9513314514,15.3176931629,13.9513314514,15.002696903,13.9625081073,15.6686948583,13.9625081073,15.1528003868
ADH1B,15.4136405147,13.3698239925,15.4136405147,14.0340290949,13.3722815867,13.1866894538,13.3722815867,14.0422059322
ADH1C,15.8971439128,15.4361768281,15.8971439128,14.6597943119,19.0343803192,15.230289737,19.0343803192,14.4824985307
ADH4,13.8293087736,14.1139596656,13.8293087736,14.0348550694,13.7314095513,14.6207783474,13.7314095513,14.0473416388
ADH5,1472.85234899,1728.34692769,1472.85234899,1547.06929608,1477.30779371,1647.22097653,1477.30779371,1569.27293131
ADH6,13.5829360137,13.9726874574,13.5829360137,14.8254033262,15.3000326021,14.5470398355,15.3000326021,13.9167022166
ADH7,18.0718266857,18.1527487578,18.0718266857,16.6467018615,28.2418293734,21.0972977313,28.2418293734,19.0197008404
ADHFE1,48.6465241158,53.0620938602,48.6465241158,49.0929697589,70.1394354487,51.2078030304,70.1394354487,67.6961674435
ADI1,637.273087102,587.492518888,637.273087102,563.279873298,798.353337201,582.848706382,798.353337201,569.872264628
ADIG,46.5105282502,48.0604330077,46.5105282502,41.9297470686,37.4422699435,48.6677931283,37.4422699435,47.9756882749
ADIPOQ,19.7654058513,17.1501043273,19.7654058513,14.3147365572,17.9508612828,18.2783641648,17.9508612828,17.9540329472
ADIPOR1,1020.51944668,1004.32394756,1020.51944668,1051.41964671,1409.25303416,1165.35215272,1409.25303416,1226.61636368
ADIPOR2,704.871611224,732.923807358,704.871611224,695.882156147,702.047968889,669.338846679,702.047968889,706.000393554
ADK,1234.26281461,1077.21864335,1234.26281461,1050.3618816,1023.55422476,1106.03132621,1023.55422476,1080.27738579
ADM,957.543396064,1372.11656101,957.543396064,1318.84844271,2338.1277718,1684.03447912,2338.1277718,1599.53676288
ADM2,37.4565754797,43.832961395,37.4565754797,44.6102443183,44.5191396073,44.6102443183,44.5191396073,41.8397338431
ADNP,423.299080664,417.801681292,423.299080664,354.151797618,474.961922316,421.779742714,474.961922316,420.087401172
ADNP2,196.013165428,192.480248141,196.013165428,198.751104209,184.990332029,180.840875968,184.990332029,191.933029982
ADO,288.709163293,292.672520451,288.709163293,295.706213393,275.188764833,304.149082785,275.188764833,301.54147421
ADORA1,20.7846446589,18.1861507483,20.7846446589,21.0836067037,20.0136857495,20.1171531885,20.0136857495,21.631273698
ADORA2A ,20.3514391272,21.6203669315,20.3514391272,19.1577913429,20.3411517043,18.5296106193,20.3411517043,23.2246028742
ADORA2B,520.151567336,704.871611224,520.151567336,720.236554445,418.633345046,449.735945111,418.633345046,460.439930715
ADORA3,18.3649252371,18.7558612636,18.3649252371,18.171587766,19.1554491456,17.1561559316,19.1554491456,19.2540042974
ADPGK,234.269372498,235.835033588,234.269372498,219.20085447,213.631487904,186.203406054,213.631487904,208.674448753
ADPRH,15.3215743838,16.1305359372,15.3215743838,16.2644341676,15.8749285555,16.1996355685,15.8749285555,15.9186541552
ADPRHL1,26.0361235326,27.1559684159,26.0361235326,23.0592038175,28.6135165682,27.0851055172,28.6135165682,26.2651396456
ADPRHL2,435.473599791,483.723352424,435.473599791,506.677737695,376.396816009,452.944589397,376.396816009,480.584369049
ADRA1A,14.786181389,14.2315079714,14.786181389,13.4833090968,13.9478292205,14.388827973,13.9478292205,13.9962733717
ADRA1B,19.3112662205,17.4024868275,19.3112662205,20.1712704491,19.599859656,17.0403285145,19.599859656,17.593746801
ADRA1D,13.8703187126,13.8545025679,13.8703187126,14.3724965982,13.9726874574,13.4459409908,13.9726874574,12.9234126695
ADRA2A,11.5428407238,12.3917918962,11.5428407238,15.69575325,12.3085933879,14.2294999618,12.3085933879,13.8768810456
ADRA2B,36.7257511148,43.8199175224,36.7257511148,44.9436093049,46.5415104948,44.0725394247,46.5415104948,45.3528440397
ADRA2C,21.3849864588,25.1430724393,21.3849864588,26.0023334254,23.1722484321,23.0239370916,23.1722484321,21.4246688849
ADRB1,16.6044932929,15.5838433191,16.6044932929,16.2903124659,15.9278837673,18.3436880709,15.9278837673,15.7744588497
ADRB2,511.356259885,385.074745899,511.356259885,420.754511347,645.15152796,286.089203168,645.15152796,239.211363834
ADRB3,23.9886203734,24.4078003379,23.9886203734,30.1262029425,27.8517605712,25.8483407895,27.8517605712,25.1682532628
ADRBK1,42.9891237241,39.1160017052,42.9891237241,38.4039166438,40.3336166453,38.5994290116,40.3336166453,40.7940155658
ADRBK2,73.7979907794,63.5824409404,73.7979907794,59.2834613684,74.0269151761,55.9226702234,74.0269151761,63.9857994537
ADRM1,453.176424356,469.413570871,453.176424356,524.341863059,395.213869406,420.611563761,395.213869406,443.163584469
ADSL,638.567330111,640.735085356,638.567330111,640.162629979,452.284487451,482.36820054,452.284487451,495.563871938
ADSS,96.7446263358,102.824368701,96.7446263358,108.140961681,126.256468547,93.423073111,126.256468547,102.404673656
ADSSL1,25.1280929596,28.5505980939,25.1280929596,28.2133767057,53.3948664318,40.7940155658,53.3948664318,42.6398925097
AEBP1,27.7898783404,18.4951793302,27.7898783404,23.0505777743,23.4565198936,19.7149994604,23.4565198936,22.5747493428
AEBP2,91.3041498114,96.4931259246,91.3041498114,93.3350808456,101.634161111,100.998641867,101.634161111,89.0211453096
AEN,119.44108856,117.998440879,119.44108856,128.276158211,114.946047679,103.770640656,114.946047679,95.4063209301
AES,176.540790066,173.121249772,176.540790066,157.910771343,175.947268478,195.654433734,175.947268478,191.059408986
AFAP1,82.0282355986,74.7582528945,82.0282355986,65.6511428968,55.7562707293,90.8746665083,55.7562707293,91.4812940205
AFAP1L1,68.8566434368,43.7407467514,68.8566434368,42.8317139117,72.7434699688,45.204871167,72.7434699688,38.0370475501
AFAP1L2,253.267257928,262.920005229,253.267257928,287.360136911,176.283863117,237.430932725,176.283863117,244.644842332
AFF1,81.3327508055,101.742925266,81.3327508055,109.410449592,88.7970874143,101.807625317,88.7970874143,91.7617552339
AFF2,19.7530909282,19.2467019371,19.7530909282,19.9662651809,19.058350192,19.3497435911,19.058350192,20.8838459674
AFF3,13.7744320948,13.9683173227,13.7744320948,12.9984325905,13.3814862472,13.0924348072,13.3814862472,13.2250938786
AFF3 ,22.5914255583,16.9347919299,22.5914255583,17.5472802093,16.9333961775,21.2136939777,16.9333961775,19.1521766453
AFF4,50.7767967005,57.7076466584,50.7767967005,61.531979953,48.7690472373,53.6377520113,48.7690472373,53.9140983891
AFG3L1,52.758133869,55.7078810718,52.758133869,54.1865906461,46.2980534943,50.4700369438,46.2980534943,53.0784527528
AFG3L2,433.489605556,373.670804767,433.489605556,404.826447966,393.31753073,309.053969732,393.31753073,307.157541681
AFM,14.6562975535,14.1350686265,14.6562975535,13.0523628574,13.3941711325,12.7276541326,13.3941711325,13.3799687977
AFMID,25.5681421563,19.8015528152,25.5681421563,20.2109808087,18.0129898671,17.6875696697,18.0129898671,20.4839740888
AFMID ,888.265752779,854.401660427,888.265752779,812.58996402,730.446083177,877.101647387,730.446083177,934.765669042
AFP,21.4821468602,25.0739863235,21.4821468602,19.1174914778,18.7545524101,18.9643126326,18.7545524101,19.5027706438
AFTPH,425.916994819,497.683160569,425.916994819,477.24579624,533.729302308,515.196011121,533.729302308,546.535275332
AG2,13.0064379022,13.6581787615,13.0064379022,13.7070038819,13.8293087736,13.8945573301,13.8293087736,15.1356589809
AGA,219.329572902,268.162148105,219.329572902,222.849532599,314.059592527,345.769511677,314.059592527,326.662128998
AGAP1,37.5284679449,38.2681406735,37.5284679449,35.0657155546,39.8538602613,33.5591210178,39.8538602613,33.3102391378
AGAP10 ,24.1806036211,23.4227895764,24.1806036211,21.3466613841,22.3485575153,24.1758140474,22.3485575153,24.2638414595
AGAP11,20.6747130408,18.6538346666,20.6747130408,21.9124747982,26.1998560003,23.179688625,26.1998560003,22.3159468766
AGAP2,19.4969303697,19.4654331666,19.4969303697,17.9009500046,17.9160050278,20.6068883531,17.9160050278,18.0252299441
AGAP3,74.9808445267,78.0318155352,74.9808445267,86.6691030896,77.2006286731,80.6337860138,77.2006286731,94.0826592209
AGAP4,82.8479086937,89.4695837186,82.8479086937,105.32001587,123.444396516,87.1402721633,123.444396516,93.7333862867
AGAP4 ,189.325730652,208.553141543,189.325730652,200.376052459,219.867545072,225.741534292,219.867545072,234.37521422
AGAP5,221.183575626,195.977208783,221.183575626,234.735764054,240.611347395,275.601448183,240.611347395,253.332795095
AGBL1,16.8410263461,13.7486654923,16.8410263461,18.4406226195,15.2518536209,16.3428574704,15.2518536209,16.3998029551
AGBL2,14.6396325313,15.4832728184,14.6396325313,13.6439800516,19.2627445297,18.1457272008,19.2627445297,16.3823039496
AGBL3,12.11865778,11.2761165281,12.11865778,11.3130899693,11.8739394172,12.4010872864,11.8739394172,11.575604891
