SYMBOL,Norm.y.1,Tumour_24h_5micromol_Capryloylsalicylic_acid,Norm.y,Tumour_24h_10micromol_Capryloylsalicylic_acid.y,Norm.x.2,Tumour_48h_5micromol_Capryloylsalicylic_acid,Norm.x.1,Tumour_48h_10micromol_Capryloylsalicylic_acid
TIMP4,16.3465413573,18.6353650275,16.3465413573,21.5856373024,20.6329208713,17.8694802202,20.6329208713,19.2218071427
TINAG,15.1316281702,15.6976739422,15.1316281702,15.3557496021,15.1620851657,13.0525387324,15.1620851657,14.3408718179
TINAGL1,75.3737319361,80.2340427195,75.3737319361,83.8477847341,80.4742712189,61.8856906111,80.4742712189,70.0794679595
TINF2,259.692874351,296.270044766,259.692874351,474.961922316,485.517763803,996.408192422,485.517763803,1127.17089182
TIPARP,1205.09266114,1284.557304,1205.09266114,1146.99248268,1168.81720404,829.771198217,1168.81720404,785.716709347
TIPIN,173.987315064,146.704848531,173.987315064,116.467974969,84.7972201659,100.432006742,84.7972201659,79.3533578064
TIPRL,423.073503522,444.817305684,423.073503522,476.072816689,422.564071015,440.686459119,422.564071015,509.000007915
TIRAP,26.1998560003,28.2618239291,26.1998560003,27.2737880647,24.2013380118,24.3325131918,24.2013380118,26.3331977774
TJAP1,77.053571531,76.6236898798,77.053571531,80.4302433941,68.5714832041,57.6621854775,68.5714832041,52.5428786655
TJP1,347.195302507,328.515138867,347.195302507,405.756061266,311.831184685,382.204436747,311.831184685,500.198411138
TJP2,137.649995275,115.419794486,137.649995275,128.402868677,172.830466452,156.338561568,172.830466452,260.559295082
TJP3,18.9170708794,18.4358246921,18.9170708794,18.0551532719,16.7364301759,16.5667537655,16.7364301759,17.6875696697
TK1,60.8627107581,37.2911618533,60.8627107581,23.9292249869,29.8080130867,23.7965790114,29.8080130867,14.3128391416
TK2,43.0682121627,42.8222744846,43.0682121627,42.9558489748,49.2890481787,43.2924205986,49.2890481787,44.5003348826
TKT,483.723352424,537.953856369,483.723352424,730.972850584,592.539613731,602.707488106,592.539613731,698.957048051
TKTL1,15.332982083,13.6996607196,15.332982083,16.5082862585,15.0636503906,15.8889443632,15.0636503906,14.3297855675
TKTL2,12.8928196034,10.8470833696,12.8928196034,11.4091764841,14.1860685588,11.4369333267,14.1860685588,13.3186528838
TLCD1,48.4434544719,60.8780555372,48.4434544719,54.7747683634,48.5241465185,40.8011284472,48.5241465185,46.5105282502
TLCD2,48.2669508646,42.1180461505,48.2669508646,45.1552694475,46.6651468345,57.2953132065,46.6651468345,55.938615525
TLE1,71.3570893123,63.8903727643,71.3570893123,71.1895692297,67.1692841943,82.9292532789,67.1692841943,82.0119638356
TLE2,22.2763294534,29.6757106416,22.2763294534,21.9845445101,33.1235276333,27.2111638725,33.1235276333,24.8776103246
TLE3,29.9187117954,36.2427436085,29.9187117954,41.3305722752,43.0590633288,41.0735970772,43.0590633288,53.4871576965
TLE4,44.05550226,45.147448682,44.05550226,39.3075819882,52.5063354868,42.7178120873,52.5063354868,34.5401077616
TLE6,20.8518202948,18.3567403413,20.8518202948,16.3198103001,19.6548300346,17.4306176853,19.6548300346,19.3620006025
TLK1,66.2916474011,64.8370171503,66.2916474011,85.4811866447,69.6384673197,73.9842192996,69.6384673197,95.1366373784
TLK2,44.2195444308,44.4331520007,44.2195444308,45.147448682,44.0485595835,44.0948587722,44.0485595835,46.6364933352
TLL1,23.0134840146,24.9146181367,23.0134840146,21.7829769746,27.2646903829,21.1010564228,27.2646903829,18.7035345773
TLL2,18.8841968547,20.4906801692,18.8841968547,15.6689875515,20.8207681398,19.1222513609,20.8207681398,15.2366988363
TLN1,27.6936914206,30.195458294,27.6936914206,29.9911522269,29.6803215293,27.8555564008,29.6803215293,29.5645622048
TLN2,31.2947100603,29.823488804,31.2947100603,30.3892264608,31.641302785,27.4063567206,31.641302785,26.8647494954
TLR1,16.7298422075,19.7943792868,16.7298422075,23.9665082815,27.7680210958,19.2393171958,27.7680210958,43.5021536991
TLR10,19.6010299548,19.6548300346,19.6010299548,19.0769039061,19.6530099772,21.2258207848,19.6530099772,17.3861007026
TLR2,29.944203042,28.4458957129,29.944203042,32.7253171351,32.9575554967,34.552912559,32.9575554967,33.3437372077
TLR3,30.3675365417,32.9695988362,30.3675365417,18.6339632303,43.8199175224,18.7108552165,43.8199175224,16.6238011519
TLR4,12.6917618696,12.2358881188,12.6917618696,12.9545871823,12.8581413102,12.6478252648,12.8581413102,12.4793204544
TLR5,17.791795701,17.022292374,17.791795701,18.3040623131,19.1672334955,20.6607938784,19.1672334955,20.9634706777
TLR6,22.5135523091,19.8435829947,22.5135523091,18.7619455338,18.8955921531,17.953067952,18.8955921531,21.6434214106
TLR7,12.5905974276,13.3235124505,12.5905974276,17.4701900366,13.5362271184,14.6326854062,13.5362271184,15.1511686043
TLR8,22.1879147345,23.2936817028,22.1879147345,20.2401778251,22.4312774721,20.9050765367,22.4312774721,22.5250643089
TLR9,23.0028271871,23.7575325429,23.0028271871,25.456545522,24.047201637,26.0693528044,24.047201637,25.1809615137
TLX1,18.9416592281,15.1231578144,18.9416592281,17.5033725848,15.6580490168,15.6764760494,15.6580490168,15.5466099861
TLX2,12.7566597178,13.7009870403,12.7566597178,13.0266347249,12.9265493683,11.6402652999,12.9265493683,13.6631029059
TLX3,15.3628267381,13.9478292205,15.3628267381,14.8782273788,13.4158805965,13.3016594179,13.4158805965,14.8264744142
TM2D1,205.00647002,202.636921757,205.00647002,223.047722193,227.646448336,227.646448336,227.646448336,225.628588347
TM2D2,776.188603975,677.604568093,776.188603975,605.978156284,756.466522316,672.51139794,756.466522316,545.037824169
TM2D3,832.191922826,859.245113662,832.191922826,874.260891126,870.84535465,938.469435979,870.84535465,1101.68407919
TM4SF1,379.660740715,328.184668029,379.660740715,333.677757166,305.727806107,309.053969732,305.727806107,436.354756237
TM4SF18,14.1806504725,14.2353573491,14.1806504725,14.4258123927,15.3366346953,14.8598533762,15.3366346953,13.3867402921
TM4SF20,13.6176513837,13.9607853669,13.6176513837,13.5263239667,13.8495370294,12.8885899965,13.8495370294,13.7513358856
TM4SF4,19.0672727603,19.8458247211,19.0672727603,21.6804296074,20.5446709082,19.035911329,20.5446709082,18.3414890896
TM4SF5,26.9062699221,23.3740530817,26.9062699221,22.9717168521,21.8276384432,22.2690399566,21.8276384432,21.3108230754
TM6SF1,38.0319722417,33.3805336345,38.0319722417,32.0682038034,30.9761159936,27.5035435769,30.9761159936,30.6752677863
TM6SF2,16.5492698095,17.1377435586,16.5492698095,16.8743555264,17.2864454132,17.3355438292,17.2864454132,17.3445408985
TM7SF2,29.8634922555,40.0693998625,29.8634922555,35.079779717,32.5053341502,39.8974718739,32.5053341502,48.4237554705
TM7SF3,531.914477642,531.914477642,531.914477642,488.121047067,500.788881241,487.52046466,500.788881241,463.771024535
TM7SF4,12.8928196034,13.6087504787,12.8928196034,13.6370330871,14.0733675712,13.3917768441,14.0733675712,13.0529287302
TM9SF1,185.795942035,161.92932714,185.795942035,167.518350088,195.977208783,176.090644571,195.977208783,166.834563455
TM9SF2,2228.11584483,2091.66384115,2228.11584483,2124.37533033,2133.29934671,1893.78134048,2133.29934671,1842.56188078
TM9SF3,225.162390062,205.229273925,225.162390062,202.769319003,207.219147436,201.966579939,207.219147436,196.13737191
TM9SF4,163.269681105,174.753867507,163.269681105,181.315989164,213.31674838,189.440029289,213.31674838,175.460291591
TMBIM1,1719.84562538,1606.82661218,1719.84562538,1553.78983828,1614.81773018,1735.36143279,1614.81773018,2329.03527578
TMBIM4,853.163267785,975.023923378,853.163267785,1009.77759388,923.862739626,1004.32394756,923.862739626,891.80297066
TMBIM6,2018.26060139,2089.02250258,2018.26060139,2293.6632584,2180.56237333,2195.68035568,2180.56237333,2531.24800837
TMC1,13.0851920528,14.3460620084,13.0851920528,14.606567332,15.3110425207,14.3079217195,15.3110425207,13.1826077397
TMC2,35.1655957,31.5361041327,35.1655957,38.8426170552,31.4737572279,31.98230337,31.4737572279,33.6498813273
TMC4,85.1401351574,109.312698222,85.1401351574,140.01699914,182.856863725,197.071154178,182.856863725,204.764814625
TMC5,14.1900494466,14.3306864944,14.1900494466,14.213382297,14.5512911195,13.9764560917,14.5512911195,13.9478292205
TMC6,38.3490393797,38.835186359,38.3490393797,49.085994543,44.2803018102,50.9293520365,44.2803018102,62.2578615246
TMC7,20.8339920267,23.3635594367,20.8339920267,22.1629895399,16.2621917801,21.4821468602,16.2621917801,20.717523025
TMC8,14.0367562742,13.8531939102,14.0367562742,16.7592306114,16.5678558786,16.4365088067,16.5678558786,17.6497100021
TMCC1,154.45639924,151.423917919,154.45639924,138.179191094,193.999146199,148.458057089,193.999146199,138.719583356
TMCC2,29.4452123989,31.909870743,29.4452123989,30.4236742795,33.623750895,31.1322237697,33.623750895,31.3217077888
TMCC3,119.048419183,138.091674063,119.048419183,140.134543576,143.566903005,183.608930258,143.566903005,288.709163293
TMCO1,465.533464267,430.064501687,465.533464267,392.651793039,452.100308963,390.026092136,452.100308963,318.870808481
TMCO2,22.0062264514,19.0041964715,22.0062264514,16.9567220903,18.4358246921,18.8430881598,18.4358246921,17.3884047964
TMCO3,122.511158713,111.629673735,122.511158713,126.166967927,124.399896016,121.798090309,124.399896016,127.069587193
TMCO4,25.509127724,28.1083621531,25.509127724,24.9146181367,26.2109052412,27.2721748351,26.2109052412,22.8756099477
TMCO5A,13.295910931,12.1153143057,13.295910931,12.1139372523,12.6591114071,12.3400647954,12.6591114071,12.8637418778
TMCO5B,14.3203209561,12.3054979839,14.3203209561,12.2619964546,13.0525387324,13.6676363839,13.0525387324,15.0738323001
TMCO6,117.186075889,100.033484766,117.186075889,114.467398261,108.675791773,121.158664533,108.675791773,127.341686127
TMCO7,111.871995121,102.194066495,111.871995121,87.6905286575,96.1294940024,66.6649486369,96.1294940024,48.336213798
TMED1,83.0611862418,105.423703757,83.0611862418,92.4709048129,107.140965285,103.36078405,107.140965285,105.513265619
TMED10,213.74254357,214.043928499,213.74254357,234.042107482,234.580627862,204.91181066,234.580627862,248.348660484
TMED10 ,1966.950485,1872.26464297,1966.950485,2013.12186041,2110.66709703,1844.95190194,2110.66709703,2040.27747199
TMED2,2040.27747199,1851.22091233,2040.27747199,1900.86000239,1794.65395409,1765.21439905,1794.65395409,2142.84072703
TMED3,778.065729139,758.735070546,778.065729139,752.994901676,733.8830749,912.202479785,733.8830749,1023.55422476
TMED4,74.8164516038,78.1583884,74.8164516038,84.0474731832,87.2767833468,84.4348310975,87.2767833468,83.7253470565
TMED5,95.6186195553,88.7443306474,95.6186195553,90.8014254098,85.1532878361,97.1679890505,85.1532878361,95.6829825918
TMED6,16.2576790552,17.238832975,16.2576790552,15.3629775713,17.1595800428,14.8423078258,17.1595800428,18.1073046061
TMED7,1007.99964658,884.473374706,1007.99964658,816.539498184,749.314378108,768.091892392,749.314378108,778.719701212
TMED8,98.6147900753,89.6019917504,98.6147900753,87.9881697419,94.8327027567,93.5756234973,94.8327027567,87.2575168258
TMED9,410.362880847,388.140945189,410.362880847,457.943510968,453.891962102,424.12269003,453.891962102,481.901587196
TMEFF1,30.942820549,26.760830614,30.942820549,26.4751602475,22.1171286508,24.5008062283,22.1171286508,36.7482578493
TMEFF2,17.1212597556,19.3087269279,17.1212597556,19.0470548891,18.5052628498,18.2896262016,18.5052628498,18.8586787317
TMEM100,14.8749963208,14.2572023862,14.8749963208,14.9891932975,14.9683743842,15.3775837189,14.9683743842,14.2496678258
TMEM101,81.1654598934,97.0118115326,81.1654598934,101.595884605,75.9779385248,99.0461427325,75.9779385248,112.666182003
TMEM102,36.5622532685,33.2615546343,36.5622532685,32.7376225111,27.9565861838,28.0992880398,27.9565861838,29.5763730499
TMEM104,36.2125033021,32.8368972266,36.2125033021,37.2471959324,35.1913720661,38.1929087892,35.1913720661,34.1875575734
TMEM105,48.2466407882,48.4801418115,48.2466407882,44.3609791122,48.7143947724,58.2498686177,48.7143947724,50.7009878033
TMEM106A,20.7686689909,19.1701024408,20.7686689909,20.5452609598,20.6627925621,18.6808735874,20.6627925621,20.5582487701
TMEM106B,143.040010244,153.46988233,143.040010244,179.364711225,185.415371406,177.765515161,185.415371406,180.068685599
TMEM106C,74.9265083695,75.4562752713,74.9265083695,84.4348310975,77.9569271024,74.0051338955,77.9569271024,74.7230673583
TMEM107,60.8169841568,70.3324211644,60.8169841568,69.402096296,92.8341565581,77.9569271024,92.8341565581,64.171824456
TMEM108,21.6271961659,19.5419879537,21.6271961659,20.0289026032,20.4401895101,21.5827001124,20.4401895101,20.7066433401
TMEM109,125.644846972,150.438904984,125.644846972,150.361864571,161.318962962,169.9130993,161.318962962,183.791060346
TMEM11,277.926577673,315.23160023,277.926577673,308.08415991,269.698503914,308.492258809,269.698503914,355.578647043
TMEM110,58.3065580658,65.6412327143,58.3065580658,60.086623388,54.5149672048,69.1166298451,54.5149672048,54.8225245305
TMEM111,146.021255473,137.837631393,146.021255473,131.735960195,166.604825691,156.994857085,166.604825691,130.410296409
TMEM114,19.6255463865,18.3949019957,19.6255463865,18.3649252371,16.9696145823,17.6349638129,16.9696145823,16.2788905227
TMEM115,77.3114508162,87.2260453389,77.3114508162,92.9696885211,79.8407997518,81.8190141508,79.8407997518,100.150577807
TMEM116,28.9090207788,39.246981747,28.9090207788,55.667256213,53.5521513587,57.834132791,53.5521513587,75.0303887742
TMEM117,192.757513744,258.283449969,192.757513744,297.876311098,258.660495191,323.501275215,258.660495191,349.176365001
TMEM119,13.7771241311,11.1131193951,13.7771241311,13.6657758259,12.4282570274,11.5498823367,12.4282570274,13.339313249
TMEM120A,170.892917833,169.459407458,170.892917833,208.457971394,240.144477373,248.017046598,240.144477373,235.036259522
TMEM120B,37.3317874015,41.7774612764,37.3317874015,40.9040331863,42.2250871018,47.0988062715,42.2250871018,43.5432328655
TMEM121,15.2868304287,13.9056593878,15.2868304287,15.143268904,15.3659550278,13.8247837817,15.3659550278,13.4185381643
TMEM123,1950.61943568,1974.10192471,1950.61943568,1665.15623215,1974.10192471,1917.69349665,1974.10192471,1860.49334466
TMEM125,47.1105157976,39.6195006475,47.1105157976,56.8774420405,48.8063906376,52.5959459264,48.8063906376,87.9486134843
TMEM126A,1077.64796531,1118.89344848,1077.64796531,1095.18589478,964.31204232,976.837810411,964.31204232,800.193852492
TMEM126B,205.229273925,208.790521037,205.229273925,203.612838469,208.001688221,194.961112816,208.001688221,171.047274007
TMEM127,95.0434611971,95.5985999645,95.0434611971,107.39609164,117.817386044,107.078637514,117.817386044,112.570741699
TMEM128,471.30897466,526.724787969,471.30897466,571.660196243,532.20362297,540.329806201,532.20362297,594.188318535
TMEM129,45.5352055747,57.1577027091,45.5352055747,64.4132881369,55.9017714756,71.3216246862,55.9017714756,60.711803254
TMEM130,14.3811675946,14.090442801,14.3811675946,12.8307027972,13.7136193088,13.9691795926,13.7136193088,13.1927910341
TMEM131,145.563940536,137.613105911,145.563940536,144.744035919,136.733380897,149.408429214,136.733380897,135.815793985
TMEM132A,37.9320314567,44.1784813316,37.9320314567,39.1007940376,38.4333354275,44.8824674105,38.4333354275,47.3149883246
TMEM132B,13.1049220945,13.3593993078,13.1049220945,13.9246068986,13.9902647272,14.6696929604,13.9902647272,14.2366148145
TMEM132C,15.1839247782,18.4454522612,15.1839247782,16.3883672518,16.9005146551,19.2931770955,16.9005146551,19.7275622343
TMEM132D,20.2225579509,20.0550461179,20.2225579509,20.7542635418,20.0392072878,16.0553447063,20.0392072878,18.1792360182
TMEM132E,19.6477529904,26.0693528044,19.6477529904,21.706596881,23.6118663693,27.0935980978,23.6118663693,20.5275129323
TMEM133,27.4361970674,32.6476676392,27.4361970674,23.355638381,25.5872042944,24.4344708351,25.5872042944,22.5712295421
TMEM134,47.1203262067,51.9039884128,47.1203262067,57.5078815474,49.3384395858,60.6630438173,49.3384395858,60.2465441288
TMEM135,93.3966273636,104.327725884,93.3966273636,108.644359074,99.2497783975,101.55892357,99.2497783975,96.0014032025
TMEM136,28.2192811276,31.7756806176,28.2192811276,27.7039564974,30.9078877491,26.8250558765,30.9078877491,26.1947487616
TMEM138,336.444583861,407.8279575,336.444583861,359.614131474,462.221883909,400.174582889,462.221883909,280.842907093
TMEM139,91.0011296122,78.9540738202,91.0011296122,75.6384744639,86.3748024336,75.8662916411,86.3748024336,48.3103522592
TMEM140,18.1312163857,17.9004859808,18.1312163857,18.9423269186,22.0915220836,15.1514785174,22.0915220836,20.8339920267
TMEM141,155.248439261,165.125584156,155.248439261,193.123697752,137.249724833,150.711355781,137.249724833,198.89052831
TMEM143,46.8699023949,52.6361656001,46.8699023949,57.7076466584,56.0787751694,53.0719328501,56.0787751694,53.8644821071
TMEM144,18.881118724,22.2978325869,18.881118724,19.7354689511,23.4884527891,23.4729738013,23.4884527891,19.4347503543
TMEM145,20.4454471666,19.1089176988,20.4454471666,20.1643850909,19.7646903732,18.6050745418,19.7646903732,19.3726806269
TMEM146,12.0216743035,15.4527377091,12.0216743035,16.0162131824,13.5596572242,14.2255927883,13.5596572242,14.0337575114
TMEM147,1639.494209,1785.38217122,1639.494209,2034.05972798,1885.99378157,2223.02382642,1885.99378157,2368.04933768
TMEM148,14.672844163,16.823435018,14.672844163,17.7402403697,14.9466011482,13.0098154353,14.9466011482,18.1877999383
TMEM149,17.3596826129,19.2110514347,17.3596826129,24.644277402,22.5484244582,18.7691814346,22.5484244582,20.2322291337
TMEM14A,601.794404086,503.8374284,601.794404086,335.851376231,609.276211369,399.84902439,609.276211369,138.53418104
TMEM14B,1533.51504814,1379.39999149,1533.51504814,1280.54463338,1242.22143221,1182.76612195,1242.22143221,1015.44072775
TMEM14B ,2810.3199678,2859.43304421,2810.3199678,2949.50018976,2892.58125938,2828.67432207,2892.58125938,2892.58125938
TMEM14C,2104.03966343,2082.47709247,2104.03966343,2168.81616357,2235.40387497,2245.70338288,2235.40387497,2324.66544115
TMEM150A,19.7382437176,22.6081200364,19.7382437176,19.5530541554,18.214916201,27.9850371607,18.214916201,28.2133767057
TMEM150B,32.7191157709,31.2470774909,32.7191157709,35.2314458895,32.2206941272,34.1139270543,32.2206941272,33.9907407904
TMEM150C,14.4722740613,15.7132079002,14.4722740613,15.2755138825,13.2659439542,14.2704354652,13.2659439542,15.2861278369
TMEM151A,14.4422135297,14.1836981576,14.4422135297,14.6217137024,14.6557077533,12.6070635053,14.6557077533,15.1607568123
TMEM151B,17.3898213414,18.5696107772,17.3898213414,18.6431195542,19.6188083779,19.1451870519,19.6188083779,18.584350128
TMEM154,1570.79657833,1825.7292542,1570.79657833,2072.78651266,1405.16575806,2089.02250258,1405.16575806,2492.58497665
TMEM155,12.3152292861,11.6518133087,12.3152292861,13.4176675569,11.6841203497,11.8926170359,11.6841203497,13.2327668522
TMEM156,13.7217507362,14.3029906078,13.7217507362,13.7085172387,14.47860929,13.1345126429,14.47860929,12.3876496577
TMEM158,133.25796433,128.402868677,133.25796433,129.572380256,159.407116363,125.237943021,159.407116363,93.7838120327
TMEM159,266.271743667,326.361097778,266.271743667,406.099378341,473.521384038,618.250668491,473.521384038,741.491822561
TMEM160,128.771866053,113.348877146,128.771866053,90.6090868087,113.284010674,100.613991937,113.284010674,60.2863803559
TMEM161A,141.988757456,128.962598523,141.988757456,128.545817835,127.069587193,125.003852853,127.069587193,128.785021331
TMEM161B,99.4343541428,96.2148758669,99.4343541428,104.818602452,98.1472662787,106.313665235,98.1472662787,116.348615098
TMEM163,14.0124237147,16.808203523,14.0124237147,14.385204847,15.8929896327,16.8674898892,15.8929896327,15.3623620245
TMEM164,145.995114426,156.149146467,145.995114426,156.385054708,162.331534539,172.68413821,162.331534539,161.794222556
TMEM165,337.062959482,319.361148516,337.062959482,388.59217381,336.621911273,312.811977485,336.621911273,311.831184685
TMEM167A,1210.35308147,1124.55806773,1210.35308147,1139.30506402,984.435830524,1078.47344992,984.435830524,1119.69620831
TMEM167B,358.208735232,419.83077379,358.208735232,543.252188153,496.78973045,519.12840705,496.78973045,653.42741755
TMEM168,218.529458752,242.157838302,218.529458752,272.687150653,243.755684759,239.366428351,243.755684759,375.710221276
TMEM169,19.2139395309,19.7943792868,19.2139395309,22.3778302799,20.2098524341,19.3092391714,20.2098524341,23.7492309742
TMEM17,51.5328137625,53.5521513587,51.5328137625,47.8743189643,43.826973492,43.0015624605,43.826973492,47.5960389223
TMEM170A,85.9526633635,82.1707916732,85.9526633635,96.763993577,78.3712617588,86.4238824787,78.3712617588,115.439855048
TMEM170B,10.3352230749,9.70786782476,10.3352230749,10.1338712323,9.33151815303,10.109904739,9.33151815303,10.5661051661
TMEM171,49.3963114154,32.9208909597,49.3963114154,31.4391444942,32.4158032987,32.4188107256,32.4158032987,31.17406368
TMEM173,54.9274983339,56.558730246,54.9274983339,34.2070310582,36.7482578493,28.3689315041,36.7482578493,24.2096243493
TMEM174,23.7461318798,26.86185126,23.7461318798,23.7094502529,27.3364590369,24.5067329759,27.3364590369,27.5751663188
TMEM175,50.4700369438,49.0336374686,50.4700369438,46.0771630982,46.0607818652,43.0261697667,46.0607818652,45.1970595161
TMEM176A,25.2700501995,24.9311199357,25.2700501995,24.9364451044,28.4910713708,24.5650765918,28.4910713708,25.2593709614
TMEM176B,16.5869380982,14.9134015688,16.5869380982,15.9125149015,16.1733682273,15.7653836658,16.1733682273,15.6379692735
TMEM177,45.3941245744,53.7402678948,45.3941245744,48.6944423983,47.3803569338,49.2060652588,47.3803569338,38.8278852257
TMEM178,11.9719918442,13.7521408076,11.9719918442,15.0002045283,16.7929829099,18.6050745418,16.7929829099,21.6731955033
TMEM179,19.8330322981,19.8789466566,19.8330322981,22.4527632362,17.434036391,17.3491685024,17.434036391,17.8390656306
TMEM179B,442.425834669,403.586206911,442.425834669,449.878011273,498.768054472,459.229552981,498.768054472,473.022080639
TMEM18,107.295313337,105.469748369,107.295313337,101.968780241,101.168588272,113.638502051,101.168588272,111.604267305
TMEM180,20.5053737229,23.1147144205,20.5053737229,18.9608330542,20.4213830348,20.6237567184,20.4213830348,17.7279026272
TMEM181,386.760517483,387.279412736,386.760517483,402.738479153,316.076420594,450.976135128,316.076420594,567.410704465
TMEM182,21.8198781681,25.0782080435,21.8198781681,28.687061588,22.2223712674,28.3470050367,22.2223712674,39.231835208
TMEM183A,127.473009433,150.770203549,127.473009433,148.829499743,195.017110894,171.337249119,195.017110894,158.136189624
TMEM183A ,661.480634666,720.236554445,661.480634666,819.982042231,734.630514431,810.851164483,734.630514431,880.286019251
TMEM184A,21.706596881,23.4884527891,21.706596881,23.5902975223,22.207381465,27.0160761536,22.207381465,23.8371453246
TMEM184B,383.982659046,351.210159966,383.982659046,355.7754091,372.480374135,321.390173728,372.480374135,332.487348848
TMEM184C,320.757515953,258.149321625,320.757515953,318.544222087,270.283814463,265.02313649,270.283814463,272.351972549
TMEM185A,37.74654033,37.487281329,37.74654033,38.423624797,40.2213819854,38.7533378979,40.2213819854,39.4577863949
TMEM185B,182.115496826,146.277207998,182.115496826,137.385307051,127.459679416,123.994371464,127.459679416,113.284010674
TMEM186,114.501841111,131.700375411,114.501841111,170.579526484,144.549580361,151.969306707,144.549580361,155.592506896
TMEM187,47.9184178836,59.5371955309,47.9184178836,64.6137400588,72.298071738,82.1335192144,72.298071738,83.0023716365
TMEM188,655.863536025,609.69500419,655.863536025,653.652673638,645.915656818,641.026973347,645.915656818,649.473335196
TMEM189,364.834341122,469.413570871,364.834341122,451.88927602,432.64657996,479.547739872,432.64657996,444.682819196
TMEM189 ,236.090848261,217.197887146,236.090848261,197.664516751,201.856087984,203.277274104,201.856087984,180.785008269
TMEM189-UBE2V1 ,838.665416091,827.91908803,838.665416091,861.206007692,815.277609465,848.94496538,815.277609465,902.154368991
TMEM19,83.5252380369,80.8806902523,83.5252380369,66.0390812391,101.429045798,74.0269151761,101.429045798,50.2340070993
TMEM190,32.3916214926,29.889483532,32.3916214926,33.5624595404,37.641761716,36.2427436085,37.641761716,35.1913720661
TMEM191A,39.0880674745,36.7909304749,39.0880674745,34.9067085154,28.8573248873,33.3347421322,28.8573248873,44.8175684355
TMEM192,98.1667079539,91.8097226472,98.1667079539,108.372130189,96.0014032025,98.7391201845,96.0014032025,100.123517689
TMEM192 ,511.136993254,519.12840705,511.136993254,610.611465335,524.960473811,518.767711412,524.960473811,642.291902546
TMEM194A,51.9594091988,52.1930198764,51.9594091988,37.5103018363,47.1640750677,44.9504132236,47.1640750677,41.3028358382
TMEM194B,24.9097439424,23.0726464794,24.9097439424,23.7133508118,24.9097439424,19.2393171958,24.9097439424,20.6302709906
TMEM196,15.8859705046,14.8793202258,15.8859705046,14.2587999304,15.680153105,14.3607914173,15.680153105,15.5391439688
TMEM198,37.9995760393,36.6032075186,37.9995760393,34.1800142203,32.7992139323,35.5299869548,32.7992139323,33.3560361148
TMEM199,238.768893489,226.605916832,238.768893489,234.926784071,216.467389436,177.195052815,216.467389436,167.379852543
TMEM2,804.780238238,649.787829032,804.780238238,496.78973045,494.196573999,381.3809334,494.196573999,350.351241967
TMEM20,25.110701602,25.201340502,25.110701602,25.1153908812,24.1149689842,22.1599399855,24.1149689842,24.4453588105
TMEM200A,497.067371764,259.312315214,497.067371764,159.743886987,98.172439253,95.6460734337,98.172439253,121.158664533
TMEM200B,49.4627229204,44.3225791847,49.4627229204,42.6913134341,61.4569884877,40.5328078472,61.4569884877,46.7388463023
TMEM200C,16.9814634574,15.3421078082,16.9814634574,14.7098692109,14.2693033513,15.0477804996,14.2693033513,15.1316281702
TMEM201,48.1641405226,38.2681406735,48.1641405226,47.25523424,38.549187409,45.3213233315,38.549187409,42.9101034948
TMEM203,431.596876963,466.269986964,431.596876963,531.07623053,532.624384758,582.234705696,532.624384758,548.078778259
TMEM204,26.4823667053,27.7069821975,26.4823667053,25.938978506,23.5948708314,22.8779555911,23.5948708314,24.1278396972
TMEM205,400.44194745,537.02161656,400.44194745,639.035438203,526.507997685,497.067371764,526.507997685,508.633691684
TMEM206,65.2253157901,63.4224260728,65.2253157901,76.3907728509,63.3896020826,66.8836761303,63.3896020826,84.5821151414
TMEM207,18.1176867074,21.2143757879,18.1176867074,22.1905039186,22.495085671,18.8295618058,22.495085671,17.2840146645
TMEM208,306.874927273,269.698503914,306.874927273,275.510908606,267.716549531,295.255735193,267.716549531,275.510908606
TMEM209,140.691651684,141.624020657,140.691651684,157.858550908,138.450708593,158.086354208,138.450708593,172.537779169
TMEM212,19.0672727603,21.4938243197,19.0672727603,18.9423269186,14.2905491626,21.015817821,14.2905491626,18.1073046061
TMEM213,11.0112114206,12.1428343033,11.0112114206,11.5439952407,12.801417074,12.4093142228,12.801417074,12.0561545628
TMEM214,66.7999196234,65.0298348215,66.7999196234,67.5818530203,49.880791036,55.0626102267,49.880791036,83.1004266764
TMEM216,99.746014014,109.737745603,99.746014014,137.117867087,115.379504992,106.869538585,115.379504992,146.16071768
TMEM217,22.5286551621,24.489826736,22.5286551621,21.0223805743,22.5110238965,21.6828573022,22.5110238965,18.8791679862
TMEM218,270.183684426,258.484382385,270.183684426,290.979278402,233.97649104,235.835033588,233.97649104,227.8051793
TMEM219,76.0957116172,72.4630775849,76.0957116172,70.9535031849,90.7624312761,87.6173990742,90.7624312761,82.581680087
TMEM22,24.7275547686,22.5699626309,24.7275547686,20.6505732636,23.1380168357,23.5960096143,23.1380168357,21.2217455112
TMEM220,24.0594054243,27.2911319979,24.0594054243,23.9114962366,22.7193519062,20.4191017622,22.7193519062,20.4550087025
TMEM221,21.3296362986,22.7825720055,21.3296362986,21.8276384432,22.458181924,21.249610801,22.458181924,21.7648583915
TMEM222,181.744789474,173.491964663,181.744789474,157.947291832,197.893225253,178.157592276,197.893225253,160.246027196
TMEM223,40.4881887504,47.6355805717,40.4881887504,46.1837336718,48.9604036012,53.0784527528,48.9604036012,46.4933743279
