SYMBOL	SPT1657_SPT1663	SPT1658_SPT1664	SPT1659_SPT1665	SPT1660_SPT1666	SPT1661_SPT1667	SPT1662_SPT1668
CCDC50	3214.00074340336	4370.71961211471	4455.96789518715	5333.64205058119	3667.6547448571	4598.77318785849
CCDC51	5672.70137394755	8280.70809702645	8562.01300986736	10447.8449008495	6799.73508159128	9274.36619963647
CCDC53	1620.9137948333	2294.7612127098	3061.39759433754	3063.08106883089	1766.36559602076	2081.94743130966
CCDC54	6869.25576326655	10205.4613002451	10532.6756932589	12294.0358588541	8775.18068693694	12160.96873573
CCDC58	5592.20228297177	8195.32163329771	9670.6707949369	10601.9964052015	6461.9112241599	8924.11988380013
CCDC59	3379.96800504478	4749.62204491098	5757.50994463369	5819.67267606768	4078.60510801294	5521.9131058063
CCDC6	6160.66499949209	8339.41129083996	10198.1153762864	12151.6724107172	6280.63988602599	8661.10963919441
CCDC60	6402.16227241943	8719.20316596673	10163.9765684321	10896.6978105805	7592.79718592713	10451.4021457928
CCDC61	2408.01601770759	3419.0163184715	3736.49251965703	4628.17222478178	2973.46791586701	3899.58258709971
CCDC62	5495.80213698843	7796.85146923028	8659.30861225221	9779.55279080554	6831.66355592168	8993.12752223629
CCDC63	3964.33177657267	5630.16995211358	6562.33233979965	7301.34066495746	4738.80356110292	6657.28406271813
CCDC64	1885.26883433401	2923.59694037873	2848.03004524794	3453.9004710411	2349.31774024685	3027.2218747936
CCDC64B	1595.07458044601	2244.95244220137	2661.12007224546	2602.44010288474	1939.39732787585	2347.56173774316
CCDC65	5817.79850089155	8640.93224088206	9280.63491520112	11555.9221850743	7081.94159664066	10125.8944173203
CCDC66	5486.85779354668	8017.43316719618	9325.86883560812	10111.43191194	6953.19774853419	9319.93728162261
CCDC67	3805.32122649705	5369.56334927483	7212.67662942475	7273.23068475208	5027.18978086141	5654.72025902305
CCDC68	4137.2557497799	5468.29144796118	5793.35569288074	6979.43605292816	4980.84199554308	6563.53783691807
CCDC69	5572.32596421232	7947.16722308607	9754.31087418003	11273.0088359105	6920.23932341893	9188.43215931974
CCDC7	18891.447164921	22214.7116467597	21535.6134647112	22853.4139069701	21666.0447101415	23385.7772443732
CCDC70	2826.41252759405	4134.12795219967	4811.01149687224	5505.02225247848	3359.69946018642	4561.01429135568
CCDC71	6165.63407918196	7592.27973321351	8820.61447936395	9922.82301249745	6717.33901880314	8952.7645639057
CCDC71L	1145.8697764824	1797.56294995601	1820.45192883244	2194.39200312929	1582.00440553229	2075.43727674021
CCDC73	6459.80359682184	9516.14349410161	11538.0635845691	12683.0417139543	7865.73414391284	10059.490840712
CCDC74A	2169.50019259417	2847.99434228557	3821.83953929287	4194.73446548599	2274.13133295267	3272.00368660486
CCDC74B	1465.87850850957	2334.78611758265	3072.4927068902	3446.64628260101	1861.12106822712	2522.03388020438
CCDC77	3579.72500857727	4791.42583444484	5274.44581349484	6002.84093418013	4164.09102315564	5822.68224691482
CCDC78	2185.40124760173	2929.82303669228	3330.24070619043	3815.70311949093	2431.71380303499	3437.36161266886
CCDC8	2475.59550148972	3735.65778813223	3842.32282400547	4364.30112027326	3170.1885157737	4175.61314084433
CCDC80	4722.61333724575	6767.7666928329	8023.47331596522	8667.8484123607	6277.55003367144	8114.25665536073
CCDC81	3232.88324622484	4396.51343969944	6222.65120164901	6906.8941685272	3533.76114282637	4765.43314483637
CCDC82	6466.76030838765	9178.15540850869	10903.0817584784	11532.3460726439	7817.32645702481	10230.0568904315
CCDC83	6090.10406789604	8482.61150605169	10742.629361563	11558.6425057393	6790.46552452761	8896.77723460845
CCDC84	1365.50309877434	2134.66159321842	2953.00687940003	2864.49766028324	1763.2757436662	2118.40429689857
CCDC85A	3054.99019332775	4248.86601283516	4816.13231805039	5499.58161114841	3778.88942962108	4390.44824163613
CCDC85B	3495.2506538496	5084.94180351238	6305.43781069578	6818.03036013601	4261.93634771656	5372.17955070898
CCDC85C	1925.02147185291	2448.63473588763	3680.16348669737	3534.60331743718	2255.59221882534	2885.30050517962
CCDC86	1645.75919328261	2360.57994516737	2611.61880085667	3470.22239503132	1861.12106822712	2729.05679551285
CCDC87	1797.81303179242	2532.24231495535	3028.96572687592	3452.08692393108	2032.09289851251	2796.76240303512
CCDC88A	2530.25537807822	3270.47944927672	4027.52585661524	4398.75851536372	3019.81570118534	3969.89225644975
CCDC88B	5209.58314685232	7160.01076058678	9200.40871674343	9962.72104891799	5927.36676682184	7838.22610161611
CCDC88C	3711.90252832763	5245.93086533426	5678.99068656872	6779.03909727049	4247.51703672863	5676.85478455917
CCDC89	6747.01640289592	9289.33569982215	11765.9401269968	13528.1546672256	7803.93709682174	9963.14055308413
CCDC9	3354.1287906575	4440.09611389431	4602.76476896079	4746.05278693335	5014.83037144319	6193.76105737339
CCDC90B	7194.23357498359	9959.08577469443	11649.0147100957	13169.0723394408	8349.81101279317	11827.6488217742
CCDC91	3831.16044088434	5994.84130762173	6382.25012836803	7040.18988111397	4954.06327513694	6331.7763342457
CCDC92	3840.10478432609	5201.45874880888	5593.64366693288	7064.6727670993	4619.32927006012	6484.1139511708
CCDC93	2371.2448280026	3240.23841003946	4322.82654455524	4015.1933015936	2367.85685437418	3357.93772692158
CCDC94	1073.3212130104	1627.67946482904	2132.82202069961	1887.9025415352	1483.12913018653	1628.84067327604
CCDC96	1093.19753176985	1552.9663090664	1742.78614096383	1829.86903401443	1246.24044967062	1555.92694209821
CCDC97	2107.88360443987	3058.79217461589	3395.95791131003	3778.52540373544	2558.39774957176	3374.86412880215
CCER1	1167.73372711779	1993.2402626677	1977.49044496239	2284.16258507549	1559.34548826556	2118.40429689857
CCER2	1086.24082020404	1704.1715052527	1717.18203507308	1932.33444573079	1255.51000673429	1640.55895150105
CCHCR1	3384.93708473465	4670.4616774958	5357.23242254161	6065.40830947596	4216.61851318308	5372.17955070898
CCM2	5616.05386548311	8074.35747634867	11605.4877300814	13248.8684122819	5081.77717245855	6861.70291619882
CCM2L	1607.00037170168	2280.53013542168	2655.99925106731	3004.1407877551	1849.79160959375	2854.05176324626
CCNDBP1	6740.05969133011	9168.37154287311	11247.0302476108	12090.9185825314	7382.68722581737	9426.70381656156
CCNG1	4130.29903821409	5424.70877376631	7377.39637732191	7719.36327381804	5287.7673294289	6083.08842969277
CCNG2	7460.57624636024	10331.7621111771	13211.7186396279	14683.384176311	8499.15387659667	11414.9050220712
CCNI	8131.40200449174	11682.8250112183	14490.2169937727	16926.7419514109	8648.49674040018	11913.5828620909
CCNI2	4482.10988025639	6451.12522317216	7948.36793868568	8751.27157942181	5421.66093145963	7178.09642827402
CCNJ	1789.86250428864	2398.8259653792	2707.20746284881	3071.242030826	2066.08127441262	3040.24218393249
CCNJL	2890.0167476243	4384.06124707233	5145.57181384473	5337.26914480124	3711.94262860572	4777.15142306138
CCNL1	5691.58387676903	8055.67918740801	9256.73774970309	10057.0254986392	6376.42530901721	8845.99802896675
CCNL2	2021.42161783625	2803.52222576019	2538.22036396985	2936.13277112919	2389.48582085607	3480.32863282722
CCNY	5101.25720961331	7032.82050732418	7744.38856175602	9444.04657545106	6226.05249442885	8685.84822655831
CCNYL1	6866.27431545263	9551.72118732192	11023.421056165	11987.54639726	7787.45788426411	10842.0114199597
CCP110	1904.15133715548	2421.06202364189	3081.02740885378	3176.4277632074	1977.50550691537	2781.13803206844
CCPG1	3292.51220250319	4546.82919355523	6229.47896321988	7117.26563329	3352.48980469246	4338.36700508054
CCS	669.831942193527	1110.02402847358	1263.98936080677	1394.61772760862	909.446543024099	1316.35325394251
CCSAP	3094.74283084665	4481.89990342817	5008.16311223103	5846.87588271805	3639.8460736661	4850.0651542392
CCSER1	9250.43875064888	12458.418723421	15643.2552290529	16438.8977788144	9973.01344971953	13645.2839775643
CCSER2	3228.90798247295	4391.17678571639	4323.6800147516	5761.63916854691	4041.52687975828	5614.35730069247
CCT2	1342.64533220097	1938.09483817622	2230.97109328083	2693.11745838595	1672.64007459925	2088.45758587911
CCT3	1003.75409735232	1359.06788101573	1751.32084292741	1846.19095800464	1143.24537118545	1382.75683055088
CCT4	1518.55075322212	2345.45942554874	2252.30784818979	2686.77004350086	1625.26233849607	2324.12518129315
CCT5	1558.30339074102	2139.99824720146	2725.98380716869	2575.23689623437	1758.12598974194	2124.91445146802
CCT6A	1117.04911428119	1444.45434474446	1796.55476333441	1888.80931509021	1021.71117857294	1631.44473510382
CCT6B	1609.9818195156	2244.06299987086	2484.45174159927	2626.92298887006	1956.90649121833	2488.18107644325
CCT7	2038.31648878178	2598.06104741292	3351.57746109939	3582.66231585282	2019.73348909429	2870.97816512683
CCT8	1733.2149958242	2281.41957775218	2498.107264741	3327.85894689442	1520.20735844119	2226.47286275142
CCT8L2	4344.96328081617	6043.76063579965	6695.47369043156	7842.68447729969	5434.02034087785	7038.77912048782
CCZ1	8750.54933384866	11374.1885225321	14264.0473917378	15775.1395365456	8744.28216339139	11944.8316040243
CCZ1B	8214.88254328144	10691.9862550328	13528.3560824768	14656.1809696606	8067.60449774379	11081.5851081154
CD151	3879.857421845	5407.80936948666	6006.72324197034	7528.9408272655	4638.8983349723	6217.19761382341
CD163	1836.57185337335	2729.69851232805	2906.06601860031	3202.72419630275	2177.31595917661	3046.75233850194
CD163L1	3017.22518768479	4460.55328749599	4876.72870199183	5510.46289380856	3569.80942029618	5425.56281817846
CD164	1766.01092177729	2246.73132686239	2207.92739797915	2903.48892314876	1980.59535926992	2505.10747832382
CD164L2	3983.21427939415	5926.35424817264	6541.84905508705	7387.48415268361	4926.25460394594	6339.58851972904
CD2BP2	3649.29212423536	5093.83622681745	6215.82344007815	7123.61304817509	4148.64176138286	5838.3066178815
CD320	1332.70717282124	1701.50317826118	2138.79631207412	2452.82246630774	1520.20735844119	2068.92712217076
CD34	3740.72319052883	5072.48961088527	5908.57416938913	7158.97721682056	4399.94975288669	6075.27624420943
CD36	3383.94326879667	4741.61706393641	6077.56126826809	6544.18474652235	4271.20590478022	5683.36493912862
CD37	2663.42671376654	3990.03829465743	4595.08353719357	4902.92461195045	3300.99226544987	4282.37967578328
CD3EAP	789.089854750237	1258.56089766836	1234.97137413059	1710.17492475283	1025.83098171235	1641.86098241494
CD5	2580.93999091482	4075.42475838616	4311.73143200258	4866.65366974996	2843.69411697569	3977.70444193309
CD52	7966.42855878829	10989.0599934223	14379.2658682461	14605.40165058	9241.74839247479	12146.6463956772
CD53	5064.48601990833	6904.74081173108	7917.64301161677	7902.53153193049	6772.95636118513	9163.69357195584
CD59	6179.54750231357	8267.36646206883	9933.53961541529	11567.7102412894	7087.09135056492	9562.11503160609
CD5L	4267.44563765431	6085.56442533351	7419.21641694348	7680.37201095252	5303.21659120168	6692.43889739315
CD6	3922.59150717782	5477.18587126626	6800.45052458364	6647.55693179373	4268.11605242567	6016.68485308439
CD68	3096.73046272259	4503.24651936036	4889.53075493721	5702.69888747112	3870.55504947289	5234.16427383667
CD82	4637.14516658011	6426.22083791795	8342.67116940325	9712.45154773464	5368.10349064734	7063.51770785172
CD99	5168.83669339545	7267.63328257821	8053.34477283776	9329.79310751954	6084.94923690416	8002.28199676621
CD99L2	5487.85160948465	8090.36743829781	10163.9765684321	9953.65331336786	6603.01448168459	8615.53855720827
CDADC1	3128.53257273772	4663.34613885174	5513.41746847519	6027.32382016545	3880.85455732141	5136.51195529494
CDAN1	929.217902004373	1189.18439588876	1878.48790218481	1750.97973472837	871.338363984584	1111.93440046182
CDC123	2465.65734211	4047.85204614043	5696.06009049589	6350.13520574976	2752.02849712389	4162.59283170543
CDC26	1930.98436748074	2845.32601529405	2696.96582049251	3681.50063334914	2195.85507330394	3514.18143658835
CDC37	1246.24518621763	1777.10577635433	2060.27705400915	2293.23032062561	1397.64321504383	1624.93458053437
CDC37L1	3893.77084497661	5687.98370359658	6556.35804842514	7025.68150423378	4956.12317670664	6588.27642428198
CDC45	891.452896361414	1205.1943578379	1346.77596985354	1410.93965159883	986.69285188798	1382.75683055088
CDC73	1287.98545561248	1600.10675258331	2865.09944917511	3085.75040770619	1036.13048956086	1381.45479963699
CDCA2	6594.96256438612	9335.58670100855	9977.06659542957	11198.6534043995	8335.39170180524	11741.7147814575
CDCA3	907.353951368976	1213.19933881247	1563.55739972857	1700.20041564769	1011.41167072442	1619.72645687881
CDCA4	2186.3950635397	3547.98545639511	4115.43328684015	4485.80877664488	2513.07991503828	3588.39719868006
CDCA5	1534.45180822968	2283.1984624132	2627.83473458748	3025.90335307539	1904.37900119089	2412.66328343765
CDCA7	1374.44744221609	1810.90458491363	2399.10472196343	2491.81372917326	1578.91455317774	1880.13263965675
CDCA7L	3448.54130476489	4851.90791291936	5731.05236854658	6931.37705451252	4187.77989120723	5852.62895793428
CDCA8	1124.99964178497	1580.53902131214	1969.80921319516	2301.39128262072	1414.12242760146	1618.42442596492
CDCP1	1540.41470385752	1887.39662533729	2525.41831102447	2607.88074421481	1838.46215096038	2742.07710465175
CDCP2	1567.24773418278	2148.00322817603	2724.27686677598	2823.69285030769	2018.70353830944	2463.44248907935
CDH1	7277.71411377329	7891.13235626409	8086.63011049574	8168.21618354903	7662.83383929705	8803.03100880839
CDH10	7975.37290223004	11673.0411455827	13736.6028103883	14938.1875452694	9236.59863855053	12864.0654292304
CDH12	7096.83961306227	10577.2481943973	12031.3693580642	13268.8174304921	8851.39704501597	12298.9840126023
CDH13	4841.87124980246	7347.6830923239	7919.34995200949	8423.92632606244	5655.45975962098	8386.38111636368
CDH15	3394.87524411437	4417.86005563162	5135.33017148843	5130.52477425848	4171.3006786496	5277.13129399503
CDH16	1249.22663403155	2049.27512948968	1822.15886922516	2300.48450906571	1774.60520229957	2364.48813962373
CDH17	4683.85451566482	7065.72987355297	7537.84877423729	9340.67439017968	5676.05877531801	7947.59669838284
CDH18	5782.02112712454	7776.3942956286	8766.84585699337	9591.85066491803	6311.53840957155	8278.31255051083
CDH19	6153.70828792628	8962.91036452584	9382.19786856777	10918.4603759007	6967.61705952211	9905.85119287298
CDH20	3480.34341478001	5010.22864774973	5817.25285837878	6655.71789378884	4437.02798114135	6145.58591355947
CDH22	3828.17899307042	5283.28744321559	6090.36332121346	6641.20951690865	4387.59034346847	6257.56057215399
CDH23	3040.08295425816	4448.10109486888	4467.06300773981	5234.80373308488	3992.0892420854	5021.93323487264
CDH24	3585.68790420511	5245.04142300376	6072.44044708994	6904.17384786216	4015.77811013699	5271.92317033947
CDH26	3222.94508684511	4544.16086656371	5036.32762871085	5377.16718122178	4050.79643682195	5629.98167165914
CDH3	1837.56566931132	2378.36879177752	2400.81166235615	3164.63970699224	2452.31281873203	3035.03406027693
CDH4	6028.48747974174	8961.13147986482	9791.8635628198	10845.9184914998	7883.24330725532	10153.237066512
CDH6	4396.64170959074	6083.78554067249	8100.28563363747	8412.13826984729	4808.84021447284	6767.95669039876
CDH7	3307.41944157278	4619.76346465686	5245.42782681866	5985.6122366349	3754.17061078464	5598.73292972579
CDH8	5616.05386548311	7647.42515770499	7954.34223006019	9648.9773988838	6677.17093819392	8730.11727763056
CDH9	5072.43654741211	6536.5116869009	7771.69960803949	9332.51342818457	5750.21523182734	7378.60918901304
CDHR1	2964.55294297224	4113.67077859799	4154.69291587264	4599.15547102139	3878.7946557517	4426.90510722504
CDHR2	3598.60751139875	5701.32533855419	6672.42999512989	6808.05585103088	4486.46561881424	5986.73814206493
CDHR3	3575.74974482538	4842.12404728378	5716.54337520849	6272.15268001872	4480.28591410513	6221.10370656508
CDHR4	3590.65698389497	4939.07326130912	5635.46370655444	6063.59476236594	4646.10799046626	5725.02992837309
CDHR5	2552.11932871361	3585.34203427644	4123.11451860738	4260.92893500188	2992.00702999434	3710.7881045857
CDIP1	4561.61515529419	6497.37622435856	6908.84123952116	7706.66844404787	5275.40792001068	7057.00755328227
CDK2AP2	2136.70426664107	2521.56900698926	3176.61607084592	3289.77445758391	2164.95654975839	3024.61781296582
CDK5R2	1672.59222360787	2368.58492614194	2665.38742322725	3305.18960801912	1950.72678650922	2777.23193932677
CDK5RAP1	5534.56095856936	7947.16722308607	9330.98965678627	11034.5273909423	6511.34886183279	9025.67829508353
CDK5RAP2	2339.44271798748	3000.97842313289	3573.47971215257	3661.55161513888	3050.71422473089	4037.59786397202
CDK5RAP3	3264.68535623996	4568.17580948742	4335.62859750062	5160.44830157388	4343.30245971985	5382.5957980201
CDKAL1	4916.40744515041	6956.32846690052	6760.3374253548	7840.87093018966	6641.12266072411	9072.55140798356
CDKN1C	3377.98037316884	4465.88994147903	5441.72597198109	6098.95893101141	3892.18401595478	4939.90528729759
CDKN2AIP	3742.71082240478	5213.02149910548	6488.08043271647	6575.92182094778	4476.16611096572	5611.75323886469
CDKN2AIPNL	5424.2473894544	7966.73495435724	8713.93070481915	9153.87903784719	6692.6201999667	8622.04871177772
CDKN3	2421.9294408392	3865.51636838635	4344.1632994642	5042.56773942231	2912.70081956076	4102.6994096665
CDNF	5831.71192402317	8511.96310295845	8214.65063994949	10770.6562864338	7571.16821944524	10220.9426740343
CDO1	6095.0731475859	8990.48307677157	11394.6805915809	11805.2849127026	7387.83697974163	9705.33843213396
CDPF1	4522.85633371326	6201.19192829951	7092.33733173821	7921.57377658574	4932.43430865505	7389.02543632415
CDR2L	1250.22044996952	1955.88368478638	2244.62661642256	2407.48378855714	1500.63829352901	2010.33573104573
CDRT15	2595.84722998441	3869.07413770838	4078.73406839674	4512.10520974023	3437.97571983515	4135.25018251375
CDRT15L2	3663.20554736697	4932.84716499556	5842.00349407317	6834.35228412623	3895.27386830933	5928.14675093989
CDS1	3272.63588374374	4919.50553003795	6045.12940080647	6672.94659133407	4084.78481272206	5562.27606413688
CDS2	1324.75664531746	1674.81990834595	1986.87861712233	2227.03585110973	1313.18725068599	1856.69608320674
CDSN	5046.59733302482	7506.00382715427	8334.13646743967	9425.91110435082	6367.15575195354	8398.09939458868
CDT1	624.116409046787	897.447311482244	1110.36472546226	1274.01684479201	883.697773402805	968.710999933951
CDV3	3395.86906005234	4706.92881304661	5743.0009512956	6079.91668635616	3879.82460653656	4808.40016499473
CEACAM18	8499.1139015416	12421.9515878702	14586.6591259612	15961.0281153231	11110.0791161959	15069.7057973596
CEACAM19	1004.74791329029	1390.1983625835	1478.21038009273	1942.30895483593	1113.37679842475	1699.15034262608
CEBPB	1750.10986676973	2813.30609139577	2976.90404489806	3634.34840848851	2632.55420608108	3268.09759386319
CEBPE	2387.14588301016	3531.97549444598	3724.54393690801	4523.89326595539	2726.27972750259	3601.41750781896
CEBPG	3901.72137248039	5138.30834334284	6034.03428825381	6832.5387370162	4253.69674143774	5799.24569046481
CECR1	3689.04476175426	5436.27152406291	6375.42236679717	7084.62178530957	4780.00159249699	6501.04035305136
CECR6	4093.5278485091	5883.66101630827	6849.95179597243	7573.37273146109	5310.42624669564	6540.10128046806
CEMIP	4097.50311226099	5840.07834211339	5579.13467359479	7396.55188823373	4675.97656322696	6486.71801299858
CEMP1	2916.84977794956	3883.30521499651	4479.01159048883	5189.46505533427	3331.89078899542	4303.21217040552
CEND1	1943.90397467439	2613.18156703155	3589.69564588338	3803.00828972076	2259.71202196475	3031.12796753526
CENPC	995.803569848536	1527.17248148168	1942.49816691169	1976.76634992639	1139.12556804604	1626.23661144826
CENPF	1810.73263898606	2553.58893088753	2935.0840052765	3302.46928735408	2245.29271097682	2739.47304282397
CENPH	1286.99163967451	1912.3010105915	2132.82202069961	2439.22086298256	1476.94942547741	1967.36871088736
CENPI	1852.47290838091	2711.02022338739	3131.38215043893	3527.34912899708	2281.34098844663	3257.68134655208
CENPJ	2366.27574831274	3484.83505092907	4322.82654455524	5067.05062540764	2947.71914624572	3913.90492715249
CENPK	2014.46490627044	2756.38178224328	3181.73689202407	4058.71843223418	2397.72542713488	3333.19913955768
CENPL	4441.36342679951	6524.05949427379	8363.15445411585	8857.36408535823	5540.10527171758	7736.66769033271
CENPM	560.512189016541	720.448287711216	910.652699514401	956.64610053777	545.873915971429	647.10936420319
CENPN	1371.46599440218	1998.57691665074	2038.94029910019	2657.75328974048	1780.78490700868	2324.12518129315
CENPO	2085.0258378665	2979.63180720071	3655.41285100298	3809.35570460585	2470.85193285936	3212.11026456594
CENPP	2871.13424480282	3923.33011986935	4520.83163011039	5205.78697932449	3175.33826969796	4559.71226044179
CENPQ	4286.32814047579	6346.17102817226	7070.14710663289	7798.25257310409	5475.21837227192	6429.42865278743
CENPV	1613.95708326749	2205.81697965903	2829.25370092806	2695.83777905098	1735.4670724752	2342.3536140876
CEP112	3535.99710730648	5052.9218796141	6081.82861924988	7212.47685656627	4296.95467440152	5404.73032355622
CEP126	2515.34813900863	3781.90878931863	4000.21481033177	5249.31210996507	2671.69233590545	4001.1409983831
CEP128	7539.08770546008	10068.4871813469	12495.6571448832	14695.1722325262	8251.96568823225	11594.5852881879
CEP131	2949.64570390265	3949.12394745407	4712.86242429102	5511.36966736357	3102.21176397348	3986.81865833032
CEP135	3834.14188869826	5495.86416020692	6692.91327984249	7641.380748087	4569.89163238723	6150.79403721503
CEP152	4931.31468422	6711.73182601091	7609.5402707314	9632.65547489358	5253.7789535288	7006.22834764058
CEP162	2076.08149442474	2868.45151588725	3511.17638781841	3898.21951299703	2405.9650334137	3041.54421484638
CEP170	6442.90872587631	9487.68133952536	11263.2461813417	12245.9768604385	8468.25535305112	11603.6995045852
CEP170B	3111.63770179218	4623.32123397889	5491.22724336987	6531.48991675218	3689.28371133898	4924.28091633092
CEP19	4090.54640069519	5471.84921728321	6605.85931981393	6926.84318673746	4884.02662176702	6266.67478855122
CEP192	2187.38887947767	3089.92265618366	3808.18401615113	4155.74320262047	2416.26454126221	3445.1737981522
CEP290	1707.37578143691	2265.40961580305	2302.66258977493	3000.51369353505	1748.85643267828	2475.16076730435
CEP295	2113.8465000677	2999.19953847188	3822.69300948922	3849.25374102638	2337.98828161348	3032.42999844915
CEP295NL	6615.83269908354	9327.58172003398	10934.6601557437	12056.4611874409	8019.19681085575	10814.668770768
CEP350	3211.01929558944	4722.04933266524	7300.58405964966	8386.74861030695	3511.10222555963	4424.30104539726
CEP41	1739.17789145203	2613.18156703155	2798.52877385916	3397.68051063035	2359.61724809537	3008.99344199914
CEP44	3554.87961012796	5281.50855855457	6689.49939905705	7049.2576166641	4090.96451743117	5550.55778591187
CEP55	2763.80212350178	3926.88788919138	4215.28929981408	4991.78842034163	3400.89749158049	5100.05508970603
CEP57	4371.79631114143	6288.35727668926	8214.65063994949	8708.65322233625	5666.78921825435	6530.98706407083
CEP57L1	5046.59733302482	6965.2228902056	8164.29589836435	8981.59206239489	6110.69800652545	8167.6399228302
CEP63	2710.13606285126	4569.06525181792	5350.40466097074	6303.88975444415	3466.814341811	4838.34687601419
CEP68	1412.21244785905	1959.44145410841	2253.16131838615	2528.08467137375	1734.43712169035	2413.96531435154
CEP70	4077.62679350154	5814.28451452867	7065.02628545474	7984.14115188157	4465.8666031172	6542.70534229584
CEP76	6721.17718850863	9804.3228091861	10342.351839471	12282.2478026389	8239.60627881403	11157.102901121
CEP78	2834.36305509783	4223.07218525044	4622.39458347703	5090.62673783795	3354.54970626216	5097.45102787825
CEP83	3944.45545781321	5919.23870952857	7043.68953054578	7273.23068475208	5027.18978086141	6517.96675493193
CEP85	2752.87014818408	3893.9785229626	4761.51022548345	5190.37182888928	3107.36151789774	3695.16373361902
CEP85L	4238.6249754531	5802.72176423207	6931.03146462648	7665.86363407233	5030.27963321597	6839.56839066269
CEP89	2430.87378428096	3351.41870135292	4467.06300773981	4067.7861677843	3040.41471688238	3667.82108442734
CEP95	4350.926176444	6110.46881058772	7428.60458910342	8754.89867364186	4857.24790136087	6530.98706407083
CEPT1	7879.96657218468	11185.6267484645	13077.7238187996	15067.8561636361	9385.94150235403	13176.552848564
CER1	2838.33831884972	3942.00840881001	4409.02703438744	4976.37326990643	3338.07049370453	4295.39998492218
CERCAM	2380.18917144436	3755.2255194034	3976.31764483373	4452.25815510943	2929.18003211839	4271.96342847217
CERS1	2191.36414322956	3048.1188666498	3682.72389728645	3754.94929130512	2741.72898927537	4002.443029297
CES4A	2846.2888463535	4303.12199499613	4285.27385591547	4889.32300862526	3677.95425270561	5007.61089481986
CFAP221	3181.20481745026	4260.42876313176	4764.92410626889	5820.57944962269	3472.99404652011	4540.18179673345
CFAP36	4307.19827517321	6327.4927392316	6438.57916132769	7805.50676154419	5351.62427808971	7228.87563391572
CFAP45	2657.46381813871	3685.8490176238	4639.4639874042	4975.46649635141	3154.73925400092	3972.49631827753
CFAP47	5589.22083515785	8112.6034965605	9558.0127290176	10429.7094297492	6588.59517069667	9267.85604506702
CFAP53	1611.96945139154	2315.21838631148	2363.25897371638	2864.49766028324	2090.80009324906	2639.21666245446
CFAP58	1728.24591613434	2520.67956465875	2749.88097266673	3252.59674182842	2153.62709112502	3014.2015656547
CFAP97	8469.29942340242	11512.9415260913	14547.3994969287	15125.8896711569	9738.18467077333	14107.5049519951
CFDP1	2245.03020388008	2967.1796145736	3646.8781490394	3511.02720500687	2993.0369807792	3456.8920763772
CFP	1691.47472642935	2439.74031258255	2881.31538290592	3277.07962781374	1805.50372584512	2670.46540438781
CGB	13288.3129066315	19369.3856314656	21194.2253861679	24015.8976044956	16685.2027145984	22256.9164420308
CGB1	22626.207459822	32224.495634293	35251.7329903869	39576.1318085033	27755.1137501851	37407.3481560516
CGB2	14603.1313925693	21348.3948168452	22919.0886530082	26249.2808704904	18394.9210174523	24609.6863034296
CGB5	20233.098681184	28952.2373003553	31846.3869069169	35497.4643580588	24968.0669263762	33647.0828767381
CGB7	3661.21791549103	5386.46275355448	6025.49958629023	6684.73464754923	4534.87330570227	5988.04017297882
CGB8	20233.098681184	28952.2373003553	31846.3869069169	35497.4643580588	24968.0669263762	33647.0828767381
CGGBP1	4012.03494159535	5806.2795335541	6930.17799443012	7449.14475442443	4736.74365953322	6671.60640277092
CGN	4175.02075542286	6149.60427313006	7535.28836364822	8050.33562139746	5140.4843671951	6987.99991484612
CGNL1	3392.88761223843	4891.93281779221	5642.29146812531	6295.72879244904	3846.8661814213	5101.35712061992
CHAC1	2682.30921658802	3939.34008181849	3919.98861187408	5128.71122714846	2827.21490441806	4008.95318386644
CHAC2	6553.22229499127	8614.24897096683	9373.66316660419	10584.7677076563	7494.95186136621	10304.2726525232
CHAF1A	807.972357571717	1240.77205105821	1139.38271213845	1360.16033251816	1064.96911153671	1376.24667598143
CHCHD1	3617.49001422023	5478.96475592728	6238.01366518346	6442.626108361	4384.50049111392	6520.57081675971
CHCHD10	1804.76974335823	2711.9096657179	3330.24070619043	3134.71617967684	2418.32444283192	3268.09759386319
CHCHD2	7759.71484368999	10431.379652194	12063.8012255258	13693.1874542378	9221.14937677775	11461.7781349712
CHCHD3	8595.51404752494	11604.5540861336	14198.3301866182	16650.1760171323	10097.6374946866	13985.1140460895
CHCHD4	3360.09168628533	4622.43179164838	5553.53056770404	6843.42001967635	3839.65652592734	4895.63623622534
CHCHD5	5544.49911794909	7918.70506850983	8331.57605685059	9349.7421257298	5847.03060560341	7908.53577096615
CHCHD6	4515.89962214745	6489.37124338399	7105.13938468359	7729.33778292317	5293.94703413801	7396.83762180749
CHCHD7	8616.38418222237	12721.6936532513	14629.3326357791	15713.4789348047	10484.8989897909	14374.4212893425
CHDH	3907.68426810823	5272.61413524949	5852.24513642947	6341.97424375465	4357.72177070777	6369.5352307485
CHGA	2501.43471587701	3747.22053842883	5109.72606559768	5670.05503949069	2780.86711909974	4202.95579003601
CHGB	1725.26446832042	2333.89667525214	2830.96064132078	2956.98856289447	1973.38570377596	2460.83842725157
CHI3L1	3047.03966582396	4202.61501164876	5116.55382716854	5678.21600148579	3547.15050302944	4840.95093784197
CHI3L2	3448.54130476489	5257.49361563086	6107.43272514063	6616.72663092332	5056.02840283726	6792.69527776266
