SYMBOL,Tumour55.AVG_Signal,Tumour56.AVG_Signal,Tumour60.AVG_Signal,Tumour64.AVG_Signal,Tumour66.AVG_Signal,Tumour68.AVG_Signal,Tumour69.AVG_Signal,Tumour72.AVG_Signal,Norm_1_AVG_Signal,Norm_2_AVG_Signal,Norm_3_AVG_Signal
"CCL25",119.2654,133.4822,126.5316,134.4204,124.9248,122.7562,110.6731,132.9789,43,44.95,41.4
"CCL26",135.9462,158.8769,148.7477,148.3035,147.9455,146.2009,117.2378,129.6159,49.7,53.4,42.5
"CCL27",132.5978,150.1225,131.7357,139.3663,152.9749,126.712,97.80166,134.54,42.4,42.3,39.6
"CCL28",128.1462,147.7199,121.8112,149.0956,134.3734,136.2427,121.5123,141.5333,47.3,47.2333,46.1
"CCL3",194.0811,333.3974,170.6962,185.6749,204.0089,347.4855,139.7357,244.7911,54.7,49.4,51
"CCL3L1",141.5643,223.7737,130.9181,148.2159,165.6462,231.4098,132.4811,190.9138,43.5,48.1333,46.2333
"CCL3L3",198.6707,431.9203,157.4686,145.71,242.4737,439.1973,168.95,278.7746,51.7,59.1,50.3
"CCL4",136.8089,144.1825,129.4547,134.2167,141.3721,119.8361,108.3757,130.7237,42.3,41.8,42.6
"CCL4L1",169.7708,304.3069,156.1908,171.9875,330.4021,368.3099,144.1353,232.2853,47.9,50.6,42.9
"CCL4L2",142.3258,262.7025,147.5987,157.1628,226.975,216.3024,138.7928,177.6792,44.5,60.4,43.85
"CCL5",281.9734,330.6788,332.6756,706.7529,1275.743,459.4893,477.4825,324.8064,304.45,945.45,120.4
"CCL7",114.2239,127.4987,107.0032,112.4407,116.5091,110.6228,100.758,112.3591,38.2,49,39.5
"CCL8",205.9427,177.2538,143.2901,152.063,341.1957,259.6812,206.8036,156.3306,52.2,49.5,52.8
"CCM2",793.7442,334.7695,408.293,430.2433,442.6884,522.2596,412.2964,605.4809,167.5333,227.8333,163.2333
"CCNA1",105.9317,134.5563,109.8991,113.2759,115.9692,117.4373,98.41528,107.9495,42.2,48.5,46.5
"CCNA2",468.6194,372.3033,256.0722,458.023,571.5441,404.5863,230.9221,374.3572,43.3,45.3,51.3
"CCNB1",407.8206,441.7619,283.2874,539.4937,308.998,286.1837,202.993,327.3959,41.3,55.8,44
"CCNB1IP1",202.8935,262.1745,289.5544,276.0373,207.5208,280.1817,503.7031,345.1432,157.225,209.25,190.95
"CCNB2",840.5263,531.1832,347.1655,917.0146,838.5262,581.0451,363.1705,655.1317,43.3,44.5,53
"CCNB3",118.6801,147.0355,111.2843,128.9521,123.3494,110.5389,100.8627,123.8054,38.5667,45.7,40.1667
"CCNC",310.2302,418.9831,543.2787,423.695,378.1086,502.666,258.1792,387.8479,61.1667,73.8,110.3333
"CCND1",6235.36,2486.381,1749.427,1476.684,17584.86,1114.79,5913.279,7669.911,1854,2303.3,1411.8
"CCND2",177.6502,314.9934,183.0953,412.7361,772.0436,1547.383,1854.661,206.2947,1028.35,1017.95,839.7
"CCND3",2440.804,1313.729,1167.347,1221.823,1874.665,853.0638,1062.969,1172.892,827.1,962,753.3
"CCNDBP1",601.1601,751.2287,1051.012,804.4811,1123.225,763.1693,1043.603,955.1264,298.6,342.4333,515.6
"CCNE1",444.8376,532.2768,199.6158,464.6244,219.6951,159.6299,183.1259,259.4562,57.15,60.475,52.575
"CCNE2",135.5664,180.6735,131.1125,190.3646,189.0387,155.9884,123.0199,176.9707,40.9,43.35,45.4
"CCNF",1780.53,619.1213,431.411,757.7439,667.7917,369.2227,405.3363,571.4808,317.2,221.8,125.3
"CCNG1",675.0659,739.9646,1348.76,811.2532,625.5331,636.1815,920.2141,1063.896,113.3,121.15,228.15
"CCNG2",337.8393,264.7379,579.3137,362.1146,354.9511,326.0444,546.169,273.6511,75.85,91.95,93.2
"CCNH",253.9078,297.678,261.6831,214.6053,244.9428,305.9781,299.8793,245.7519,68.85,73.4,89.55
"CCNI",5568.854,4788.829,8432.47,5968.517,8264.859,7561.364,12428.72,7086.854,3298.5,5628.2,4533.6
"CCNJ",143.1866,185.3241,152.4037,171.1077,161.4794,143.7406,138.1728,201.1547,39.3,50.3,51.3
"CCNK",1129.768,413.0161,562.3938,616.0551,619.002,554.7764,796.9993,592.174,302.6,300.9,374.8
"CCNL1",264.1412,446.229,586.3831,589.5928,541.8033,604.8722,560.2124,651.124,174.65,250.1,288.55
"CCNL2",137.7723,175.6783,178.3294,154.9395,168.0705,145.3887,137.6367,179.5166,47.6,52.4,46.55
"CCNO",381.522,263.0961,422.975,1249.109,950.743,216.3402,315.9951,247.9212,86.9,100.9,106.2
"CCNT1",152.5302,215.6192,172.6244,170.081,180.6369,145.0125,158.4458,191.4385,68.6,80.4,66.4
"CCNT2",158.9903,242.3708,161.9322,243.2156,220.7716,185.3728,213.8764,221.7682,71.4333,95.8667,87.1333
"CCNY",786.4443,550.3918,457.4453,385.6987,460.776,358.4433,495.1979,548.0448,111.9,149.5667,140.5
"CCNYL1",147.9432,300.9557,158.4938,236.4873,174.957,341.0362,130.4687,181.1473,52.6,58.5,67.55
"CCPG1",171.9998,219.5321,164.9503,194.3465,194.5286,180.2458,185.1499,152.266,142.05,127.9,148.5
"CCR1",124.7233,153.7726,153.4999,135.1369,171.1292,148.8916,140.6316,151.1851,42.8,52.6,50.3
"CCR10",139.5429,155.871,147.2441,163.2672,142.8103,160.0838,118.4515,167.5074,46,47.6,39.1
"CCR2",131.2509,155.0881,129.4112,143.8983,158.1031,130.5012,120.8939,139.8032,43.6125,45.2375,42.4125
"CCR3",117.0204,124.9324,112.7258,117.522,110.2158,111.2525,109.303,111.0165,44.5,45.4,41
"CCR4",128.7621,151.1725,122.3486,129.7386,141.5776,107.5635,120.7251,135.8162,37.7,42.1,39.7
"CCR5",123.2695,145.0767,116.5515,135.2389,122.5281,134.0873,88.55985,129.5562,36.35,41.6,42.7
"CCR6",6347.849,10722.96,8301.677,9651.041,9275.955,8770.745,5621.8,8168.591,3994.1333,4619.5667,4041.6
"CCR7",495.8174,229.6594,224.4508,369.856,1723.427,132.5062,220.0625,183.9912,50,53.7,42.9
"CCR8",154.082,174.6206,165.9086,176.9622,158.8518,140.1946,126.8817,169.6491,38.9,45.9,40.2
"CCR9",121.5377,152.3041,129.3641,131.8827,132.1462,129.8294,118.2934,138.6044,31.15,42.05,35.5
"CCRK",283.3889,232.0424,198.0637,221.6105,265.3707,193.4193,205.0289,202.6016,133.3,217,110
"CCRL1",130.6054,146.8377,130.541,149.2359,162.7011,149.909,112.0033,144.8013,41.2,43,45.425
"CCRN4L",285.6624,249.3781,204.3185,177.2779,193.1394,298.5298,147.585,191.1298,55.4,56.1,65.7
"CCS",306.3371,274.4373,233.8952,247.5517,235.3743,246.743,195.1946,232.6783,103.5667,122.3333,98.8667
"CCT2",924.0132,16387.45,1060.58,8875.266,1911.11,1380.05,1254.351,1561.926,300.5,477.1,697.6
"CCT3",1033.699,1283.536,1002.81,1305.867,1240.499,970.7784,1387.103,1468.537,299.7,435.85,344.6
"CCT4",204.4232,247.6408,189.3498,234.8224,174.2335,189.86,236.6264,164.5042,74.9,88.6,80.5
"CCT5",303.5963,485.3104,178.4479,418.8326,237.9428,147.9072,228.3853,243.7512,53.4,67.8,72
"CCT6A",445.047,559.6988,580.9302,891.8799,672.9418,687.8889,726.6462,852.0359,120.4,175,230.4
"CCT6B",253.1037,207.6717,208.7176,227.8571,199.4458,176.629,220.3908,190.2779,64,60.9,50.2
"CCT6P1",411.3629,411.7601,444.0284,579.2459,445.8279,515.9336,614.2457,636.4203,93.5,124.8,122.1667
"CCT7",2623.906,2013.798,1424.295,2065.59,1371.465,2026.772,1398.515,1435.248,313.0667,622.6,637.7667
"CCT8",1330.524,3086.066,2902.392,3765.421,4438.465,2361.318,2858.247,2982.988,684.5,1062.3,1617.6
"CCT8L2",138.341,154.0119,143.6305,131.496,152.3963,135.2149,135.6436,143.5936,36.2,42.7,42.7
"CD109",119.3553,129.9319,108.0525,111.9541,111.8621,136.9609,113.6295,118.795,42.9,50.7,40.6
"CD14",1036.157,643.9044,422.6793,711.7232,1619.61,2223.739,965.8496,700.1343,236.1,334.15,514.45
"CD151",3931.131,1520.812,1470.332,1744.293,1961.097,2186.082,3109.007,1489.604,1188.5,1709.5333,1367.1667
"CD160",117.4591,133.8996,100.9712,119.5308,123.1549,104.3198,119.6938,122.7031,46.2,56,56.2
"CD163",186.9618,305.3678,158.5675,383.8513,438.1624,193.0627,319.5981,167.9996,59.1,62.8667,320.4667
"CD164",311.1647,428.1229,434.6688,313.1481,293.8712,299.4573,861.6639,427.582,50.1,62.4,54.8
"CD164L2",164.5348,156.66,181.7793,171.3685,145.8336,157.3654,106.1823,154.1868,35.2,43.3,41
"CD177",113.8207,144.2092,121.0229,121.7693,125.7353,128.3516,103.9612,130.1985,41.9,43.6,42.5
"CD180",142.8422,176.5093,143.7983,167.7777,150.0142,154.1706,133.4399,160.229,46.5,46,36.9
"CD19",120.4282,131.1139,135.7721,165.2614,384.2711,108.8979,104.1686,113.9458,42.5,48.5,43.6
"CD1A",139.5712,193.832,254.9691,181.342,172.3921,156.6931,140.6745,162.2322,38.3,39.6,37.2
"CD1B",141.6377,175.6197,153.074,193.018,176.7139,164.8696,115.1509,156.5159,40.8,40.6,36.4
"CD1C",122.5391,160.4728,135.4884,157.0078,162.6487,140.0737,119.7273,146.8126,45.4,44.5,44
"CD1D",127.8325,144.788,127.3469,145.5944,144.5997,131.9368,111.4772,137.196,41.15,46.3,45.9
"CD1E",131.0169,166.2887,142.4493,180.5838,147.9341,140.084,131.5484,136.3497,45.2,46.65,41.55
"CD2",174.4045,198.313,234.9711,346.9574,610.7844,247.8627,312.1505,200.9579,75.2,112,46.9
"CD200",127.3662,144.153,128.6794,133.6528,139.8585,134.7596,113.8486,133.713,45.9,55.1,51.8
"CD200R1",156.6812,160.6094,155.409,152.5516,152.0029,160.6195,117.6612,162.6314,40.9,46.15,46.3
"CD207",176.3736,163.2754,174.3222,157.4597,147.1628,382.4777,122.3716,146.6707,40.8,45.1,38.5
"CD209",166.4684,175.7826,118.9893,184.6612,206.0349,148.0678,223.8272,155.9654,69.1,58.3,76.9
"CD22",152.0239,177.5915,135.5176,148.6619,168.8444,139.4363,142.0697,155.8884,41.9,41.9,40.1
"CD226",115.6802,129.371,115.5735,112.1707,121.6384,115.8803,104.9574,115.1335,39.4,45.2,45
"CD24",8807.032,6861.423,6792.226,4216.811,6275.336,6255.767,6078.652,2072.406,513.35,925.2,1140.35
"CD244",125.631,141.8037,115.2594,135.9053,137.8202,121.2971,135.6118,145.0441,46,48.2,43.7
"CD247",375.0333,175.4668,179.6015,342.0597,590.8321,155.1052,276.1652,177.0844,92.65,129.65,68.5
"CD248",305.3302,226.2045,149.9853,201.8333,465.1971,520.5516,170.4602,223.7742,586.2,475,665.7
"CD27",149.5991,138.8212,127.6692,209.7529,377.5655,119.0079,135.4569,133.1223,51.4,46.5,43
"CD274",116.1134,134.4616,109.7502,109.6518,113.4929,110.8885,113.7124,121.9559,43.1,49.8,47.8
"CD276",460.563,304.114,243.5662,241.7411,251.4238,217.3573,297.2292,246.8938,85.5,96.125,83.975
"CD28",127.2879,167.9933,149.0733,141.5651,195.3721,138.7829,127.9368,147.0371,40.1,48,47.3
"CD2AP",314.6541,652.9534,705.2916,609.4588,633.6436,289.3974,686.3243,791.4847,57.3,75,98
"CD2BP2",1716.915,1469.717,1817.447,1197.812,1433.2,1255.167,1532.532,1836.757,586,781.8,550.7
"CD300A",118.3082,146.0356,127.0257,152.2361,153.0232,132.834,126.0545,123.9547,51.8,53.6,64.1
"CD300C",141.6797,169.6189,136.3253,146.9418,156.7018,140.2452,123.4068,140.5629,46,44.4,42.2
"CD300E",116.5894,149.1212,120.6743,125.1264,141.2757,124.1404,101.7415,126.1656,40.2,42.3,41.8
"CD300LB",123.922,143.5456,130.3047,129.4383,128.3797,116.1752,107.7987,138.0465,42.5,40.7,47.7
"CD300LF",128.801,126.0978,124.8383,126.0266,132.7721,142.8642,113.1509,130.3708,40.1,43.9,47.1
"CD300LG",133.5238,167.0037,144.6187,137.0461,141.2749,124.3009,117.2883,145.1128,50.45,50.25,45.3
"CD302",130.6992,177.3067,144.5082,176.9775,156.6453,147.2048,120.586,154.1737,67.85,116.15,107.45
"CD320",1329.506,502.9131,312.5916,297.0055,222.4665,195.3166,144.0631,194.1551,102.5,145.7,126.9
"CD33",115.9761,135.3865,127.5364,144.4025,144.4169,125.5351,109.9722,129.3142,46.5,50.2,60.4
"CD34",189.7312,257.0286,185.8042,224.4638,278.7159,206.2111,161.6938,181.9713,373.58,338.96,257.4
"CD36",123.9551,189.0615,153.4746,205.5134,140.2786,246.7692,113.5056,116.5847,56.6333,54.7,63.4333
"CD37",154.1157,151.9706,141.5135,175.3808,345.0086,150.6063,135.5779,140.1603,50.8,61.1,52.05
"CD38",133.6836,157.6524,149.7991,192.6288,249.3093,139.4383,136.823,145.8123,40.1,41.2,37.5
"CD3D",150.4229,186.0211,185.0409,355.9223,616.9554,202.6463,311.8909,173.5969,66.3667,101.4333,56.6333
"CD3E",134.6544,149.0404,132.5269,156.5029,196.8328,129.7659,162.0479,146.0176,56,80.8,56.7
"CD3EAP",159.6366,161.2301,136.6266,127.8306,146.7391,138.6842,130.1473,142.9279,52.3,47.2,50.1
"CD3G",139.8308,151.0088,147.5179,153.0569,184.4828,131.6187,137.3596,143.3601,43,49.3,47.9
"CD4",128.6572,133.826,130.4001,146.4223,167.5833,120.8143,141.5405,138.1119,143.7,109.8,99.5
"CD40",217.8834,181.6742,358.6534,187.3086,220.0199,145.3211,123.6309,213.6522,64.95,91.8,74.15
"CD40LG",136.6505,144.3678,125.5147,134.6271,142.2123,113.589,113.6261,136.7704,45.2,44.3,44.7
"CD44",301.5475,668.6003,508.7188,501.2864,1072.992,1302.379,777.7927,773.0935,633.1,687.9333,769.5333
"CD46",691.7427,1672.939,1692.434,764.8995,1122.686,629.4424,1856.693,2104.989,358.25,517.95,797.45
"CD47",179.5808,534.1852,371.2547,281.5904,376.9888,606.7758,377.7632,316.4147,136.8,184.3,154.5
"CD48",120.0326,180.5486,147.9522,298.848,550.9048,128.0517,197.273,125.9171,60.3,66.8,54.2
"CD5",108.3438,129.5255,110.8848,117.3575,129.6863,95.99631,118.3845,108.4912,40.8,48.1,39
"CD52",182.5047,289.9126,246.9216,567.3968,1242.823,258.6942,318.0043,289.5979,138.6,156.5,122.7
"CD53",136.9014,182.6492,142.5207,208.9896,275.3412,165.8986,161.7228,153.7749,47.95,49.25,51.25
"CD55",370.8749,219.4682,296.0495,229.0926,258.9113,269.892,763.7999,175.2754,268.6,218.9,340.3
"CD58",248.5036,380.2679,306.9397,308.8686,287.66,404.3381,365.6236,382.6651,78.25,103.8,199
"CD59",162.7754,235.4256,214.7272,241.6595,234.1924,304.2767,384.9019,252.6646,73.2,100.5,137.45
"CD5L",146.0738,146.7599,134.2017,133.3537,138.7901,112.9107,110.6178,137.3586,43.4,40,40.7
"CD6",176.4129,142.3587,130.6535,203.7049,358.6637,122.082,294.1341,135.2333,64.8,96.3,55.1
"CD63",4836.767,2981.373,3422.482,3226.274,3940.377,2118.059,5238.277,3594.457,197.2,330,224.1
"CD68",595.7492,1118.935,1700.801,1128.105,1351.391,2150.052,1131.459,770.9813,313.5667,302.2,531.2667
"CD69",168.8999,235.9756,140.4181,193.571,235.8972,179.4045,132.8524,144.2885,60.45,69.55,50.2
"CD7",185.6277,177.9998,145.7845,214.5596,413.2937,157.3561,142.0477,158.423,51.6,113.5,51.1
"CD70",132.3519,170.4614,141.2875,150.268,156.2678,135.7895,140.8679,146.5002,47.2,46.8,41.7
"CD72",141.1547,140.8743,119.4131,147.9626,191.0052,117.7019,143.3331,118.5647,45.4,43.5,44.8
"CD74",1377.782,521.0892,781.6907,1962.829,3808.667,637.9214,1538.343,923.6569,465.8,1098.8,427.4333
"CD79A",140.4183,163.1079,137.2896,217.802,384.1184,140.7686,129.7933,143.2325,43.4,42.4333,42.2667
"CD79B",169.1418,237.044,165.8067,208.6861,478.0675,152.9768,180.4895,191.9725,58.2667,68.9667,56.4333
"CD80",155.0469,169.5432,141.6022,152.3079,172.8736,160.5842,123.386,181.6632,43.1,42.6,37.6
"CD81",23704.49,9334.799,10839.73,11363.45,14707.39,9489.657,13205.1,9747.928,8672.6,11008.2,9231.1
"CD82",345.4555,225.0543,322.8274,234.5782,290.8261,402.9464,318.8762,211.6795,72.05,118.25,95.6
"CD83",189.9171,256.2988,219.9271,240.6914,327.982,200.9657,194.6165,283.1107,67.4,70.3,68.95
"CD84",126.7501,162.1682,150.4582,177.9156,176.4109,142.6362,125.3478,148.953,44.45,49.7,46.75
"CD86",154.2768,191.8279,157.0309,190.3591,223.161,189.5635,151.4196,154.7515,44.2667,49.5,48.4
"CD8A",127.2842,162.716,132.3609,208.1791,276.5824,158.6861,125.6949,146.7202,73.0333,183.8333,63.9
"CD8B",126.3541,135.5079,118.7581,129.5831,131.1844,118.6876,109.1816,132.5665,40.775,46.45,39.35
"CD9",1555.136,2027.204,1691.864,3399.331,2771.974,1269.438,2495.51,2005.534,137.6,293.1,347.4
"CD93",285.4741,731.085,190.3622,631.9643,842.3384,395.0786,573.5891,377.9531,129.5,256.2,270.2
"CD96",171.9632,175.841,219.0987,306.7358,451.5818,163.58,537.3698,444.447,127.8,160.35,94.5
"CD97",359.6635,409.1236,279.6444,401.2005,432.3554,251.5863,211.8454,389.71,142.6333,229.4,224.5333
"CD99",2096.593,716.4285,622.5112,342.6765,907.6373,574.8323,397.9141,666.6324,212.4,202.4,208
"CD99L2",419.9632,310.8836,359.6811,416.6456,423.9796,341.0598,286.1236,301.0824,364.45,498.2,324.5
"CDA",149.9539,197.1577,153.7125,160.7242,159.0798,180.044,135.5523,144.617,61.1,61.8,60.1
"CDADC1",112.9849,160.3119,138.0468,172.3601,149.808,138.2844,113.6951,135.4715,55.1,54.9,48.5
"CDAN1",1845.113,5244.793,3486.076,4577.726,4137.066,3208.001,4783.393,3802.926,1280.575,1427.575,1090
"CDC123",630.0415,1412.235,434.894,430.7409,554.8622,395.0453,833.3934,670.9062,214.7,359,298.5
"CDC14A",138.8101,164.9152,136.8527,159.3148,176.3044,127.6243,121.4919,139.3223,47.55,53.9167,49.7333
"CDC14B",191.3162,213.1082,219.5708,233.7897,214.8712,175.1503,331.4784,207.3467,129.6,177.4,180.8333
"CDC14C",133.7518,154.6767,131.8061,169.9474,161.4036,149.6622,143.816,152.5806,40.4,42.9,43.1
"CDC16",777.4088,1453.555,1157.764,965.4729,1393.613,1347.503,1806.701,2128.558,572.2,673.9333,635.9333
"CDC2",447.8046,446.351,258.1864,438.1897,445.5047,236.5636,197.2298,529.5525,41.2,47.3,45.9
"CDC20",4935.017,1766.519,695.3073,2776.26,1683.969,1873.732,358.4972,1172.293,54.6,60.3,67.2
"CDC20B",134.6974,154.0815,142.7641,143.391,141.2462,129.5161,109.6518,140.6381,48.6,52,47
"CDC23",408.892,439.2365,477.0151,643.727,504.8704,673.9443,729.3902,420.5218,292.1,285,270.8
"CDC25A",280.968,229.5585,138.1518,174.8026,225.807,148.4903,118.1742,205.2588,43.75,46.2,49.95
"CDC25B",605.4377,328.1942,167.8401,225.5646,334.2753,759.0897,198.6323,210.3906,145.5,139.25,104.35
"CDC25C",177.062,228.9362,155.4716,205.0698,182.2899,164.164,142.3599,176.4872,42.1,42.3333,42.9333
"CDC26",1275.579,770.394,881.409,966.7279,1279.042,802.8634,1725.163,820.8076,425.9,485.4,681.1
"CDC27",110.1913,150.6342,121.928,110.8305,116.9607,108.0963,122.3499,120.2745,45,48,41
"CDC2L1",177.0984,240.0813,184.0145,185.9111,206.7812,171.3664,162.6997,206.1931,59.45,85.1,76.25
"CDC2L2",240.0612,308.0887,248.6814,280.0681,314.7456,191.8658,168.5445,278.9371,58.65,88,67.1
"CDC2L5",340.5898,303.2637,344.4574,338.0323,371.139,267.8861,399.662,407.3585,138.25,148.55,116.1
"CDC2L6",749.34,503.548,641.485,589.8826,589.8186,491.5979,1232.538,491.5382,324.3,438.1,283.5
"CDC34",1025.913,505.1543,369.8781,391.0201,350.8463,324.2759,547.9114,368.2723,105.3,190.5,130.8
"CDC37",7024.608,4769.117,4285.882,5904.367,6317.807,6253.723,6033.072,7115.782,2424.8,3551.7,2595.4
"CDC37L1",121.2818,147.6241,118.9232,121.2287,123.8941,122.5479,126.4039,118.0697,44.2,44.2,44.5
"CDC40",322.968,527.1729,587.9202,521.2473,528.0571,409.8342,104.2507,652.461,213.2,292,312
"CDC42",499.6526,364.7555,359.6779,366.7479,339.2756,316.3864,781.9501,326.6896,66.825,73.6,88.9
"CDC42BPA",164.2731,188.8767,152.6702,172.4068,180.5518,163.2823,194.3286,201.0739,68.1,72,83.95
"CDC42BPB",439.7174,214.9766,225.3537,251.0123,246.9333,293.1515,358.8182,228.174,278.2,263.6,159.7
"CDC42BPG",158.0893,167.2681,129.3299,132.3378,132.2886,119.6633,120.1948,128.3437,39.4,42.4,43
"CDC42EP1",247.302,186.096,148.0732,143.6463,164.5297,174.9868,152.137,170.8268,40.25,48,48.4
"CDC42EP2",159.692,179.4827,161.4056,167.2421,274.6307,173.1542,203.8268,167.3126,127.8,137.7,131.2
"CDC42EP3",116.0325,160.6557,143.2809,158.2513,128.6568,122.2705,120.1672,130.0569,42.3,52.4,54.7
"CDC42EP4",2376.601,1945.199,2278.309,1759.998,2901.9,1319.167,1611.164,3103.643,1022.7,1634.6,1147.2
"CDC42EP5",2247.63,817.1665,5031.598,403.3178,463.6784,297.8459,7816.968,2158.408,1859.4,2398.7,1443.9
"CDC42SE1",280.471,423.2133,260.4917,291.1321,306.4063,212.0621,433.9435,412.1248,57.05,75.25,108.05
"CDC42SE2",171.0149,286.6173,444.7356,343.5738,356.529,311.284,511.3224,358.5769,130.95,155.3,201.4
"CDC45L",671.933,649.2564,227.9094,590.8381,808.2255,372.8939,197.4627,478.7146,45.2,44.8,62
"CDC5L",238.1427,316.914,371.8084,345.6367,337.6916,343.9799,404.717,327.3857,78.2,102.2,158.4
"CDC6",146.4331,168.9858,135.1239,168.617,157.8689,132.0593,123.0527,149.3351,43.9,46.9,40.8
"CDC7",305.3095,318.1143,181.2038,374.9876,423.4486,218.5581,176.5992,276.0877,38,42.1,45.1
"CDC73",122.5539,144.3271,120.6051,127.6521,135.5443,127.1932,130.8002,122.1867,40.1,46.9,48.5
"CDCA1",113.7919,264.3886,114.1232,164.2278,142.0993,115.9645,103.1598,174.9379,36.3,41.7,42.6
"CDCA2",175.6112,163.6084,127.2984,154.2339,172.5902,160.652,125.0803,156.9651,40.6,51.7,44.3
"CDCA3",599.9243,219.7359,164.4872,270.4446,319.345,168.7553,121.8378,199.157,40.8,47.7,44
"CDCA4",341.4867,223.1582,210.686,254.1033,250.4933,324.5818,223.0504,330.9097,95.2667,107.6,101.6667
"CDCA5",1441.194,931.7975,445.7888,889.1932,681.024,493.4709,274.806,583.994,49.4,54.3,67.8
"CDCA7",328.3674,417.899,222.2213,341.9958,497.1052,519.3977,249.7825,400.0956,56.7,56.25,93.2
"CDCA7L",255.1974,174.1711,146.8824,179.6062,190.0673,166.2718,125.8084,189.9747,50,55.2,53.6
"CDCA8",599.3145,393.2318,209.2326,415.3651,301.479,217.0626,150.7697,274.0913,51.2,56.3,55.5
"CDCP1",224.697,229.0478,221.7627,197.0633,232.7736,302.2154,161.8041,225.2685,69.5,79.55,93.725
"CDCP2",146.9057,163.9816,145.6546,153.4126,142.2532,151.4499,133.8723,157.8455,41,45.2,41
"CDGAP",117.6779,139.3739,134.186,126.1659,120.1334,113.6377,99.81844,121.175,47.8,48.6,42.3
"CDH1",5219.698,2546.321,4337.342,4805.202,4854.644,2573.934,2709.557,4623.618,925.2,1637.6,1137.6
"CDH10",140.1583,163.2798,144.765,155.1651,143.3271,126.3896,103.774,141.9096,34.6,45.9,38.2
"CDH11",159.2041,266.9209,149.1075,331.7838,427.0669,449.6003,139.6901,212.1331,147.7,217.5,162.6
"CDH12",132.3456,170.8873,121.294,174.9491,141.2081,138.6825,125.3993,145.6524,66.8,52.6,48.3
"CDH12P",129.6126,170.8646,126.9159,146.9185,136.1312,130.5812,105.8719,151.4921,40.4,42.6,39.4
"CDH13",107.9621,143.703,112.0119,134.8168,120.8032,211.2187,104.4407,120.8327,63.6,55,61.2
"CDH15",146.7064,146.0864,124.5563,128.1619,131.7005,125.1523,126.4676,142.3352,43.2,38.9,40.8
"CDH16",121.596,152.1832,129.11,126.6638,130.2351,136.4952,142.493,130.53,47.3,48.1,42.4
"CDH17",153.3446,171.2651,164.8959,153.353,156.4058,153.4003,107.342,154.381,43.1,48.3,42.7
"CDH18",141.7422,161.3197,135.7356,152.045,145.3972,141.3888,115.1743,150.1291,37.4,38.9,30.8
"CDH19",128.4666,164.844,133.7057,143.9413,156.3325,130.0462,114.9628,149.0938,40.75,53.25,41.3
"CDH2",121.4572,154.2792,129.0373,124.7876,138.4345,166.1906,132.4056,156.564,62.9,61.6,116.6
"CDH20",138.5584,155.4042,148.9429,130.8941,148.8544,158.3968,140.8643,155.2424,43.2,48.1,46.1
"CDH22",115.6021,144.9353,114.8409,126.4202,121.4193,115.2807,117.8873,124.7625,43.2,42.2,35.8
"CDH23",171.7323,178.023,174.4149,147.4454,169.6998,121.8939,351.3416,192.1001,120.2333,182.9667,67.8333
"CDH24",132.453,147.9093,133.9865,138.2975,134.5343,121.6006,117.5043,135.5927,39.5,46.7667,38.9333
"CDH26",364.1745,351.8852,565.4866,425.2734,207.7079,130.1287,324.8712,190.0829,41.4,45.3333,44.7333
"CDH3",794.0547,243.8935,367.0359,209.409,183.8322,858.8517,193.7626,415.33,188.6,91.7,237.3
"CDH4",125.3707,153.7362,109.1736,129.1214,113.0025,115.9556,99.11989,130.8074,43.3,51.5,42.3
"CDH5",165.0507,221.4541,128.8848,214.2069,243.3573,165.1307,181.0067,152.0926,88.5,136.2,95.6
"CDH6",148.2298,179.2161,133.6035,169.2028,152.1531,153.1992,119.5891,148.7076,49.15,44.2,51.5
"CDH7",117.0332,137.219,119.6902,122.7923,125.2898,110.9635,113.9686,123.9978,42.4333,44.8667,40.5333
"CDH8",130.4316,146.384,142.0274,167.6279,128.6358,129.9148,130.9099,134.7902,37.7,39,41.4
"CDH9",142.1546,188.1207,138.0175,151.6189,125.9165,147.202,115.9278,132.1231,47.8,54.8,49.6
"CDIPT",515.918,382.1096,301.996,303.1762,313.7241,192.6497,260.4475,259.5414,60.85,64.95,54.1
"CDK10",315.2928,230.511,246.4577,244.1325,347.9224,274.4282,251.2191,361.5844,222.5,266.7333,163.5
"CDK2",654.786,652.8146,320.9705,555.0596,793.9091,331.4397,339.9394,345.8759,120.05,162.95,244.9
"CDK2AP2",737.5008,359.4749,204.8448,239.2355,263.0897,169.1517,219.0965,256.3409,84.7,134.2,122.4
"CDK3",140.5793,168.2886,138.5335,177.0794,157.7305,169.6003,142.6574,181.3176,71.8,74.1,53.2
"CDK4",2797.53,1713.836,1806.906,3498.865,2410.33,1102.57,1541.749,1567.851,308.4,368.3,338.8
"CDK5",495.6042,369.2837,299.6551,293.7676,256.8025,269.4153,260.7718,318.804,70.5,92.6,86.9
"CDK5R1",240.8999,186.2113,149.6897,246.7297,217.7355,313.7561,125.0907,141.9876,40.25,46.2,40.4
"CDK5R2",141.6884,130.3613,139.3044,141.185,128.9346,127.4503,104.9753,150.6352,42,42.4,38.4
"CDK5RAP1",322.8992,359.8492,338.8489,369.5284,324.7823,248.0305,320.9356,267.7843,100.55,135.9,109.85
"CDK5RAP2",278.6251,242.0821,182.142,266.9101,330.984,260.113,299.7333,196.9305,103.8,163.8667,102.7
