SYMBOL,Tumour55.AVG_Signal,Tumour56.AVG_Signal,Tumour60.AVG_Signal,Tumour64.AVG_Signal,Tumour66.AVG_Signal,Tumour68.AVG_Signal,Tumour69.AVG_Signal,Tumour72.AVG_Signal,Norm_1_AVG_Signal,Norm_2_AVG_Signal,Norm_3_AVG_Signal
"OXCT2",210.5072,208.2172,149.0202,180.9122,181.7024,147.3787,136.8132,179.5399,63.4,65.1,58.7
"OXER1",160.535,166.74,147.7479,154.0792,139.7216,146.0415,118.1284,157.2493,40.7,52.6,46.7
"OXGR1",114.7725,147.2752,132.9348,160.4645,138.5242,117.5613,109.7957,163.6883,44.65,46.8,41.65
"OXR1",973.5947,916.915,960.0313,886.7258,2843.608,575.5938,1242.092,879.938,750.2,898.9,988.9
"OXSM",301.9218,237.1037,212.3306,297.5162,300.8228,204.2489,232.8043,230.7111,53.1,51,65.5
"OXSR1",1205.677,788.7625,863.29,845.2278,1083.249,1251.015,746.6458,896.5531,618.7,656.6,673.4
"OXT",164.4065,152.7987,142.053,160.9249,144.6575,139.6459,122.6208,143.9698,45,48.7,40.5
"OXTR",228.6803,210.2714,203.5717,201.1887,234.9998,199.6289,227.5964,205.231,41.5,48.8,43.4
"P11",126.4935,129.5903,117.7583,112.5533,116.144,115.1991,115.1449,122.9221,44.2,50.5,40.9
"P15RS",652.3944,1323.024,900.4927,1234.399,1380.818,810.8455,1241.563,1083.791,919.8,903.7,796.8
"P2RX1",149.6461,167.1073,125.683,156.1044,158.7479,135.4557,113.7011,148.8329,523.1,380,140
"P2RX2",121.6716,146.9004,124.7313,128.9764,128.798,122.8001,110.9718,135.2314,50.06,51.5,40.26
"P2RX3",136.1599,167.6353,148.858,149.4863,147.5238,145.3349,126.0575,146.8779,42.8,42.6,40.9333
"P2RX4",569.8979,260.9928,300.9436,304.408,348.9107,198.4536,214.3071,198.812,109.2,161.3,118.6
"P2RX5",113.5381,127.9919,111.4606,125.6122,107.0519,114.0031,100.6028,118.425,39.95,42.6,42.2
"P2RX6P",115.9377,125.9904,111.0907,112.9612,109.8371,112.5829,111.2729,115.0187,39.7,53.5,40.3
"P2RX7",139.8507,165.0352,144.7691,185.2465,187.1625,150.681,134.5843,142.08,78.8,100.9,85
"P2RXL1",135.7392,173.206,129.315,148.9768,134.3312,139.5377,116.6471,145.1574,40.5,43.9,42.7
"P2RY1",124.1533,132.8763,113.5152,130.4003,119.1674,178.6101,114.6433,115.3747,44.1,48.6,40.4
"P2RY10",124.93,152.8568,121.6853,146.1844,152.3934,121.9736,135.9718,134.4916,37.35,44.5,41
"P2RY11",225.936,315.7862,150.174,350.0904,254.8616,137.9601,267.9485,187.6167,84.2,113.8,89.9
"P2RY12",145.9033,139.27,120.756,131.2294,134.3315,124.364,110.2453,130.0682,41.2,41.3,47.1
"P2RY13",139.0708,166.4897,138.9108,170.1532,188.1283,143.9094,137.0681,147.1697,51.7,49.2,41.5333
"P2RY14",129.7807,165.3437,124.5677,142.9397,148.2397,135.5503,104.68,137.9863,42.4333,45.9667,43.3
"P2RY2",281.6172,183.5023,226.462,150.6245,178.3854,181.1848,172.188,204.4069,59.25,62.475,58.125
"P2RY4",123.3322,138.997,132.9404,138.8682,124.6408,126.2503,121.8308,146.0154,39.5,36.5,39.9
"P2RY5",307.0182,345.4219,157.676,459.0745,438.7066,597.4583,644.7704,440.5387,177.2,216.8,342.8
"P2RY6",145.3125,175.051,152.2496,162.2558,195.5697,149.1145,118.0165,160.425,47.2333,48.7667,46.4
"P2RY8",163.2162,213.16,186.5326,206.6671,291.8384,159.6548,167.4728,155.266,48.1,73.9,53
"P4HA1",364.6044,242.4851,987.1755,329.9778,347.3676,374.45,942.5891,648.9731,58.65,67.15,121.8
"P4HA2",257.0004,197.7367,257.3226,236.7933,215.6056,918.0781,252.6264,353.8302,99.1,118.6667,148.5333
"P4HA3",128.893,128.0002,114.1913,117.3512,116.0721,111.2325,107.3114,114.9547,44.7,49.7,43.5
"P4HB",7895.137,3190.715,5368.223,6174.837,5089.888,3811.271,5648.372,3262.115,1708.4,1943,1271.9
"P704P",258.5309,269.1884,330.7604,243.1162,235.0534,488.4322,279.9874,310.4729,48,56.4,64
"P76",518.5596,187.5348,148.3186,163.7399,168.2462,143.1602,179.0677,136.6913,113.2,98.7,71.6
"P8",144.0896,161.6844,438.1815,214.1782,239.0896,242.4713,123.3302,149.5392,129.1,203.3,177
"PA2G4",2143.386,1161.678,853.7192,1194.797,1176.427,1140.157,929.913,1176.428,266.6,398.9,256.9
"PA2G4P4",110.3806,126.2224,112.2342,110.2351,113.0675,116.9772,133.9954,122.1015,35.6,33,39.7
"PAAF1",617.8914,479.0823,651.3356,506.7242,526.9901,331.736,509.9966,461.6884,207.2,270.7,254.6
"PABPC1",12440.58,7395.193,10305.87,11038.57,13805.21,6765.975,11815.29,8803.456,933.6,1485.85,2455.45
"PABPC1L2B",107.2275,132.5436,106.6913,112.4043,119.4242,121.2826,112.7437,126.8533,40,45.3,38.6
"PABPC3",265.4886,260.7848,336.9338,394.3212,427.994,177.2174,458.6846,298.7023,38.6,46.35,50
"PABPC4",3263.884,1786.402,2925.445,2768.719,3534.502,2202.602,1653.155,3572.627,1325.6,1480.6,1763.2
"PABPC5",153.4257,160.4642,163.8399,151.3769,167.6683,143.2653,142.4713,153.6925,41.4667,43.3667,41.8333
"PABPN1",1251.998,547.6157,538.418,486.775,777.8365,612.5577,1085.109,894.7003,690.1,882.1,568.2
"PACAP",143.6503,160.4361,128.3895,155.8398,179.1361,151.4182,117.8166,155.4161,38.3,48.6,36.4
"PACRG",127.3942,152.1143,146.7073,175.2254,144.9552,118.5308,129.0549,135.2279,47.6,51.3,43.35
"PACS1",656.612,217.0835,244.0456,200.2247,222.2906,203.0809,292.3742,215.3705,180.9,224.8,154.4
"PACS2",313.3992,147.0357,175.4874,148.1068,148.4946,153.2744,180.4722,182.1834,92.3,120.8,93.1
"PACSIN1",273.4068,206.9613,171.3177,250.713,258.8879,140.0615,175.1878,202.3525,50.1,48.1,40.1
"PACSIN2",644.4874,431.7737,448.4729,484.6831,550.8344,499.1524,676.9699,545.7455,714.8,1178.9,636.3
"PACSIN3",547.9587,219.1072,244.7268,193.1507,241.2655,434.2406,266.7682,193.7334,116.1,107.8,149.2
"PADI1",127.8747,146.4988,124.8807,128.7493,129.8924,124.6258,132.3472,122.3761,43.4,46.4,43.7
"PADI2",157.5577,189.18,156.6282,162.1431,157.9492,161.2882,138.8848,182.7233,38.6,40,40.6
"PADI3",4542.701,541.6581,2291.235,2930.438,1556.618,146.2428,1625.797,312.2697,1052.1,1604.2,346.4
"PADI4",138.0898,189.7524,138.3586,162.1177,182.0275,152.5037,122.2771,145.8379,40.6,49.1,45.5
"PADI6",110.0356,122.1023,108.5677,110.2446,120.6569,107.9624,100.8646,125.2786,48,51.3,39.7
"PAEP",128.8566,147.9574,133.2233,129.9218,124.5984,128.6198,104.9477,122.0565,39.95,42.8,40.55
"PAF1",1067.489,824.1949,658.2823,697.3137,973.3292,639.3445,637.66,560.6338,233.7,352.7,215.6
"PAFAH1B1",277.0989,1273.058,499.2335,958.7796,884.427,994.9912,1198.357,1384.844,173.3,270.1,291.4
"PAFAH1B2",168.4538,152.7993,145.5384,153.1941,164.5106,163.242,131.1441,167.7661,37.9,41.7,44.4
"PAFAH1B3",4826.236,3656.427,1414.76,2301.433,3150.43,589.9158,765.6546,2210.172,434.6,366.6,290.4
"PAFAH2",155.584,198.2615,209.7246,248.3806,370.3864,297.8438,207.5538,197.7469,136.6,189.3,147.5
"PAG1",167.0523,321.4211,215.8257,261.9186,187.6809,151.1251,248.2766,210.2158,83.5,104.2333,78.7333
"PAGE1",104.2839,123.0066,104.4579,103.8304,102.1165,101.8986,88.60493,113.102,35.6,38.5,43.5
"PAGE2",162.2414,134.9718,108.7075,118.7667,113.6989,108.3216,99.29922,168.6567,39.9,41.4,43
"PAGE2B",153.5196,132.4586,129.2103,131.0718,151.6817,132.2595,102.3325,209.8129,30.4,41,38.6
"PAGE3",135.0484,155.1179,140.3688,147.9854,139.7312,136.7729,116.8276,130.2887,42.8,46.2,39.5
"PAGE4",118.2839,117.7392,111.5793,118.7848,110.1295,112.629,105.0861,149.7176,35.9,43.9,41.2
"PAGE5",135.7362,140.6102,125.0415,152.2887,143.9901,118.0089,111.9912,125.8026,42.9,44.3667,39.4667
"PAH",143.344,175.342,153.1223,148.0762,150.2092,153.3241,133.2543,152.0268,46.3,41.15,38
"PAICS",1151.84,1184.897,960.3647,1081.671,1491.685,1274.404,742.2261,1055.202,202.9333,379.4,414.4667
"PAIP1",165.8137,235.2663,165.3019,215.6843,186.7106,171.2589,159.2057,192.1272,43.2333,51.7333,45.7333
"PAIP2",373.2068,600.4473,709.4053,558.9644,664.9495,570.0917,671.666,554.0906,133.6,191.5,369.8667
"PAIP2B",124.2306,152.922,123.6857,136.4185,125.0196,130.6539,102.9199,138.2807,40.1,49.7,45.1
"PAK1",180.706,300.3217,264.384,260.9138,321.1648,270.0468,488.6115,309.2906,184.5,176.9,191.9
"PAK1IP1",266.4581,510.537,469.6255,394.4232,382.0686,340.2648,355.1978,483.7441,79.5,106,132.15
"PAK2",334.7963,470.3309,316.4521,459.4345,435.9798,375.2932,433.3297,473.2432,100.2667,110.5,121.3667
"PAK3",143.0782,171.2355,129.6086,135.2477,141.9134,132.1769,121.7807,131.9389,41.4,52.5,37.8
"PAK4",759.8746,317.1757,318.3023,371.7808,408.5862,245.9341,282.3874,286.0049,81.6,119.9333,82.6333
"PAK6",263.8949,241.4497,189.1358,186.3317,164.4785,180.4018,181.3231,246.1888,147,142.2,115.5
"PAK7",126.9741,160.6952,136.1748,138.9846,126.5761,119.8171,103.226,140.7428,44.05,45.4,47.85
"PALB2",170.3479,222.7,188.2385,239.2694,181.1339,188.2168,144.947,222.5435,68.5,80.7,64.3
"PALLD",288.7141,638.2405,497.0452,632.0578,645.6094,1774.479,399.8008,615.8035,1614.8,1595.1,2572.3
"PALM",165.5845,203.2639,165.4278,170.9297,202.9086,155.3258,130.1357,204.8412,107.9333,136.1,144.0333
"PALM2",115.9899,123.6974,112.0008,113.9474,111.8794,105.4246,98.73874,109.9482,37.7,41,38.45
"PALM2-AKAP2",125.7002,145.9724,115.0555,129.8535,131.4045,122.0334,111.2761,130.8884,40.8,45.1,42.75
"PALMD",161.3976,318.3531,185.5796,360.6727,180.6967,211.5804,136.8578,159.7372,39.7,48.9,41.4
"PAM",262.5414,826.6515,983.6412,645.9951,1176.29,4411.761,459.7614,1137.75,1337.3,1532.1,954.4
"PAN2",238.5665,297.0208,408.4604,610.9112,409.7494,254.4008,340.0916,273.2168,200.2,192.2,215.1
"PAN3",334.7326,743.4171,521.0124,484.1449,655.0705,422.2396,760.6572,831.716,213.8,284.6,267.5
"PANK1",213.8663,168.1724,157.5846,199.1221,244.1136,146.904,165.4202,171.7064,71.2667,68.2,69.2667
"PANK2",364.4274,305.9543,268.0666,312.7508,351.3145,331.2896,463.3742,351.8299,132.8333,162.9333,199.2667
"PANK3",156.4188,210.1922,192.0504,175.3771,150.3164,182.6246,204.1778,173.8563,47,56.4,47.1
"PANK4",253.908,214.6166,204.9651,216.4098,199.5606,160.4615,173.8357,182.9382,85.3,99.6,93.8
"PANX1",173.7241,179.0663,159.1373,209.7516,177.987,273.9894,168.5372,197.1488,53.6,71.9,68.7
"PANX2",328.2293,361.2886,461.3292,466.5696,172.8273,126.2337,147.4148,376.4049,74.3,77.7,86.6
"PANX3",121.9582,140.0306,129.3358,118.8317,122.591,103.7439,116.8753,125.2804,46.9,50,42.4
"PAOX",220.6008,169.2295,187.9235,205.4294,192.8692,140.9,206.6641,204.6862,79.1333,96.3667,65.1333
"PAPD1",348.6162,392.5667,379.1864,431.8587,396.3996,305.4758,420.9746,536.467,109.3,211.8,214.2
"PAPD4",318.3821,567.5932,512.0156,504.666,665.9053,500.084,632.5727,797.0983,139.9,188.5,248.4
"PAPD5",650.3423,710.4736,477.114,441.4151,609.0361,547.2627,591.4264,458.3224,89.5,149.8,103.4
"PAPLN",132.0739,145.1521,152.4098,150.7706,246.202,320.8423,136.135,238.1464,38.7,45.9,43.3
"PAPOLA",917.3079,905.6297,1291.253,1649.727,1215.932,1203.839,1068.551,1392.672,576.1,548,602.8
"PAPOLB",110.1361,135.9927,113.3033,125.8779,111.7328,118.8801,100.627,117.1266,39.7,45,41.4
"PAPOLG",158.7333,175.1634,140.3531,155.5561,139.0489,161.6928,112.746,161.1046,42.1,53.6,49.6
"PAPPA",143.4203,290.4604,174.2644,269.2072,266.9897,257.2595,129.4925,177.363,52.3,114.4,77.2
"PAPPA2",122.2356,142.7813,123.4064,120.7849,138.1366,137.3659,108.4981,128.8083,43.75,39.95,42.3
"PAPSS1",395.9725,587.851,563.4834,693.7368,594.5548,623.8678,819.8917,529.1481,120.25,149.3,166.45
"PAPSS2",180.73,195.5379,182.9392,259.0695,264.8878,286.4645,144.0347,196.3375,66.6,74.9,107.9
"PAQR3",195.2511,333.4906,330.9407,272.1849,289.8802,241.8201,235.7912,257.5983,72.6,80,86
"PAQR4",740.1912,357.9298,170.8477,342.2291,367.3402,595.6822,276.1644,365.479,51.5,78.5,67.3
"PAQR5",129.5065,174.0209,137.977,136.2308,142.4014,154.2033,114.8483,142.1445,48,63.05,49.2
"PAQR6",132.7041,159.3762,114.9956,174.2637,125.4361,114.6404,124.7139,125.4732,40.1,49.3667,47.1
"PAQR7",1367.799,594.8661,684.965,491.8683,1130.576,244.9109,1372.15,306.1689,412.1,619.5,475.7
"PAQR8",551.6071,301.7804,282.2979,389.4376,469.3398,178.2978,2179.474,269.2592,729.2,569.5,209.4
"PAQR9",111.7455,126.6593,107.6967,108.6182,107.5619,110.2341,95.7789,117.0334,48.8,45.7,46.8
"PARD3",182.6909,154.3807,146.4156,129.7303,121.0527,116.4477,161.3422,140.2268,42,47.6,44.1
"PARD3B",129.1855,162.5709,144.4593,141.0044,134.1932,126.3885,108.4105,150.9291,41.95,44.6,39.9
"PARD6A",340.6477,243.8842,180.8579,221.1851,176.1482,122.0299,167.6165,188.7175,48.25,49.4,52.6
"PARD6B",151.2637,194.6429,176.5192,146.7543,162.9525,161.2658,138.0771,142.2774,40.8,42.3,42.4
"PARD6G",280.7638,299.3643,243.0477,310.9546,259.4727,324.3507,390.9931,270.6624,75.6333,99.5333,79.8667
"PARG",140.8708,169.8279,165.9639,153.0518,160.264,144.8258,130.2509,150.3072,43.55,48.6,44.3
"PARK2",113.0626,145.8917,133.7136,121.9378,127.8222,128.1869,110.4172,131.228,42.4,41.6,47.75
"PARK7",3080.971,4371.916,3611.617,3523.405,3451.813,2383.457,2992.446,4049.412,730,1115.9,1579.7
"PARL",1274.843,958.9225,1040.31,1024.304,1160.011,746.4669,982.1482,1306.952,558.6333,686.3333,545.4667
"PARN",585.2597,374.9194,468.9939,480.2879,397.2552,475.7824,438.7233,336.3231,198.5,201.5,160.5
"PARP1",2348.712,2258.708,1318.272,1405.944,2015.462,1135.721,1351.235,1894.172,608.7,781.2,630
"PARP10",472.1882,195.5514,257.3749,319.9738,408.8477,194.4612,381.5702,255.6161,74.175,113.075,65.225
"PARP11",128.4827,146.7513,121.2745,128.8301,170.2733,135.0917,161.7235,153.2774,63.3,74,51.5
"PARP12",562.9813,277.1757,424.339,427.8315,537.5676,416.1407,474.6563,515.8605,240.9,294.9,149.9
"PARP14",248.7542,424.3457,677.393,635.5983,1035.068,375.2541,928.0719,723.4101,95.8,114.4,119.3
"PARP15",112.2356,121.3248,119.5754,129.7667,136.5107,123.158,115.4127,120.3045,39.3,35.1,32
"PARP16",174.0403,192.3897,190.0379,162.0724,176.0116,150.5946,193.2492,200.2012,113.4,113.7,97.1
"PARP2",237.1744,209.9527,195.0838,280.8511,219.9545,238.8709,267.0005,251.2322,88.1,97.7,80.8
"PARP3",557.0536,270.9949,308.0272,280.8428,375.5504,290.2031,661.1993,486.1812,206.9333,272.7333,254.7
"PARP4",1370.85,2060.714,1660.97,1993.796,1882.936,1053.734,3558.948,3614.313,885.9,807.5,1135.4
"PARP6",162.3994,222.5818,178.7529,187.1341,152.7162,185.1635,196.909,223.7222,64.9667,73.6,63.0333
"PARP8",140.5948,166.7781,170.127,185.6794,184.882,188.5982,140.6578,204.828,56.675,78.375,56.225
"PARP9",236.5145,350.3548,381.287,453.3142,750.0457,269.247,661.6072,385.0333,92,125.3,115.45
"PARS2",213.1698,180.9496,183.5191,183.6898,178.1499,156.3201,155.4677,166.7902,45.8,46.1,44.7
"PART1",128.8125,154.3974,132.1209,128.8145,130.104,132.6488,121.0261,138.8486,54.4,53.1,43.8
"PARVA",184.509,260.6259,161.9985,232.772,267.0463,327.3437,216.4823,193.4952,137.5,123.5,155
"PARVB",165.5682,189.4559,145.2289,164.9155,174.7395,178.2326,153.314,180.8512,59.6333,66.4,72.3333
"PARVG",122.4408,131.2722,113.8429,172.1602,234.525,125.3985,136.0207,136.5339,66.5,98.6,59.9
"PASD1",161.0089,159.4695,145.7177,149.1205,147.9949,144.5176,113.2833,156.7078,42,43.1,38.4
"PASK",181.4202,217.8435,174.6966,204.242,262.347,169.8842,157.8226,185.9507,49.8,60.35,59.6
"PATL1",466.1681,695.9513,787.2009,626.228,918.9006,637.8047,957.7676,843.2676,312.2,309.6,366
"PATZ1",177.691,173.9539,147.7542,157.2427,145.0116,127.9084,138.5554,156.2511,41.5667,52.7,44.3
"PAWR",354.6461,256.3303,267.6723,545.314,258.7393,313.2096,173.5432,250.6359,75.7,107.3,145.8
"PAX1",114.5204,136.6899,122.2792,113.0778,120.5699,119.6831,128.0535,133.8471,43.1,42,45.3
"PAX2",117.629,135.8009,117.9018,123.6327,118.116,124.3728,115.6256,128.0617,42,45.1667,40.8
"PAX3",120.7876,131.4624,118.879,118.6189,117.6626,120.2887,112.3953,126.0445,36.825,40.075,36.075
"PAX4",114.434,131.0881,107.3723,118.7223,121.6238,110.686,116.4257,110.3345,47.4,47.5,44.6
"PAX5",105.4054,117.1175,108.3241,122.0393,104.3988,102.3672,97.07748,110.2062,37.7,38.6,36
"PAX6",139.1215,158.6882,141.7919,126.8845,129.1848,140.9215,123.0642,126.5398,41.15,38.1,34
"PAX7",127.6381,146.9822,143.5216,129.5692,134.4719,140.666,134.755,142.5278,131.5,140.9,162.8
"PAX8",117.8981,138.6728,118.5837,133.3305,128.995,113.2569,118.622,200.2391,41.9,47.4,42.2
"PAX9",132.6718,148.9349,129.1271,171.3763,125.7507,148.2655,141.8673,135.1156,39.8,40.2,42.8
"PAXIP1",337.5949,384.4725,348.567,523.2181,409.2382,298.4609,304.933,500.1818,138.2,193.1,126.1
"PBEF1",139.0759,164.2134,145.2219,154.884,159.2183,132.5408,114.8087,137.3379,44.8,49.4,43.6
"PBK",275.2596,317.9053,187.5227,217.3717,305.1354,222.0666,155.609,336.2032,45.9,42.1,39.4
"PBLD",122.506,145.5091,129.0247,142.7558,144.1588,118.9059,124.2495,144.1843,41.65,47.925,47.275
"PBOV1",132.1408,158.2149,135.5453,137.9866,127.8672,137.5723,115.3037,137.1686,40.7,45.15,41.35
"PBRM1",179.8474,209.5423,182.4813,192.8668,204.0388,192.4027,185.2214,200.9777,58.7333,67.7333,62.2
"PBX1",450.7364,195.5103,185.3311,166.0369,182.6194,141.5487,256.2235,226.3208,122.5,148.8,102.8
"PBX2",250.5234,251.2177,365.7756,264.6789,280.1718,243.5248,772.459,420.1225,113.7,107,136.3
"PBX3",264.9183,338.3124,327.7553,494.1367,590.7467,688.8065,303.0971,421.8476,422.7,394.2,423.3
"PBX4",216.1506,303.1249,235.8472,363.9383,212.4742,143.3231,172.7262,197.8676,115.1,170.3,78
"PBXIP1",157.3155,158.3571,160.4261,180.9706,141.9478,131.9604,337.1657,141.8688,116.6,97.1,63
"PC",202.7117,181.2304,152.5028,137.1218,146.104,139.9303,111.9993,139.6054,54.825,61.7,52.125
"PCAF",136.0688,155.5097,138.6566,141.9738,146.4991,137.6129,132.877,137.0306,42.4,41.2,41.4
"PCBD1",626.568,425.6101,722.6609,798.4644,540.5915,236.3251,749.4078,913.9987,234.5333,292.9667,459.1667
"PCBD2",136.1844,171.6305,133.635,175.8542,144.0254,150.369,157.1597,149.7983,85.6,89.8,66
"PCBP1",13798.09,5100.261,4599.745,5294.416,5670.797,6501.324,6953.481,4412.377,998.1,1553.6,1917.4
"PCBP2",3828.459,1911.579,2230.467,2012.833,2719.566,2010.618,2671.3,2070.865,1897.4,1959.45,1905.35
"PCBP3",122.579,159.9888,145.6788,148.3164,133.2899,134.6907,124.5456,133.9441,44.8,46.2,42.1
"PCBP4",269.0562,233.0961,157.2315,148.1226,162.8587,165.899,206.3356,202.5558,76.7,81.26,70.48
"PCCA",197.4984,495.1731,517.6248,389.0433,399.9636,286.2687,776.907,601.0804,110.5,198.9,293.1
"PCCB",1274.255,913.4807,648.6191,1334.503,1177.34,828.6439,1125.666,1270.149,211.4,353.5,419.6
"PCDH1",134.6422,156.2428,140.5724,131.4903,132.8768,130.2104,122.0131,139.6263,45.25,48.2,46.3
"PCDH10",126.9931,152.6446,137.0965,151.9473,155.5751,130.1423,121.3087,154.7541,37.8667,46.9667,41.8333
"PCDH11X",134.3664,157.9293,143.8275,151.6489,144.4368,132.3915,112.0076,151.1042,42.9857,46.2714,41.5571
"PCDH11Y",114.9274,134.9543,112.9145,116.9193,119.784,101.5985,98.98115,121.3377,38.4333,39.0667,37.7
"PCDH12",147.0409,140.8064,119.2441,134.1974,124.4767,134.1502,126.7676,122.4213,42.3,40.4,36.4
"PCDH15",139.2378,164.947,158.3183,170.0914,133.7388,147.3955,126.2611,165.0434,39.2,40,40.6
"PCDH17",171.0245,278.7883,145.5723,211.1664,288.2819,192.2643,158.9196,191.1209,62,111,55.7
"PCDH18",176.8499,293.2091,166.6923,219.1917,226.4547,234.2819,178.336,247.8452,192.55,161.65,134.5
"PCDH19",122.3704,170.7086,116.6452,227.6661,136.7199,117.4858,151.1821,131.1629,70.8,54.5,58
"PCDH20",111.584,144.3002,124.9774,134.5684,125.2747,151.9558,96.15964,123.6598,43.9,46.9,43.8
"PCDH21",132.1645,127.0904,118.8636,128.7411,114.2936,134.6566,119.5488,125.3006,42.3,43.5,41
"PCDH24",136.6504,145.1346,137.7179,125.6141,137.6162,134.5487,130.2256,152.148,45.8,50.1,51.4
"PCDH7",129.1805,150.0332,133.0017,151.3672,145.321,175.2351,151.7069,127.4761,65.4,71.75,59.525
"PCDH8",120.5944,143.6963,117.8605,127.0121,132.2475,120.8662,113.9962,130.8212,39.15,41.85,41.75
"PCDH9",126.3802,145.9381,124.4139,126.8869,120.3043,122.5445,117.9535,133.5183,38.4667,45.1,39.1667
"PCDHA1",129.7424,143.8619,131.2323,145.2241,132.8399,128.6653,112.5519,134.6963,43.7,43.05,43.725
"PCDHA10",109.6965,126.4056,113.0423,112.8477,108.5539,105.8703,98.61997,119.9571,35.95,43.25,37.6
"PCDHA11",126.9046,161.2738,136.6954,162.7998,143.7039,131.0452,123.9586,138.677,43.3,45.4,44
"PCDHA12",125.7868,149.465,134.6673,129.6107,132.9856,139.5305,122.0906,141.2766,40.85,43.95,42.25
"PCDHA13",119.034,135.2696,120.7058,117.4419,116.9534,127.0146,105.1872,140.3541,39.6,51.7,37.85
"PCDHA2",122.5812,134.6272,129.1199,127.7722,118.5869,132.3723,104.0715,126.6457,41.4,45,46.35
"PCDHA3",128.8021,155.0169,124.5413,131.5818,137.7245,132.071,104.2444,132.4534,40.2667,42.6667,42.0333
"PCDHA4",126.4615,153.3785,137.1736,137.6692,125.6244,125.6434,117.8154,120.408,46.2,44,48.3
"PCDHA5",151.7666,170.0776,145.7422,162.5672,152.1193,143.2551,114.3086,136.5871,52.2,62,55.3
"PCDHA6",131.154,147.7163,129.6928,148.9785,132.6513,122.8328,107.1463,145.9368,41.55,43.35,39.85
"PCDHA7",119.4247,144.4943,117.4093,123.6909,128.4006,116.7917,106.3071,128.043,41.6333,41.7667,40.7
"PCDHA8",118.5274,115.9557,116.4562,104.1347,100.2645,110.2882,98.45641,116.0661,40.3,47.6,38.9
"PCDHA9",132.3809,153.7325,132.7899,143.9943,144.662,146.6328,118.1817,147.6011,43.4667,43.1667,39.4333
"PCDHAC1",134.8403,161.2268,143.9953,131.4552,137.2312,126.4113,103.1088,132.5225,43.25,49.55,44.7
"PCDHAC2",128.7671,156.7037,130.4087,149.1882,134.9664,130.913,120.6912,151.1806,42.4,41.325,38.2
"PCDHB1",118.119,120.73,103.3232,110.4759,106.0057,106.3793,97.94839,99.09309,35.1,38.7,34.1
"PCDHB10",131.6964,161.651,125.4662,137.2119,135.1717,170.888,107.9533,129.0675,39.35,44.3,42.55
"PCDHB11",125.8814,152.4998,128.2592,136.7022,129.3254,128.9156,104.517,137.9759,37.45,43.85,41.25
"PCDHB12",130.5052,137.64,127.2281,124.1744,125.5003,249.2995,98.57779,167.3924,44.8,51.5,47.4
"PCDHB13",134.7023,118.1443,105.4061,106.868,107.4385,193.1361,133.4255,121.3731,40.8,47.5,43.7
"PCDHB14",141.879,170.6978,138.7869,147.5758,139.7604,131.6095,138.3147,146.4016,55.3,51.5,55.3
"PCDHB15",125.7161,168.949,134.4944,150.5364,148.9413,131.1533,122.1681,142.3184,39.7,40.2,38.6
"PCDHB16",134.2133,146.388,143.0429,134.9685,125.8774,158.1406,124.7882,146.2587,41.7,46.3,42.75
"PCDHB17",172.6028,162.7162,159.3949,167.8129,168.107,234.3526,139.5304,168.1158,47.6,58.1,53.15
"PCDHB18",138.905,155.7007,146.5896,151.8288,153.0836,146.1188,123.6477,144.2315,39.5,45.9,41.6
"PCDHB19P",210.3573,457.9422,331.902,402.6253,371.8146,300.9759,494.05,326.3337,112.9,195.3,105.9
"PCDHB2",366.7078,144.1108,116.6614,221.0862,119.5333,432.6368,119.4913,135.2186,46.75,58.2,49.2
"PCDHB3",125.3933,139.627,126.7862,130.4907,134.4399,128.1868,116.5427,127.7708,44.65,46.15,41.9
"PCDHB4",124.2415,143.4456,136.1683,133.9034,138.9686,182.2699,106.8689,154.8019,48.4,63.7,59.7
"PCDHB5",117.5008,134.7366,109.2594,120.2913,105.9096,141.2763,117.0515,112.1524,52.5,55.1,46.7
"PCDHB6",144.9678,170.0639,143.1033,141.4855,146.473,154.5115,116.9916,161.4018,46.2,44.1,42.6
"PCDHB7",106.7416,124.0504,106.7051,113.56,116.3818,111.152,102.8735,115.479,42.4,45.3,40.1
"PCDHB8",113.5784,121.1615,103.983,114.3306,98.81113,112.2625,96.08693,103.0466,42,40.5,35.2
"PCDHB9",223.4184,731.7283,378.5222,473.1481,483.0053,358.6982,771.6193,408.3162,136.55,105.35,102.6
"PCDHGA1",126.6498,137.3161,125.9504,126.1424,121.854,134.2783,103.6598,145.7777,37.5333,41.3667,40.7667
"PCDHGA10",126.423,156.4527,128.6533,144.9629,136.6713,132.0913,134.4823,143.0147,43.15,49.1,43.8
"PCDHGA11",114.7036,133.9727,108.7313,122.0637,112.8689,109.4258,110.3347,122.4691,38.35,45,41.05
"PCDHGA12",140.785,175.2297,134.3715,154.0446,153.7402,147.5364,118.9232,155.6118,45.1,53.5,42.9
